Player,Team,Pos,G,MP,G,MP,PER,TS%,eFG%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,,OWS,DWS,WS,WS/40
Ewelina Kobryn,SEA,C,18,123,18,123,7.8,.415,.400,.233,.100,5.6,11.6,8.6,2.2,4.0,20.3,15.4,80,93,,-0.2,0.3,0.1,.035
Cathrine Kraayeveld,CHI,F,33,681,33,681,11.3,.562,.551,.760,.090,4.4,7.7,10.2,1.6,0.9,18.0,14.1,103,101,,0.8,0.8,1.5,.090
Jennifer Lacy,TUL,F,34,653,34,653,9.3,.490,.471,.392,.147,5.4,8.7,10.5,1.6,2.1,19.0,18.7,89,108,,-0.3,0.0,-0.3,-0.021
Natasha Lacy,LAS,G,29,394,29,394,15.2,.468,.444,.090,.376,6.0,9.9,21.7,3.8,1.8,18.4,22.6,92,102,,0.0,0.4,0.4,.039
Crystal Langhorne,WAS,F-C,31,1063,31,1063,21.6,.572,.535,.019,.358,10.6,13.8,11.3,2.0,1.1,17.2,25.3,106,105,,2.8,0.5,3.2,.122
Ivory Latta,TUL,G,24,684,24,684,12.8,.511,.477,.365,.177,1.8,4.4,24.4,2.2,0.2,19.4,23.7,92,110,,0.0,-0.2,-0.1,-0.008
Jantel Lavender,LAS,F,33,487,33,487,16.1,.532,.500,.000,.245,9.0,12.9,6.0,0.7,2.0,12.1,22.3,103,108,,0.8,0.1,0.9,.073
Kara Lawson,CON,G,33,832,33,832,17.6,.613,.561,.518,.296,1.6,5.9,19.4,1.4,0.1,14.1,17.3,118,101,,2.8,1.0,3.8,.183
Shalee Lehning,ATL,G,18,218,18,218,7.8,.581,.556,.333,.481,2.1,6.3,25.8,1.8,0.7,45.2,11.4,85,102,,-0.2,0.2,0.0,.009
Betty Lennox,TUL,G,9,55,9,55,1.7,.332,.261,.739,.261,4.4,9.2,16.6,1.9,0.0,19.0,26.3,69,109,,-0.3,0.0,-0.3,-0.189
Camille Smith,SEA,F,33,887,33,887,13.7,.506,.473,.079,.299,7.1,12.6,11.9,2.8,2.0,19.3,21.1,93,93,,0.1,2.0,2.1,.097
Sancho Lyttle,ATL,F,22,577,22,577,17.6,.491,.453,.035,.274,8.0,13.7,12.9,4.4,1.6,16.3,19.4,97,93,,0.5,1.4,1.8,.128
Kelly Mazzante,ATL,G,6,34,6,34,-8.1,.125,.125,1.000,.000,0.0,3.4,0.0,1.4,0.0,7.7,15.9,29,104,,-0.2,0.0,-0.2,-0.232
Angel McCoughtry,ATL,F-G,33,921,33,921,26.0,.523,.441,.130,.518,6.5,10.7,17.1,3.8,2.6,13.3,35.5,104,95,,2.8,1.9,4.7,.206
Danielle McCray,CON,F,34,513,34,513,13.4,.528,.497,.503,.202,3.1,8.5,13.8,1.6,0.6,15.3,19.2,101,99,,0.6,0.8,1.4,.109
Taj McWilliams-Franklin,MIN,F-C,34,966,34,966,14.5,.488,.448,.034,.234,9.2,12.7,12.5,1.9,2.2,15.5,15.8,104,96,,1.5,1.8,3.3,.135
Coco Miller,ATL,G,31,538,31,538,11.8,.476,.466,.203,.167,4.6,6.3,13.1,1.6,0.1,11.5,20.9,98,103,,0.4,0.4,0.9,.064
Kelly Miller,WAS,G,34,943,34,943,10.0,.519,.491,.493,.169,2.7,5.2,18.4,1.3,0.7,20.2,14.6,101,110,,0.9,-0.2,0.7,.029
DeLisha Milton-Jones,LAS,F,34,891,34,891,15.6,.541,.500,.213,.231,7.7,10.8,14.1,1.9,1.1,18.4,23.6,99,106,,1.1,0.3,1.4,.062
Leilani Mitchell,NYL,G,34,864,34,864,10.3,.502,.492,.641,.054,2.3,5.2,17.8,2.7,0.3,18.6,12.1,103,100,,0.9,1.1,2.0,.094
Jacinta Monroe,TUL,F,4,21,4,21,-8.7,.000,.000,.000,.000,11.5,12.1,7.7,0.0,0.0,33.3,13.0,26,113,,-0.1,0.0,-0.2,-0.315
Alex Montgomery,NYL,G-F,30,271,30,271,9.1,.405,.376,.212,.200,6.6,12.3,12.4,2.0,2.3,17.0,18.6,86,97,,-0.2,0.5,0.2,.033
Renee Montgomery,CON,G,34,991,34,991,19.6,.548,.479,.413,.395,1.4,4.2,29.4,2.6,0.2,16.5,24.2,107,99,,2.7,1.4,4.1,.165
Jessica Moore,CON,F-C,29,199,29,199,6.6,.501,.425,.000,.450,5.6,6.5,3.9,1.3,0.8,22.6,13.8,89,102,,-0.1,0.2,0.1,.029
Maya Moore,MIN,F,34,951,34,951,20.5,.549,.516,.420,.214,7.2,9.9,15.3,2.7,1.5,10.9,21.6,115,96,,3.5,1.8,5.3,.224
Shay Murphy,CHI,G,10,205,10,205,18.1,.509,.429,.298,.333,16.0,14.2,10.0,3.3,1.5,16.5,25.5,101,96,,0.4,0.4,0.7,.145
Jenna O'Hea,LAS,F,31,507,31,507,11.6,.590,.558,.558,.248,3.7,5.7,13.0,1.3,0.8,17.2,14.0,110,110,,1.0,-0.2,0.8,.067
Abi Olajuwon,TUL,C,16,99,16,99,-0.3,.298,.269,.000,.077,3.7,7.7,3.7,0.0,1.6,15.7,14.7,62,112,,-0.3,-0.1,-0.4,-0.159
Courtney Paris,ATL,C,28,269,28,269,17.6,.530,.519,.013,.403,15.9,18.7,5.8,1.5,3.1,8.1,15.3,116,97,,0.8,0.5,1.2,.185
Candace Parker,LAS,F-C,17,555,17,555,26.7,.592,.551,.189,.383,4.7,16.1,17.1,2.0,3.9,11.1,25.2,114,100,,2.3,0.7,3.0,.217
Kayla Pedersen,TUL,F,33,784,33,784,11.9,.505,.457,.342,.271,3.8,9.7,14.2,2.4,1.2,15.9,15.4,99,107,,0.6,0.2,0.8,.041
Ticha Penicheiro,LAS,G,34,807,34,807,14.3,.598,.537,.243,.358,1.1,7.1,32.6,1.9,0.3,29.3,14.1,107,107,,1.5,0.1,1.6,.081
Jia Perkins,SAS,G,34,852,34,852,17.5,.511,.473,.348,.193,3.0,8.2,10.5,2.7,0.9,8.1,23.5,100,97,,1.1,1.5,2.6,.123
Erin Phillips,IND,G,31,689,31,689,16.9,.586,.528,.310,.365,3.0,7.9,19.4,2.3,0.0,16.4,18.6,112,100,,1.9,0.9,2.8,.163
Porsha Phillips,SAS,F,31,258,31,258,8.7,.408,.390,.000,.322,8.1,13.3,5.6,1.0,3.7,11.8,13.7,88,97,,-0.1,0.4,0.3,.052
Plenette Pierson,NYL,F,33,945,33,945,18.0,.527,.481,.028,.271,7.8,11.3,8.7,2.1,2.8,13.3,22.3,105,98,,2.0,1.5,3.5,.149
Jeanette Pohlen-Mavunga,IND,G,34,539,34,539,11.3,.635,.613,.608,.147,2.4,5.4,10.3,1.3,0.6,16.2,11.2,117,104,,1.1,0.4,1.5,.112
Cappie Pondexter,NYL,G,34,1151,34,1151,18.7,.503,.456,.318,.254,2.3,7.5,25.5,2.0,0.8,13.7,26.7,104,100,,2.7,1.5,4.2,.146
Nicole Powell,NYL,F,33,935,33,935,13.8,.528,.503,.531,.111,4.1,9.3,13.5,2.5,0.9,17.7,17.7,101,98,,1.1,1.5,2.6,.113
Armintie Herrington,ATL,G,34,797,34,797,17.1,.554,.519,.010,.577,7.2,7.2,18.4,3.2,0.2,15.8,16.2,111,100,,1.9,1.0,2.9,.148
Epiphanny Prince,CHI,G,34,1001,34,1001,17.2,.482,.433,.310,.259,2.9,4.3,19.4,4.1,1.0,10.6,24.4,101,97,,1.6,1.7,3.3,.132
LaToya Sanders,LAS,F-C,20,222,20,222,15.8,.576,.482,.018,.491,10.2,12.9,3.8,1.2,4.7,15.2,16.6,111,105,,0.5,0.1,0.6,.117
Allie Quigley,SEA,G,7,14,7,14,13.7,.340,.200,.200,.400,9.8,18.6,12.2,3.9,5.9,14.5,23.7,79,86,,0.0,0.0,0.0,.047
Noelle Quinn,LAS,G,33,681,33,681,10.8,.487,.460,.354,.134,2.0,5.3,15.6,1.7,0.2,12.1,13.6,103,110,,0.8,-0.1,0.6,.038
Chastity Reed,TUL,F,11,145,11,145,2.2,.391,.370,.022,.130,1.7,9.2,10.9,1.1,0.6,19.8,19.1,72,109,,-0.4,0.0,-0.5,-0.125
Andrea Riley,TUL,G,33,626,33,626,5.9,.436,.373,.549,.270,1.0,3.8,17.9,2.7,0.4,22.7,21.5,79,109,,-1.4,0.0,-1.4,-0.091
Ruth Riley,SAS,C,34,645,34,645,12.7,.532,.509,.084,.156,4.8,11.9,11.2,1.0,3.7,14.0,14.9,102,97,,0.7,1.1,1.8,.114
Ashley Robinson,SEA,C,34,583,34,583,10.1,.490,.484,.008,.180,9.7,14.7,7.4,2.1,4.7,25.0,14.5,87,92,,-0.4,1.4,1.1,.073
Danielle Robinson,SAS,G,34,786,34,786,15.6,.551,.460,.005,.437,3.5,5.9,28.8,1.8,0.4,19.1,18.4,107,101,,1.8,0.9,2.7,.137
Nakia Sanford,PHO,C-F,33,476,33,476,11.4,.564,.484,.000,.632,12.8,16.8,3.7,0.7,1.1,19.3,13.7,109,106,,0.9,0.2,1.1,.093
Olayinka Sanni,PHO,F-C,14,73,14,73,0.4,.624,.667,.000,.400,6.7,8.0,0.0,2.0,1.0,42.4,18.2,68,106,,-0.2,0.0,-0.2,-0.121
Katie Smith*,SEA,G,34,853,34,853,11.2,.535,.504,.556,.157,2.7,6.0,14.4,1.5,0.5,15.9,16.0,103,100,,1.1,1.1,2.2,.104
Tangela Smith,IND,C,33,711,33,711,11.0,.472,.439,.397,.143,4.8,8.9,12.3,1.7,1.9,14.3,19.3,95,100,,0.3,0.9,1.2,.066
Belinda Snell,SEA,G,21,134,21,134,10.1,.608,.536,.750,.464,3.1,7.3,9.1,1.2,1.2,21.1,15.4,106,99,,0.2,0.2,0.4,.119
Michelle Snow,CHI,C,34,821,34,821,11.3,.500,.456,.011,.278,6.0,15.8,13.2,1.0,4.2,25.7,15.0,89,95,,-0.3,1.7,1.3,.065
Tammy Sutton-Brown,IND,C,34,645,34,645,15.4,.554,.489,.022,.504,8.1,10.2,5.1,3.0,5.3,16.3,14.7,106,96,,1.0,1.2,2.3,.141
Ketia Swanier,PHO,G,29,429,29,429,5.9,.447,.418,.532,.203,1.7,7.5,21.7,2.7,0.2,36.8,13.8,79,105,,-0.7,0.2,-0.5,-0.042
Sheryl Swoopes*,TUL,F-G,33,879,33,879,12.5,.494,.455,.358,.181,2.9,9.8,17.1,1.5,0.8,14.1,16.6,99,109,,0.7,0.0,0.7,.031
Carolyn Swords,CHI,C,29,218,29,218,15.3,.606,.528,.000,.453,9.8,14.2,7.4,1.2,2.5,20.1,16.5,109,98,,0.5,0.3,0.8,.148
Diana Taurasi,PHO,G,32,965,32,965,23.8,.620,.537,.443,.467,1.6,6.1,21.2,1.2,1.6,14.7,29.4,116,108,,5.0,0.1,5.1,.212
Penny Taylor,PHO,F,29,864,29,864,25.5,.642,.581,.349,.396,4.0,9.5,26.8,2.8,1.0,14.7,22.2,124,103,,4.7,0.7,5.4,.249
Jasmine Thomas,WAS,G,34,655,34,655,9.0,.424,.402,.320,.149,2.3,6.9,19.2,2.1,1.1,17.6,21.6,86,107,,-0.7,0.2,-0.5,-0.033
Tina Thompson*,LAS,F,34,851,34,851,13.8,.497,.455,.408,.212,7.4,11.2,7.9,2.5,2.2,16.7,22.4,94,104,,0.2,0.5,0.7,.034
Erin Thorn,CHI,G,34,571,34,571,11.5,.531,.503,.497,.117,2.0,6.2,25.4,1.0,0.4,25.6,18.3,94,103,,0.1,0.5,0.6,.042
Kristi Toliver,LAS,G,32,754,32,754,15.9,.555,.517,.440,.181,3.0,4.9,22.9,1.5,0.0,17.0,24.1,104,111,,1.6,-0.3,1.3,.069
Courtney Vandersloot,CHI,G,34,777,34,777,8.0,.467,.428,.274,.219,0.8,5.2,28.2,1.6,1.3,28.1,19.1,84,101,,-1.0,0.9,-0.1,-0.007
Kia Vaughn,NYL,C,34,955,34,955,16.4,.527,.497,.000,.187,12.0,14.7,7.1,2.2,2.3,15.8,18.2,104,97,,1.6,1.7,3.3,.138
Lindsay Whalen*,MIN,G,34,956,34,956,23.2,.575,.536,.120,.349,3.8,7.5,34.6,2.0,0.5,15.7,22.4,117,99,,4.3,1.4,5.7,.239
Tan White,CON,G,34,747,34,747,10.7,.470,.414,.427,.260,2.6,7.3,13.8,2.8,0.6,16.4,15.2,95,97,,0.2,1.3,1.5,.082
Candice Wiggins,MIN,G,34,582,34,582,12.1,.536,.526,.705,.136,1.2,6.5,12.8,1.6,1.1,13.9,16.6,107,99,,1.0,0.8,1.8,.127
Le'coe Willingham,SEA,F,34,649,34,649,14.2,.528,.503,.217,.288,11.2,14.3,10.9,1.5,0.9,17.8,18.7,101,97,,0.8,1.1,1.9,.119
Lindsay Wisdom-Hylton,CHI,F,29,234,29,234,9.3,.425,.415,.019,.151,9.7,14.0,12.9,2.5,4.7,27.1,15.0,81,94,,-0.3,0.5,0.2,.031
Monica Wright,MIN,G,29,393,29,393,11.9,.462,.404,.193,.343,1.8,7.2,12.0,3.1,1.1,14.8,21.5,94,96,,0.1,0.8,0.9,.087
Tanisha Wright,SEA,G,33,953,33,953,13.6,.597,.529,.204,.363,3.6,7.2,19.1,2.3,0.1,24.4,18.6,102,98,,1.4,1.5,2.9,.123
Sophia Young-Malcolm,SAS,F,33,1043,33,1043,16.7,.465,.429,.015,.393,5.3,12.0,13.4,3.3,1.2,9.8,23.0,95,94,,0.5,2.4,2.8,.108
Tamera Young,CHI,F,33,792,33,792,10.2,.475,.427,.029,.317,6.5,9.5,9.7,2.4,0.9,18.5,19.2,90,98,,-0.3,1.2,0.9,.048
Shavonte Zellous,IND,G,33,463,33,463,15.7,.557,.473,.262,.569,5.8,10.7,17.3,1.4,2.7,16.4,19.6,109,99,,1.2,0.6,1.9,.160
Kara Braxton,TOT,C-F,31,522,31,522,16.3,.536,.525,.054,.256,10.7,14.6,11.7,1.9,3.0,18.4,23.3,98,101,,0.5,0.6,1.1,.085
Jessica Breland,TOT,F,13,75,13,75,12.0,.419,.391,.000,.087,4.8,11.5,8.7,1.4,8.1,11.2,16.2,91,95,,0.0,0.2,0.1,.079
Karima Christmas-Kelly,TOT,F-G,31,308,31,308,8.8,.472,.392,.455,.489,7.7,7.6,4.3,2.4,1.0,19.0,19.5,89,108,,-0.1,0.0,-0.1,-0.016
Ta'Shia Phillips,TOT,C,15,72,15,72,12.4,.542,.533,.000,.800,18.0,16.4,2.1,0.0,3.3,12.9,14.7,112,107,,0.2,0.0,0.2,.104
Sidney Spencer,TOT,G,24,178,24,178,11.1,.531,.510,.320,.080,2.7,6.2,9.7,0.0,0.0,3.7,13.5,119,108,,0.5,0.0,0.5,.107
Krystal Thomas,TOT,C,15,120,15,120,4.0,.586,.588,.000,.353,5.2,6.1,2.6,0.9,4.5,33.7,11.0,82,106,,-0.1,0.0,-0.1,-0.025
DeMya Walker,TOT,F,30,489,30,489,8.4,.453,.396,.021,.340,10.9,12.0,9.5,1.1,1.1,21.4,19.5,88,107,,-0.3,0.1,-0.2,-0.018
Kara Braxton,PHO,C-F,18,356,18,356,20.4,.584,.572,.055,.290,9.9,14.6,12.4,2.1,3.0,16.4,23.8,106,102,,0.9,0.3,1.2,.140
Jessica Breland,NYL,F,9,69,9,69,11.7,.411,.381,.000,.095,5.2,12.5,9.5,1.5,7.6,12.1,16.3,90,94,,0.0,0.1,0.1,.077
Karima Christmas-Kelly,WAS,F-G,14,142,14,142,9.1,.451,.369,.548,.548,7.4,7.5,1.3,3.0,0.6,14.7,19.5,91,106,,0.0,0.0,0.0,.008
Ta'Shia Phillips,WAS,C,10,54,10,54,15.1,.546,.538,.000,.769,21.8,18.5,0.0,0.0,4.4,14.7,17.1,109,108,,0.1,0.0,0.1,.097
Sidney Spencer,NYL,G,16,113,16,113,13.1,.573,.559,.353,.059,4.2,7.1,7.6,0.0,0.0,5.4,14.7,122,105,,0.4,0.0,0.4,.144
Krystal Thomas,SEA,C,7,22,7,22,-5.8,1.000,1.000,.000,.000,6.2,11.8,7.4,5.0,7.5,87.5,17.5,29,85,,-0.2,0.1,-0.1,-0.249
DeMya Walker,CON,F,10,80,10,80,5.2,.503,.421,.000,.579,14.0,11.3,0.0,1.3,0.0,31.6,19.3,81,101,,-0.1,0.1,-0.1,-0.028
Kara Braxton,NYL,C-F,13,166,13,166,7.7,.409,.405,.052,.172,12.2,14.5,10.2,1.6,3.2,23.3,22.2,78,98,,-0.4,0.3,-0.1,-0.032
Jessica Breland,CON,F,4,6,4,6,15.6,.500,.500,.000,.000,0.0,0.0,0.0,0.0,13.0,0.0,14.8,103,99,,0.0,0.0,0.0,.100
Karima Christmas-Kelly,TUL,F-G,17,166,17,166,8.6,.493,.413,.370,.435,8.0,7.6,7.0,1.9,1.5,22.6,19.5,87,110,,-0.1,0.0,-0.2,-0.037
Ta'Shia Phillips,NYL,C,5,18,5,18,4.2,.521,.500,.000,1.000,6.6,10.3,8.2,0.0,0.0,0.0,7.2,132,104,,0.0,0.0,0.1,.125
Sidney Spencer,PHO,G,8,65,8,65,7.7,.444,.406,.250,.125,0.0,4.5,13.3,0.0,0.0,0.0,11.3,112,112,,0.1,0.0,0.1,.044
Krystal Thomas,PHO,C,8,98,8,98,6.2,.563,.563,.000,.375,5.0,4.8,1.5,0.0,3.9,13.9,9.6,106,111,,0.1,0.0,0.1,.025
