Player,Team,Pos,G,MP,G,MP,PER,TS%,eFG%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,,OWS,DWS,WS,WS/40
Teaira McCowan,IND,C,32,848,32,848,21.2,.573,.537,.000,.514,14.7,21.5,7.3,1.1,5.1,14.4,19.4,112,105,,2.2,0.7,2.9,.137
Aari McDonald,ATL,G,30,493,30,493,11.9,.481,.414,.598,.293,1.9,5.5,18.5,2.6,0.9,15.1,20.7,96,108,,0.1,0.2,0.3,.026
Kelsey Mitchell,IND,G,32,1059,32,1059,16.4,.537,.502,.425,.173,2.3,4.7,14.8,1.7,0.6,10.9,25.1,105,113,,2.0,-0.4,1.6,.062
Leilani Mitchell,WAS,G,31,725,31,725,9.3,.524,.500,.787,.129,1.6,4.8,17.2,1.1,0.2,15.7,13.9,101,111,,0.6,0.0,0.5,.030
Tiffany Mitchell,IND,G,28,765,28,765,13.8,.544,.445,.185,.492,3.7,6.2,12.8,1.1,0.1,14.9,21.2,105,114,,1.3,-0.4,0.9,.046
Beatrice Mompremier,CON,F,32,275,32,275,9.9,.489,.491,.000,.226,13.2,17.7,4.0,2.4,2.8,23.6,12.8,93,91,,0.0,0.8,0.8,.111
Astou Ndour-Fall,CHI,C-F,20,342,20,342,14.0,.504,.431,.293,.293,10.9,15.9,3.7,1.0,3.7,11.5,19.3,103,100,,0.4,0.6,1.0,.113
Kia Nurse,PHO,G,32,835,32,835,9.6,.506,.467,.612,.227,2.0,7.7,10.9,1.1,0.2,13.8,19.3,96,106,,0.2,0.6,0.8,.038
Leaonna Odom,NYL,F,18,217,18,217,8.4,.557,.522,.378,.267,6.0,5.6,6.1,1.1,1.8,16.6,12.6,102,110,,0.2,0.0,0.2,.037
Arike Ogunbowale,DAL,G,32,1003,32,1003,18.0,.515,.460,.410,.269,2.6,5.9,19.3,1.9,0.0,10.5,28.8,105,108,,2.4,0.4,2.8,.111
Chiney Ogwumike,LAS,F-C,7,134,7,134,13.5,.466,.439,.082,.163,9.4,12.9,12.9,2.3,2.1,10.3,20.5,97,98,,0.1,0.2,0.3,.089
Nneka Ogwumike,LAS,F,18,570,18,570,20.0,.586,.559,.146,.195,5.2,12.3,17.6,2.4,0.8,14.9,21.5,106,98,,1.1,1.1,2.2,.152
Michaela Onyenwere,NYL,F,32,711,32,711,9.9,.536,.482,.498,.295,3.5,7.6,4.4,1.0,1.0,11.7,18.5,99,109,,0.4,0.2,0.6,.036
Candace Parker,CHI,F-C,23,615,23,615,21.4,.545,.506,.289,.249,6.1,18.0,26.0,1.6,3.5,16.6,24.4,103,96,,1.1,1.3,2.4,.156
Cheyenne Parker,ATL,F,13,270,13,270,19.6,.540,.500,.273,.255,4.9,12.0,10.3,2.8,4.0,12.2,22.8,103,103,,0.4,0.3,0.7,.108
JiSu Park,LVA,C,25,223,25,223,8.1,.409,.327,.077,.346,8.4,11.3,12.7,0.7,5.9,24.1,15.7,84,98,,-0.3,0.4,0.1,.025
Shey Peddy,PHO,G,32,560,32,560,15.6,.541,.503,.547,.169,5.2,7.6,22.6,2.7,0.4,16.3,15.7,110,103,,1.1,0.6,1.7,.124
Chelsey Perry,IND,F,6,40,6,40,2.9,.344,.333,.500,.111,0.0,8.9,8.5,3.9,0.0,9.6,23.3,72,106,,-0.1,0.0,-0.1,-0.115
Theresa Plaisance,WAS,F,31,559,31,559,11.9,.465,.438,.574,.134,4.1,13.8,13.0,2.3,3.2,14.7,20.2,90,102,,-0.4,0.8,0.4,.026
Kelsey Plum,LVA,G,26,665,26,665,20.6,.579,.512,.389,.307,1.9,5.5,22.3,1.9,0.1,11.4,25.0,112,101,,2.3,0.9,3.2,.192
Aerial Powers,MIN,G,14,309,14,309,16.3,.555,.465,.245,.420,5.2,9.9,16.6,0.8,1.4,19.5,30.9,97,102,,0.2,0.4,0.6,.080
Epiphanny Prince,SEA,G,29,416,29,416,16.3,.577,.534,.379,.220,2.9,6.5,18.6,2.5,1.2,14.7,18.8,109,102,,0.9,0.6,1.4,.138
Allie Quigley,CHI,G,26,635,26,635,18.7,.588,.548,.441,.181,3.1,6.2,16.6,1.0,0.9,9.3,22.6,114,105,,2.0,0.5,2.5,.157
DiDi Richards,NYL,G-F,31,346,31,346,8.8,.512,.500,.344,.156,3.1,5.6,11.6,2.4,1.4,19.0,11.0,96,106,,0.0,0.2,0.3,.032
Danielle Robinson,IND,G,24,659,24,659,14.6,.496,.429,.118,.299,1.4,7.6,23.4,3.0,0.3,15.0,19.0,101,109,,0.6,0.2,0.8,.049
Mercedes Russell,SEA,C,30,740,30,740,15.6,.648,.617,.000,.315,8.0,14.4,10.4,1.9,1.2,18.3,12.9,119,100,,1.8,1.2,3.0,.163
Satou Sabally,DAL,F,17,423,17,423,16.6,.529,.473,.333,.370,7.1,13.7,19.8,0.5,3.0,16.9,24.3,103,106,,0.7,0.3,1.0,.096
Katie Lou Samuelson,SEA,F,27,566,27,566,12.6,.558,.538,.468,.165,2.3,9.7,12.8,1.6,1.0,15.0,16.2,102,102,,0.6,0.8,1.3,.093
Jessica Shepard,MIN,F,22,231,22,231,12.3,.441,.375,.273,.364,12.8,18.4,23.8,0.7,1.5,26.1,13.6,100,100,,0.2,0.4,0.5,.094
Kylee Shook,NYL,C,30,567,30,567,10.9,.551,.546,.401,.033,4.2,12.3,12.5,0.9,2.1,19.8,15.3,95,106,,0.1,0.4,0.5,.035
Odyssey Sims,ATL,G,30,753,30,753,11.4,.428,.398,.243,.169,2.0,5.5,23.1,2.5,0.2,13.8,20.7,90,109,,-0.5,0.2,-0.3,-0.018
Destiny Slocum,LVA,G,21,133,21,133,4.5,.455,.432,.682,.227,2.6,7.9,11.8,1.1,0.6,22.4,10.4,89,101,,-0.1,0.2,0.1,.037
Alanna Smith,PHO,F,18,117,18,117,6.8,.294,.294,.618,.118,5.1,11.6,12.9,3.1,4.1,14.4,16.5,71,97,,-0.3,0.2,-0.1,-0.038
Azura Stevens,CHI,F-C,30,587,30,587,16.6,.569,.542,.250,.178,9.8,13.4,6.5,2.1,2.7,12.6,16.9,109,100,,1.1,1.0,2.1,.142
Breanna Stewart,SEA,F,28,934,28,934,25.3,.557,.493,.324,.355,4.3,16.6,14.7,1.8,4.3,8.3,27.4,111,96,,3.1,2.1,5.1,.220
Shekinna Stricklen,ATL,F,24,236,24,236,3.7,.344,.341,.776,.059,0.9,5.2,5.1,2.2,1.5,3.3,16.9,77,108,,-0.5,0.1,-0.4,-0.070
Brittney Sykes,LAS,G,32,939,32,939,13.4,.474,.424,.148,.278,4.5,9.3,13.6,3.2,1.5,12.4,18.2,95,98,,0.1,1.8,1.9,.082
Stephanie Talbot,SEA,F,30,538,30,538,10.3,.584,.577,.455,.056,2.6,9.2,14.1,1.3,2.0,25.1,16.7,93,102,,-0.1,0.7,0.6,.046
Diana Taurasi,PHO,G,16,455,16,455,17.0,.546,.474,.634,.377,0.8,8.9,30.0,0.3,1.6,17.4,27.5,103,106,,0.8,0.3,1.2,.104
Alyssa Thomas,CON,F,3,37,3,37,4.1,.328,.267,.000,.267,3.5,17.0,17.6,1.5,0.0,15.2,24.7,75,94,,-0.1,0.1,0.0,-0.038
Jasmine Thomas,CON,G,30,887,30,887,13.1,.499,.457,.358,.191,1.9,5.2,23.1,2.4,0.6,17.4,20.0,101,96,,0.9,1.9,2.8,.128
Kayla Thornton,DAL,F,31,857,31,857,13.0,.529,.477,.320,.269,8.5,11.7,8.2,1.6,0.7,12.0,13.0,113,107,,1.6,0.5,2.2,.101
Kristi Toliver,LAS,G,19,525,19,525,10.6,.522,.500,.512,.117,2.0,3.2,18.9,1.4,0.0,15.8,18.1,97,106,,0.2,0.4,0.6,.042
Brianna Turner,PHO,F,32,994,32,994,15.5,.578,.554,.005,.236,9.5,17.2,9.0,1.3,3.4,17.9,12.2,112,100,,1.7,1.7,3.4,.136
Courtney Vandersloot,CHI,G,32,977,32,977,17.5,.526,.493,.349,.164,1.9,6.4,44.9,2.8,1.0,23.3,19.0,104,101,,1.6,1.4,3.0,.124
Kia Vaughn,PHO,C,28,441,28,441,7.6,.458,.444,.008,.150,6.3,9.8,13.6,0.6,1.1,20.2,18.7,87,107,,-0.5,0.3,-0.2,-0.019
Victoria Vivians,IND,G-F,31,661,31,661,8.2,.432,.403,.550,.130,2.4,8.5,10.2,2.7,0.5,14.4,19.3,85,109,,-0.8,0.2,-0.6,-0.039
Jasmine Walker,LAS,F,2,20,2,20,-4.7,.000,.000,.800,.400,0.0,3.0,14.9,5.2,4.7,14.5,16.2,16,94,,-0.2,0.0,-0.1,-0.291
Megan Walker,PHO,F,29,426,29,426,3.7,.406,.378,.507,.203,1.7,5.2,9.4,0.6,1.5,12.5,20.0,81,108,,-0.8,0.2,-0.6,-0.058
Stephanie Watts,CHI,G,6,84,6,84,2.4,.333,.237,.526,.421,11.1,15.0,5.0,1.8,1.9,26.2,16.2,70,100,,-0.3,0.1,-0.1,-0.061
Erica Wheeler,LAS,G,32,967,32,967,15.5,.508,.460,.240,.255,1.9,6.0,31.1,2.3,0.8,16.9,25.0,96,101,,0.4,1.3,1.7,.071
Sami Whitcomb,NYL,G,30,843,30,843,16.0,.635,.618,.683,.126,1.4,10.3,17.3,1.8,0.9,18.3,18.2,106,105,,1.3,0.7,2.1,.099
Sydney Wiese,WAS,G,27,578,27,578,4.9,.441,.413,.622,.142,0.9,3.6,11.7,0.9,0.0,16.7,12.6,86,112,,-0.5,-0.1,-0.6,-0.040
Courtney Williams,ATL,G,32,1101,32,1101,17.0,.465,.453,.187,.097,4.3,11.0,21.0,1.6,1.3,9.2,25.1,97,108,,0.7,0.5,1.2,.042
Elizabeth Williams,ATL,C-F,32,761,32,761,15.5,.524,.516,.000,.342,8.5,11.5,7.6,2.4,5.1,12.3,11.8,109,104,,1.1,0.7,1.8,.094
Kiana Williams,SEA,G,10,35,10,35,-1.5,.269,.214,.857,.143,0.0,6.6,7.8,1.5,0.0,21.2,12.4,56,104,,-0.1,0.0,-0.1,-0.103
Riquna Williams,LVA,G,32,833,32,833,15.4,.604,.566,.588,.195,0.8,5.5,9.0,1.5,1.1,7.0,15.9,117,101,,2.2,1.2,3.3,.161
A'ja Wilson,LVA,C,32,1021,32,1021,24.2,.530,.445,.002,.414,7.2,16.1,15.6,1.4,3.2,7.7,25.9,112,96,,3.5,2.3,5.7,.224
Aaliyah Wilson,IND,G,14,119,14,119,-1.5,.270,.250,.269,.154,4.8,6.0,10.2,1.3,1.4,24.5,13.8,60,113,,-0.4,0.0,-0.5,-0.165
Jackie Young,LVA,G,32,1016,32,1016,15.8,.564,.515,.065,.294,2.3,7.0,15.2,1.8,0.9,12.0,17.1,110,100,,2.1,1.6,3.7,.145
Amanda Zahui B.,LAS,C,30,714,30,714,11.9,.517,.490,.433,.174,3.9,12.9,7.8,1.3,4.6,16.9,21.0,90,97,,-0.5,1.4,0.9,.052
Shavonte Zellous,WAS,G,28,442,28,442,9.5,.474,.421,.360,.272,3.9,8.6,16.3,1.3,1.2,15.3,15.4,97,108,,0.2,0.2,0.3,.029
Kristine Anigwe,TOT,F-C,10,136,10,136,5.7,.460,.414,.000,.621,9.3,14.4,6.3,1.9,0.7,24.5,16.7,83,100,,-0.2,0.2,0.0,.003
Cierra Burdick,TOT,F,14,64,14,64,16.0,.492,.455,.000,.455,13.1,18.0,13.9,2.4,3.9,18.5,11.6,110,96,,0.1,0.1,0.2,.151
Emma Cannon,TOT,F,20,295,20,295,10.0,.505,.480,.238,.178,10.0,15.0,10.2,0.9,1.2,22.7,21.5,89,107,,-0.2,0.1,-0.1,-0.013
Layshia Clarendon,TOT,G,22,543,22,543,14.2,.561,.531,.079,.208,2.7,7.2,37.1,1.2,0.0,25.4,21.8,100,103,,0.5,0.6,1.1,.084
Lauren Cox,TOT,F,26,305,26,305,11.4,.461,.400,.123,.308,6.0,15.0,6.6,2.4,4.9,17.8,13.6,89,97,,-0.2,0.6,0.5,.060
Candice Dupree,TOT,F,26,463,26,463,10.3,.465,.438,.041,.129,3.6,9.6,6.1,1.3,0.9,10.9,19.7,90,106,,-0.3,0.4,0.1,.006
Dana Evans,TOT,G,29,221,29,221,11.3,.525,.456,.570,.329,0.5,2.9,21.5,1.1,0.4,15.8,21.7,101,107,,0.2,0.1,0.4,.064
Bria Holmes,TOT,G,19,318,19,318,8.0,.391,.365,.344,.240,7.2,9.2,11.0,2.4,1.8,16.5,18.8,79,100,,-0.7,0.5,-0.2,-0.026
Joyner Holmes,TOT,F,5,28,5,28,15.7,.650,.650,.400,.000,0.0,7.9,17.0,0.0,2.9,16.7,19.0,108,103,,0.1,0.0,0.1,.120
Natasha Mack,TOT,F,4,18,4,18,9.0,.773,.667,.000,.667,6.5,12.7,0.0,0.0,0.0,34.0,14.6,101,105,,0.0,0.0,0.0,.065
Karlie Samuelson,TOT,G,14,206,14,206,8.1,.532,.500,.705,.205,1.7,7.5,8.8,1.8,0.0,14.3,12.7,99,102,,0.1,0.3,0.4,.069
Kiah Stokes,TOT,C,24,443,24,443,10.0,.604,.589,.071,.214,9.3,16.4,6.0,1.1,2.9,29.8,4.4,122,99,,0.5,0.8,1.3,.119
Shatori Walker-Kimbrough,TOT,G,17,350,17,350,11.8,.632,.564,.321,.449,1.2,3.9,7.7,1.8,1.3,17.6,14.6,108,109,,0.5,0.1,0.6,.071
Kristine Anigwe,DAL,F-C,3,30,3,30,3.0,.509,.500,.000,.333,3.7,11.6,0.0,1.7,0.0,22.5,13.2,82,105,,0.0,0.0,0.0,-0.013
