Player,Team,Pos,G,MP,G,MP,PER,TS%,eFG%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,,OWS,DWS,WS,WS/40
Tiffany Jackson-Jones,NYL,F,34,474,34,474,11.5,.458,.416,.000,.513,8.0,13.1,8.0,2.6,2.1,20.6,23.3,83,94,,-0.7,0.9,0.2,.020
Amber Jacobs,MIN,G,29,328,29,328,4.6,.432,.417,.637,.127,1.4,3.6,20.2,1.4,0.0,27.6,19.4,77,107,,-0.7,-0.1,-0.8,-0.092
Tamara James,WAS,G-F,31,401,31,401,17.2,.531,.455,.373,.396,4.5,7.2,16.8,3.2,0.8,15.1,20.5,105,99,,0.9,0.5,1.4,.139
Cathy Joens,CHI,G-F,19,271,19,271,18.2,.561,.532,.570,.165,2.5,7.1,21.5,3.3,0.3,13.3,16.2,114,98,,0.8,0.3,1.1,.168
Shannon Johnson,DET,G,33,559,33,559,11.7,.500,.431,.422,.367,3.8,6.2,16.5,1.8,0.3,17.2,18.0,101,97,,0.9,0.8,1.7,.119
Temeka Johnson,LAS,G,11,206,11,206,6.0,.368,.335,.034,.182,2.2,8.4,26.9,2.0,0.4,24.6,26.8,70,101,,-0.9,0.1,-0.8,-0.147
Vickie Johnson,SAS,G-F,30,852,30,852,17.4,.526,.493,.229,.182,7.5,10.4,21.8,2.1,0.8,13.5,14.4,114,98,,2.4,1.1,3.5,.166
Asjha Jones,CON,F,30,942,30,942,16.7,.487,.450,.028,.219,8.0,11.2,15.4,1.4,1.8,16.2,26.3,94,98,,0.8,1.2,1.9,.082
Laurie Koehn,WAS,G,28,109,28,109,11.1,.542,.528,.917,.056,0.0,4.4,8.9,0.0,0.0,7.5,16.2,110,107,,0.3,0.0,0.2,.090
Cathrine Kraayeveld,NYL,F,34,967,34,967,14.3,.557,.522,.433,.235,4.8,9.5,10.6,1.8,1.7,20.3,19.8,96,98,,0.9,1.2,2.2,.089
Jennifer Lacy,PHO,F,20,94,20,94,5.7,.474,.431,.103,.621,11.9,10.9,3.3,1.5,0.0,21.3,21.1,87,105,,-0.1,0.0,0.0,-0.019
Ivory Latta,DET,G,31,221,31,221,13.2,.516,.517,.563,.080,2.1,4.9,16.3,1.8,0.8,15.1,20.7,100,97,,0.3,0.3,0.6,.116
Kara Lawson,SAC,G,34,774,34,774,17.6,.495,.443,.391,.259,3.7,6.5,17.9,2.0,0.9,11.5,24.4,107,99,,2.3,0.9,3.2,.166
Betty Lennox,SEA,G,34,937,34,937,19.2,.547,.475,.273,.334,6.2,10.3,18.2,2.0,0.4,18.0,24.1,105,102,,2.7,0.6,3.3,.139
Yelena Leuchanka,WAS,C,6,29,6,29,0.6,.291,.167,.000,.333,8.2,6.1,17.2,3.6,0.0,30.4,15.1,66,100,,-0.1,0.0,-0.1,-0.091
Camille Smith,SAS,F,34,711,34,711,9.1,.444,.424,.084,.305,10.0,13.2,5.4,2.3,1.3,21.2,12.2,88,96,,-0.2,1.1,1.0,.055
Stacey Lovelace,WAS,C,9,105,9,105,6.3,.489,.476,.333,.381,6.8,7.3,3.5,2.0,0.0,22.2,13.3,87,103,,0.0,0.1,0.0,.007
Sancho Lyttle,HOU,F,31,506,31,506,20.1,.513,.494,.000,.327,16.2,20.0,11.4,3.8,3.3,18.3,18.9,100,93,,0.8,1.1,1.9,.147
Mwadi Mabika,LAS,G,33,762,33,762,10.4,.472,.434,.450,.221,2.4,9.8,16.9,1.9,0.4,20.5,20.5,87,101,,-0.4,0.6,0.3,.015
Megan Mahoney,CON,F,18,121,18,121,5.0,.411,.268,.214,.786,6.7,6.7,10.0,1.7,0.6,22.6,17.8,82,101,,-0.1,0.1,0.0,-0.014
Hamchetou Maiga-Ba,HOU,F,34,1008,34,1008,12.5,.511,.455,.019,.290,4.8,8.4,13.8,2.9,0.3,18.8,16.3,99,100,,1.1,0.9,2.0,.078
Evanthia Maltsi,CON,G-F,26,482,26,482,12.4,.506,.493,.550,.086,3.8,7.9,13.2,2.1,0.3,15.2,15.7,100,98,,0.6,0.6,1.2,.096
Kristen Mann,MIN,F,34,882,34,882,11.3,.474,.447,.414,.145,5.1,8.3,8.2,1.8,0.6,9.0,14.5,104,104,,1.3,0.3,1.6,.070
Katie Mattera,DET,C,34,447,34,447,17.5,.573,.527,.000,.405,14.5,21.2,2.8,0.8,4.6,20.6,18.8,103,90,,0.9,1.1,2.0,.178
Kelly Mazzante,PHO,G,34,488,34,488,14.8,.530,.506,.691,.091,2.5,6.2,12.1,2.5,0.3,10.4,16.6,105,103,,0.9,0.2,1.1,.091
Janel McCarville,NYL,F-C,32,677,32,677,21.2,.591,.546,.004,.289,8.1,13.4,12.3,3.1,2.5,22.0,24.7,99,93,,1.1,1.4,2.5,.148
Teana Miller,PHO,C,2,5,2,5,-1.3,.000,,,,0.0,10.8,0.0,0.0,15.5,0.0,7.4,0,96,,0.0,0.0,0.0,-0.154
Taj McWilliams-Franklin,LAS,F-C,29,851,29,851,18.2,.546,.496,.051,.345,9.4,11.9,10.8,2.1,2.9,14.5,17.7,108,100,,2.1,0.8,2.9,.136
Coco Miller,WAS,G,30,455,30,455,9.3,.488,.448,.216,.138,5.2,6.4,10.3,2.2,0.4,19.1,14.8,93,102,,0.1,0.3,0.4,.036
Kelly Miller,PHO,G,34,1040,34,1040,14.7,.581,.535,.292,.342,5.1,8.7,22.5,1.9,0.4,23.8,14.7,107,103,,2.3,0.4,2.7,.104
Tausha Mills,DET,C,5,51,5,51,3.4,.330,.286,.000,.190,23.2,20.1,6.6,0.0,0.0,20.9,24.4,75,98,,-0.2,0.1,-0.1,-0.067
DeLisha Milton-Jones,WAS,F,34,1141,34,1141,11.6,.435,.378,.252,.245,4.7,11.3,9.8,2.4,2.7,18.8,25.1,82,97,,-1.9,1.7,-0.2,-0.006
Liz Moeggenberg,CHI,F,23,206,23,206,7.5,.428,.427,.146,.122,14.3,8.8,5.0,0.8,0.8,18.8,11.6,92,107,,0.0,0.0,0.0,.002
Adriana Moises,PHO,G,4,31,4,31,3.2,.595,.500,.200,.400,10.8,12.2,13.6,4.6,0.0,63.0,21.7,59,97,,-0.2,0.0,-0.1,-0.193
Jessica Moore,LAS,F-C,28,440,28,440,7.6,.444,.400,.000,.350,9.5,11.8,7.2,0.7,1.1,19.2,17.1,87,104,,-0.2,0.1,-0.1,-0.007
Loree Moore,NYL,G,34,1163,34,1163,14.3,.520,.507,.467,.201,4.2,7.1,26.4,3.4,0.4,23.9,16.5,97,97,,1.1,1.7,2.8,.097
Navonda Moore,MIN,G,19,87,19,87,0.8,.356,.288,.308,.308,4.0,10.3,7.3,1.8,0.0,19.2,18.0,72,103,,-0.2,0.0,-0.2,-0.078
Tamara Moore,HOU,G,15,289,15,289,7.6,.466,.404,.263,.211,3.4,5.3,25.4,2.9,0.6,33.9,14.3,84,102,,-0.2,0.2,-0.1,-0.008
Bernice Mosby,WAS,F,28,279,28,279,15.4,.558,.484,.016,.452,10.7,16.6,6.8,1.5,1.7,20.4,14.8,104,97,,0.5,0.4,0.9,.122
Shay Murphy,MIN,G,32,436,32,436,16.9,.499,.434,.455,.317,13.2,14.3,6.7,2.2,1.5,10.8,18.2,109,101,,1.2,0.3,1.5,.136
Astou Ndiaye-Diatta,SEA,F,4,58,4,58,0.6,.357,.357,.071,.000,8.5,7.3,0.0,0.9,1.3,26.3,14.6,65,106,,-0.2,0.0,-0.2,-0.119
Chelsea Newton,SAC,G,34,696,34,696,10.3,.473,.404,.168,.396,4.8,5.6,12.2,2.4,0.8,15.4,17.3,99,99,,0.9,0.8,1.7,.096
Deanna Nolan,DET,G-F,34,1175,34,1175,19.4,.537,.508,.244,.165,3.5,7.2,21.5,2.1,0.8,13.7,21.9,108,95,,3.4,2.0,5.4,.185
Nicole Ohlde,MIN,F-C,34,922,34,922,13.4,.475,.374,.000,.471,8.6,13.5,10.7,0.9,1.7,16.6,23.0,96,103,,0.9,0.4,1.3,.058
Murriel Page,LAS,F,34,627,34,627,10.8,.451,.424,.059,.141,6.1,10.5,12.6,1.1,1.2,12.2,14.4,97,103,,0.5,0.3,0.8,.054
Wendy Palmer,SEA,F,34,474,34,474,13.3,.499,.428,.159,.417,11.5,18.5,6.1,1.6,1.1,18.7,18.1,98,98,,0.6,0.6,1.1,.095
Ticha Penicheiro,SAC,G,32,757,32,757,12.9,.411,.322,.074,.388,2.8,6.9,33.4,3.5,0.1,21.4,16.3,94,95,,0.4,1.3,1.7,.091
Jia Perkins,CHI,G,33,762,33,762,22.1,.546,.523,.273,.161,4.5,8.4,21.3,3.5,0.7,12.6,23.8,107,97,,2.3,1.0,3.3,.172
Erin Perperoglou,SAS,F,18,499,18,499,20.4,.575,.493,.238,.531,8.3,13.5,14.9,3.7,2.1,20.0,20.3,106,91,,1.3,1.2,2.5,.197
Tari Phillips,HOU,F-C,6,35,6,35,2.6,.425,.300,.000,.400,7.1,8.8,4.9,4.4,0.0,29.8,21.0,72,97,,-0.1,0.0,-0.1,-0.067
Plenette Pierson,DET,F,34,858,34,858,18.2,.536,.478,.016,.417,9.6,13.1,12.8,1.5,2.8,17.6,22.6,103,93,,1.9,1.7,3.6,.168
Cappie Pondexter,PHO,G,31,966,31,966,19.1,.524,.471,.241,.301,1.7,6.2,22.1,1.4,0.6,12.0,25.3,103,105,,2.5,0.1,2.6,.110
Elaine Powell,DET,G,32,323,32,323,7.9,.468,.407,.000,.426,4.0,6.0,21.2,1.9,0.5,31.1,12.5,88,97,,-0.1,0.5,0.4,.046
Nicole Powell,SAC,F,34,986,34,986,18.7,.510,.455,.417,.212,7.8,12.2,11.8,2.6,1.1,13.0,22.0,108,95,,2.8,1.7,4.6,.186
Armintie Herrington,CHI,G,34,893,34,893,15.5,.451,.412,.013,.651,10.5,13.3,19.9,2.4,0.6,16.5,18.0,97,98,,0.9,1.1,1.9,.087
Noelle Quinn,MIN,G,34,670,34,670,9.6,.357,.327,.306,.194,3.1,7.9,33.9,2.2,1.5,33.2,12.9,80,102,,-0.8,0.4,-0.4,-0.025
Kristen Rasmussen,CON,F,33,522,33,522,8.8,.527,.490,.273,.212,7.7,10.0,8.6,1.1,0.7,24.4,12.1,96,100,,0.3,0.5,0.8,.060
Stephanie Raymond,CHI,G,20,180,20,180,9.9,.457,.443,.721,.213,1.3,4.5,27.2,1.2,0.0,21.2,21.1,88,105,,-0.1,0.0,0.0,-0.006
Kathrin Ress,MIN,F,28,348,28,348,5.6,.468,.410,.051,.372,12.9,12.2,7.5,1.2,0.9,29.0,15.7,84,105,,-0.3,0.0,-0.2,-0.028
Ruth Riley,SAS,C,30,773,30,773,8.1,.426,.384,.139,.149,5.2,11.8,8.3,1.9,6.2,25.0,16.4,76,93,,-1.4,1.6,0.2,.010
Ashley Robinson,SEA,C,33,409,33,409,6.5,.345,.349,.016,.238,9.1,14.8,5.2,2.0,4.7,27.2,10.4,73,97,,-0.6,0.6,0.0,-0.004
Crystal Robinson,WAS,F,2,44,2,44,0.6,.167,.167,.333,.000,0.0,2.7,7.4,2.4,1.8,14.3,7.1,47,102,,-0.1,0.0,-0.1,-0.067
Nykesha Sales,CON,F-G,26,762,26,762,17.4,.487,.428,.226,.261,5.0,7.9,19.2,2.4,1.1,14.0,23.6,100,98,,1.3,1.0,2.3,.122
Sheri Sam,IND,G-F,33,591,33,591,10.0,.401,.363,.177,.226,7.2,9.7,12.9,2.6,0.8,16.0,18.7,85,92,,-0.4,1.3,0.9,.060
Amy Sanders,DET,G,6,9,6,9,-17.0,.266,.000,.000,2.000,0.0,12.7,0.0,0.0,0.0,34.7,27.7,39,95,,-0.1,0.0,-0.1,-0.374
Nakia Sanford,WAS,C-F,34,994,34,994,15.6,.591,.530,.000,.836,12.0,14.4,4.5,1.4,2.3,21.7,18.1,104,99,,2.0,1.1,3.1,.125
Kelly Schumacher,PHO,C,34,543,34,543,11.5,.520,.468,.056,.368,6.0,14.6,3.3,1.5,3.6,19.0,14.0,94,98,,0.2,0.7,0.9,.067
Olympia Scott,PHO,C,8,32,8,32,6.9,.380,.143,.000,1.143,7.0,6.7,8.4,4.5,2.4,22.2,17.9,79,99,,-0.1,0.0,0.0,-0.024
K.B. Sharp,IND,G,34,454,34,454,10.8,.497,.454,.289,.299,2.7,4.2,18.9,1.5,0.0,19.2,13.6,99,97,,0.5,0.6,1.1,.094
Ashley Shields,HOU,G,26,304,26,304,6.4,.403,.301,.130,.529,5.7,6.7,12.0,1.7,0.3,20.5,30.9,78,104,,-0.9,0.1,-0.8,-0.105
Crystal Smith,HOU,G,27,683,27,683,9.9,.514,.484,.449,.135,2.2,4.8,18.1,2.6,0.4,25.3,14.2,93,103,,0.2,0.4,0.5,.031
Katie Smith*,DET,G,34,1166,34,1166,15.9,.531,.446,.552,.442,1.8,6.3,17.7,1.8,0.2,12.2,17.9,112,96,,3.5,1.8,5.3,.182
Kim Smith,SAC,F,3,6,3,6,-7.5,,,,,0.0,21.1,0.0,0.0,0.0,100.0,7.3,0,92,,0.0,0.0,0.0,-0.167
Tangela Smith,PHO,C,34,1072,34,1072,15.0,.484,.439,.153,.248,5.6,11.1,6.6,1.8,4.1,11.2,19.7,96,100,,1.0,1.0,2.0,.074
Tyresa Smith,DET,F,1,7,1,7,9.5,.174,.000,.000,1.000,16.9,16.3,0.0,7.2,0.0,0.0,17.8,62,83,,0.0,0.0,0.0,-0.002
Belinda Snell,PHO,G,30,343,30,343,13.7,.483,.472,.745,.104,3.9,7.2,19.2,2.8,0.9,14.0,15.9,100,102,,0.5,0.2,0.7,.079
Michelle Snow,HOU,C,34,892,34,892,16.2,.549,.493,.000,.394,10.9,15.9,10.2,1.0,3.3,21.4,20.9,99,100,,1.3,0.9,2.2,.096
Sidney Spencer,LAS,G,34,828,34,828,15.3,.513,.483,.410,.140,6.7,9.9,9.4,1.7,1.1,9.9,18.7,106,102,,1.9,0.5,2.4,.114
Tiffany Stansbury,MIN,F-C,30,437,30,437,11.8,.474,.458,.000,.325,13.1,17.8,5.9,1.5,2.0,17.5,16.3,94,100,,0.2,0.4,0.6,.057
Ann Strother,IND,G-F,12,69,12,69,12.1,.439,.419,.484,.065,10.5,7.7,8.4,0.0,0.0,5.9,22.3,101,101,,0.1,0.1,0.2,.100
Tammy Sutton-Brown,IND,C,34,860,34,860,19.0,.545,.485,.000,.505,9.3,12.7,7.2,2.2,4.4,18.5,24.3,99,89,,1.4,2.3,3.7,.171
Sheryl Swoopes*,HOU,F-G,3,106,3,106,10.1,.430,.380,.280,.160,3.5,9.9,17.7,2.4,0.8,25.2,14.8,83,100,,-0.1,0.1,0.0,.007
Diana Taurasi,PHO,G,32,1025,32,1025,22.9,.585,.542,.553,.271,2.0,7.1,23.2,2.1,2.6,13.8,25.1,110,102,,3.9,0.7,4.5,.178
Penny Taylor,PHO,F,34,1010,34,1010,25.6,.625,.542,.227,.499,8.1,11.4,16.7,2.4,1.7,13.7,23.5,120,100,,5.5,0.9,6.4,.255
Nikki Teasley,WAS,G,33,746,33,746,9.8,.501,.428,.559,.296,3.0,5.8,25.8,1.6,0.7,26.5,13.9,95,103,,0.4,0.4,0.8,.043
Kasha Terry,IND,C-F,9,54,9,54,-5.8,.327,.250,.000,.333,11.2,15.4,3.1,2.0,4.5,44.4,20.8,48,88,,-0.4,0.2,-0.2,-0.177
Carla Thomas,CHI,F,17,122,17,122,11.7,.487,.395,.026,.368,10.2,13.4,4.6,0.4,2.6,13.7,18.8,100,101,,0.2,0.1,0.3,.087
Christi Thomas,LAS,F-C,34,640,34,640,16.8,.536,.494,.072,.295,11.9,16.7,5.6,1.8,1.2,14.7,21.5,103,99,,1.3,0.7,2.1,.128
LaToya Thomas,LAS,F,27,487,27,487,14.8,.535,.489,.218,.264,6.4,7.5,12.6,1.0,1.2,13.0,20.1,106,105,,1.2,0.1,1.2,.102
Tina Thompson*,HOU,F,34,1234,34,1234,19.9,.546,.473,.263,.414,6.5,11.4,15.1,1.2,1.6,16.1,24.8,106,102,,3.7,0.8,4.5,.146
Shona Thorburn,SEA,G,2,8,2,8,-4.3,.500,.500,.000,.000,0.0,7.6,0.0,0.0,0.0,50.0,22.3,45,106,,-0.1,0.0,-0.1,-0.323
Erin Thorn,NYL,G,29,883,29,883,13.3,.540,.522,.502,.139,2.4,5.9,16.0,1.5,0.1,15.6,16.2,103,101,,1.4,0.7,2.0,.092
Barbara Turner,HOU,G-F,22,263,22,263,12.5,.511,.451,.417,.569,4.3,9.8,13.5,1.6,1.3,18.9,18.5,97,101,,0.3,0.2,0.5,.069
Ayana Walker,DET,F,2,43,2,43,-1.9,.421,.429,.000,.429,0.0,8.0,3.6,1.2,3.9,41.9,14.4,50,94,,-0.2,0.1,-0.1,-0.105
DeMya Walker,SAC,F,5,105,5,105,13.5,.457,.405,.000,.333,19.2,15.0,11.8,1.5,2.6,23.7,26.5,87,98,,-0.1,0.1,0.1,.019
Martina Weber,NYL,C,2,4,2,4,-20.0,.000,.000,.000,.000,0.0,15.0,0.0,0.0,0.0,50.0,23.2,0,97,,-0.1,0.0,-0.1,-0.595
