Player,Team,Pos,G,MP,G,MP,PER,TS%,eFG%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,,OWS,DWS,WS,WS/40
Sue Bird,SEA,G,33,1111,33,1111,17.8,.544,.501,.351,.218,1.6,4.6,30.0,1.9,0.2,17.1,21.3,106,99,,2.9,1.2,4.2,.150
Nikki Blue,WAS,G,26,537,26,537,7.1,.438,.392,.314,.245,3.3,4.7,23.2,1.9,0.3,27.1,12.9,88,104,,-0.2,0.2,0.1,.004
Shannon Bobbitt,LAS,G,26,552,26,552,6.7,.388,.354,.559,.173,3.5,6.7,26.4,2.4,0.1,31.6,16.0,77,97,,-1.0,0.8,-0.2,-0.014
LaToya Bond,IND,G,32,325,32,325,3.1,.381,.339,.467,.178,2.5,5.8,15.1,2.5,1.0,25.4,18.2,72,96,,-0.9,0.5,-0.4,-0.047
Kara Braxton,DET,C-F,33,590,33,590,17.2,.482,.415,.008,.422,9.6,16.8,8.7,1.2,3.6,15.0,26.9,96,94,,0.7,1.2,1.9,.126
Kiesha Brown,LAS,G,32,530,32,530,11.4,.491,.435,.459,.233,1.8,6.5,21.3,1.9,0.0,19.5,16.7,98,97,,0.5,0.7,1.2,.094
Rebekkah Brunson,SAC,F,30,779,30,779,19.1,.532,.500,.000,.315,13.2,17.0,3.5,2.4,2.2,14.2,20.2,105,96,,1.7,1.3,3.0,.154
Latasha Byears,HOU,G-F,11,46,11,46,14.2,.491,.471,.000,.176,13.5,15.9,4.4,3.4,0.0,5.2,18.6,110,95,,0.1,0.1,0.2,.178
Dominique Canty,CHI,G,28,737,28,737,13.6,.482,.397,.033,.689,3.9,5.8,28.0,2.1,0.3,18.7,18.1,99,102,,1.0,0.5,1.4,.078
Jamie Carey,CON,G,33,499,33,499,11.8,.594,.577,.748,.090,0.9,4.5,15.4,0.8,0.2,16.0,12.2,113,102,,1.1,0.4,1.4,.114
Essence Carson,NYL,G,34,646,34,646,11.1,.420,.392,.118,.188,4.6,7.1,9.3,2.6,1.0,11.7,21.4,87,99,,-0.4,0.7,0.3,.020
Swin Cash*,SEA,F,31,927,31,927,14.6,.484,.391,.027,.539,6.1,10.9,11.6,1.2,2.9,16.0,21.4,97,96,,0.9,1.5,2.4,.104
Iziane Castro Marques,ATL,F-G,29,671,29,671,11.2,.451,.406,.346,.217,1.7,5.6,15.1,2.0,0.7,16.1,22.8,87,108,,-0.4,-0.2,-0.6,-0.034
Tamika Catchings*,IND,F,25,694,25,694,23.1,.538,.465,.341,.446,8.1,13.7,24.7,3.8,1.3,16.5,24.2,107,90,,2.2,1.8,4.0,.230
Quianna Chaney,CHI,G,28,241,28,241,8.1,.385,.349,.602,.145,2.0,7.0,17.8,3.4,1.0,20.7,21.4,76,97,,-0.6,0.3,-0.2,-0.039
Shameka Christon,NYL,G,31,947,31,947,18.4,.550,.490,.455,.348,3.9,6.0,10.8,2.0,1.5,12.1,24.5,107,101,,2.9,0.8,3.7,.155
Willnett Crockett,PHO,F,5,41,5,41,9.5,.441,.375,.000,.625,10.8,14.5,0.0,4.7,1.9,8.9,11.3,103,98,,0.0,0.1,0.1,.098
Monique Currie,WAS,F,34,972,34,972,14.2,.510,.436,.190,.392,3.9,8.9,17.4,1.6,1.1,18.0,22.1,98,101,,1.3,0.8,2.0,.084
Helen Darling,SAS,G,31,580,31,580,6.1,.386,.317,.488,.309,2.9,7.5,15.5,3.0,0.4,24.4,15.0,76,93,,-1.1,1.2,0.1,.008
Jessica Davenport,NYL,C,14,154,14,154,13.5,.495,.475,.000,.254,9.4,15.7,5.4,1.4,5.3,21.5,25.0,85,95,,-0.2,0.3,0.1,.026
Anna DeForge,MIN,G,34,847,34,847,13.5,.500,.478,.476,.140,3.2,7.1,11.7,1.6,0.5,9.7,16.5,104,104,,1.5,0.4,1.8,.086
Jennifer Derevjanik,PHO,G,17,145,17,145,6.2,.337,.289,.421,.211,3.8,6.3,24.9,0.7,2.1,32.5,8.7,88,111,,0.0,-0.1,-0.1,-0.039
Erika de Souza,ATL,F-C,12,277,12,277,21.6,.599,.585,.000,.317,16.0,16.6,6.0,3.1,5.9,17.6,17.6,110,100,,0.8,0.3,1.0,.148
Tamecka Dixon,HOU,G,24,634,24,634,10.3,.451,.407,.059,.190,4.5,7.3,13.2,2.1,0.4,16.7,20.1,90,102,,-0.1,0.5,0.4,.025
Scholanda Dorrell,SAC,G,29,535,29,535,9.0,.501,.439,.184,.485,2.2,3.7,8.5,3.1,1.0,25.0,21.6,84,100,,-0.6,0.6,0.0,-0.003
Katie Douglas,IND,G-F,33,1134,33,1134,16.8,.493,.433,.384,.325,4.3,7.2,19.5,2.5,0.8,16.0,25.0,97,96,,1.5,1.8,3.2,.114
Megan Duffy,NYL,G,6,45,6,45,3.8,.637,.417,.667,1.000,0.0,2.7,10.8,0.0,0.0,36.7,13.9,91,107,,0.0,0.0,0.0,-0.002
Candice Dupree,CHI,F,34,1119,34,1119,21.2,.521,.458,.015,.389,7.9,14.4,14.7,1.7,3.2,15.5,26.1,101,96,,2.3,1.7,4.0,.144
Margo Dydek,LAS,C,2,14,2,14,12.1,.400,.400,.000,.000,17.3,12.5,0.0,0.0,0.0,0.0,15.8,103,103,,0.0,0.0,0.0,.081
Shyra Ely-Gash,SEA,F,34,389,34,389,9.8,.450,.426,.096,.209,9.5,14.0,7.6,1.7,1.1,18.8,18.3,87,95,,-0.2,0.7,0.5,.053
Barbara Farris,PHO,F-C,34,553,34,553,7.9,.527,.473,.000,.462,7.6,12.7,2.1,1.8,0.6,23.8,10.9,95,106,,0.2,0.1,0.3,.019
Allison Feaster,IND,F,33,301,33,301,9.7,.473,.466,.843,.022,3.5,4.6,16.3,0.9,0.8,13.5,15.7,99,101,,0.3,0.2,0.6,.073
Marie Ferdinand-Harris,LAS,G,33,680,33,680,13.3,.482,.394,.179,.374,5.4,7.3,11.5,1.9,0.5,12.5,21.3,101,97,,1.1,0.9,2.1,.122
Tye'sha Fluker,CHI,C,26,231,26,231,8.3,.461,.392,.046,.385,5.7,8.9,7.9,1.4,2.8,19.1,18.8,87,100,,-0.1,0.2,0.1,.017
Cheryl Ford,DET,F,24,637,24,637,19.3,.515,.481,.000,.627,13.7,19.2,6.1,2.0,1.3,8.9,17.9,112,93,,1.9,1.3,3.2,.204
Sylvia Fowles,CHI,C,17,430,17,430,19.9,.536,.520,.000,.277,7.8,17.8,2.4,2.3,6.8,18.6,21.9,92,90,,0.1,1.1,1.2,.110
A'Quonesia Franklin,SAC,G,34,351,34,351,6.8,.348,.314,.343,.200,1.7,8.0,28.2,2.4,0.2,25.5,12.8,81,99,,-0.4,0.4,0.1,.007
Kerri Gardin,CON,F,34,540,34,540,10.7,.454,.432,.421,.308,8.0,11.5,12.3,2.8,1.0,23.0,16.1,88,94,,-0.2,1.0,0.8,.061
Andrea Gardner,WAS,F-C,22,178,22,178,10.6,.416,.379,.000,.414,15.4,17.2,6.4,0.9,0.0,13.8,20.0,90,102,,0.0,0.1,0.1,.023
Katie Gearlds,SEA,G-F,34,468,34,468,12.7,.509,.487,.582,.146,1.3,5.7,8.4,1.3,0.5,8.2,18.0,105,99,,0.9,0.5,1.4,.116
Kamela Gissendanner,LAS,F,2,14,2,14,-12.4,.000,.000,.250,.000,17.3,8.3,0.0,0.0,0.0,20.0,15.8,23,105,,-0.1,0.0,-0.1,-0.310
Chrissy Givens,DET,G,3,10,3,10,-4.6,.347,.000,.000,1.000,0.0,0.0,28.2,0.0,0.0,41.0,21.5,63,107,,-0.1,0.0,-0.1,-0.206
Yolanda Griffith*,SEA,C-F,30,658,30,658,18.1,.539,.462,.000,.883,14.5,17.3,12.2,3.5,2.2,20.2,17.6,105,90,,1.4,1.7,3.2,.192
Sandrine Gruda,CON,F-C,31,476,31,476,16.2,.475,.455,.000,.320,10.5,13.0,11.0,2.1,4.2,16.8,22.7,92,94,,0.2,0.9,1.1,.094
Becky Hammon*,SAS,G,33,1101,33,1101,20.7,.566,.478,.502,.397,1.5,4.9,29.1,2.1,0.5,16.8,26.4,106,97,,3.4,1.6,5.0,.183
Lindsey Harding,MIN,G,24,591,24,591,9.1,.451,.374,.180,.518,1.7,5.5,20.4,2.3,0.5,24.4,16.7,85,102,,-0.4,0.4,-0.1,-0.005
Laura Harper,SAC,F-C,34,560,34,560,13.4,.521,.474,.000,.763,14.3,15.2,4.0,1.4,3.1,21.0,17.9,97,99,,0.5,0.7,1.2,.085
Vanessa Hayden,MIN,C,30,304,30,304,18.4,.475,.445,.000,.301,15.7,20.2,7.8,2.3,3.7,13.6,27.5,96,95,,0.3,0.5,0.9,.115
Kristin Haynie,ATL,G,33,486,33,486,9.9,.431,.368,.337,.337,3.5,6.7,28.4,3.1,0.6,30.1,13.8,85,106,,-0.3,0.1,-0.3,-0.022
Doneeka Lewis,IND,G,8,56,8,56,6.5,.400,.400,.350,.000,4.2,6.5,7.1,2.8,1.4,23.1,21.1,70,96,,-0.2,0.1,-0.1,-0.067
Roneeka Hodges,HOU,G,15,274,15,274,16.4,.562,.557,.722,.021,2.3,6.5,12.7,1.0,0.9,7.6,17.1,117,104,,0.9,0.1,1.0,.146
Ebony Hoffman,IND,F,33,1013,33,1013,16.4,.533,.508,.188,.135,10.9,15.4,12.3,2.5,2.1,19.7,18.0,100,92,,1.4,2.3,3.6,.144
Sequoia Holmes,HOU,G,17,203,17,203,6.6,.363,.290,.274,.355,7.3,10.5,9.2,2.1,0.4,16.3,18.7,80,100,,-0.3,0.2,-0.1,-0.024
Amber Holt,CON,F,34,714,34,714,13.2,.507,.470,.382,.226,5.9,8.3,15.4,1.1,0.5,12.4,15.5,108,100,,1.5,0.7,2.3,.127
Alexis Hornbuckle,DET,G,34,747,34,747,14.3,.444,.399,.253,.371,8.4,10.9,15.2,5.6,1.2,19.1,15.1,95,90,,0.4,2.0,2.4,.129
Charde Houston,MIN,F,33,581,33,581,18.5,.537,.492,.000,.343,5.3,12.3,9.3,2.6,1.8,16.8,24.6,97,98,,0.8,0.8,1.5,.105
Sandora Irvin,SAS,F,21,116,21,116,8.3,.396,.339,.143,.393,11.1,18.5,3.0,1.4,3.3,17.6,16.2,81,89,,-0.1,0.3,0.2,.057
Lauren Jackson*,SEA,F-C,21,694,21,694,26.7,.564,.494,.288,.321,6.9,12.8,8.4,2.4,4.0,9.6,27.6,113,92,,3.2,1.6,4.8,.274
Tiffany Jackson-Jones,NYL,F,25,496,25,496,19.2,.550,.516,.000,.465,11.4,17.5,10.5,2.6,1.3,20.2,22.0,99,94,,0.7,0.9,1.7,.135
Cathy Joens,CHI,G-F,26,272,26,272,10.1,.524,.505,.714,.088,2.2,7.8,9.7,1.0,0.6,19.6,20.0,91,102,,0.0,0.2,0.2,.030
Shannon Johnson,HOU,G,33,1014,33,1014,13.4,.511,.453,.460,.393,3.8,6.4,28.2,2.7,0.8,24.2,14.2,102,100,,1.4,0.9,2.3,.091
Temeka Johnson,LAS,G,23,393,23,393,10.9,.411,.347,.099,.356,3.7,6.4,30.5,3.2,0.4,24.1,17.3,87,95,,-0.2,0.7,0.5,.052
Vickie Johnson,SAS,G-F,32,892,32,892,13.9,.498,.467,.197,.182,5.6,11.3,23.0,1.5,0.4,18.6,13.9,102,95,,1.2,1.6,2.8,.125
Asjha Jones,CON,F,33,963,33,963,23.1,.537,.489,.050,.302,8.6,11.7,17.8,1.1,2.1,12.4,27.4,107,97,,3.4,1.3,4.8,.199
Crystal Kelly,SAC,F,33,551,33,551,18.6,.609,.449,.007,1.014,10.0,12.3,5.1,1.7,0.8,17.0,19.1,117,100,,2.2,0.5,2.7,.198
Laurie Koehn,WAS,G,30,144,30,144,13.4,.574,.582,.902,.033,3.3,4.7,4.3,0.0,0.0,13.9,22.3,103,108,,0.3,0.0,0.2,.066
Cathrine Kraayeveld,NYL,F,34,961,34,961,14.2,.509,.487,.554,.171,6.2,13.2,9.4,1.6,2.2,14.6,18.0,100,97,,1.2,1.4,2.6,.106
Jennifer Lacy,ATL,F,33,605,33,605,8.2,.441,.400,.111,.289,6.6,8.6,8.4,1.5,0.8,14.7,17.9,89,108,,-0.1,-0.2,-0.3,-0.023
Crystal Langhorne,WAS,F-C,34,529,34,529,15.7,.624,.624,.000,.468,11.9,15.8,5.5,1.5,1.0,21.5,14.1,107,100,,1.0,0.5,1.5,.117
Erlana Larkins,NYL,F,27,335,27,335,14.4,.544,.511,.000,.596,13.6,13.2,10.4,1.6,1.7,22.8,21.1,97,100,,0.4,0.3,0.7,.086
Ivory Latta,ATL,G,34,960,34,960,14.9,.498,.442,.466,.309,1.5,4.4,24.3,2.4,0.1,13.5,20.2,103,108,,1.8,-0.3,1.5,.063
Edwige Lawson-Wade,SAS,G,30,280,30,280,13.4,.596,.588,.588,.113,4.1,6.6,17.6,2.3,0.0,22.9,18.3,98,96,,0.3,0.4,0.7,.104
Kara Lawson,SAC,G,32,829,32,829,17.6,.531,.493,.405,.169,2.3,6.2,16.8,1.8,0.2,11.5,22.0,109,102,,2.5,0.6,3.1,.149
Betty Lennox,ATL,G,34,1010,34,1010,18.6,.532,.478,.353,.277,4.0,8.3,17.8,2.2,0.2,16.9,28.7,98,107,,1.7,-0.1,1.6,.064
Lisa Leslie*,LAS,C,33,1059,33,1059,20.8,.514,.468,.042,.436,9.6,16.1,15.0,2.4,7.3,19.7,25.1,95,87,,1.0,3.2,4.2,.157
Nancy Lieberman*,DET,G,1,9,1,9,-8.0,.000,.000,.000,.000,0.0,0.0,31.4,0.0,0.0,66.7,14.7,30,107,,-0.1,0.0,-0.1,-0.344
Sancho Lyttle,HOU,F,27,489,27,489,26.4,.615,.582,.000,.323,12.4,20.7,10.3,4.0,4.6,15.5,19.3,115,88,,1.8,1.4,3.2,.262
Mwadi Mabika,HOU,G,20,327,20,327,7.7,.425,.389,.626,.212,3.8,6.9,9.0,1.6,0.0,10.0,16.3,95,103,,0.2,0.2,0.3,.042
Hamchetou Maiga-Ba,HOU,F,26,590,26,590,12.6,.520,.494,.011,.220,6.3,8.7,12.4,2.9,1.2,22.4,18.8,92,99,,0.1,0.7,0.8,.052
Raffaella Masciadri,LAS,F,29,412,29,412,8.0,.438,.407,.504,.148,4.4,5.6,6.8,1.0,0.2,10.0,17.1,94,101,,0.2,0.4,0.6,.054
Katie Mattera,ATL,C,33,462,33,462,16.1,.602,.535,.000,.611,10.6,16.4,4.4,0.3,4.6,24.1,22.4,98,105,,0.7,0.1,0.8,.067
Kelly Mazzante,PHO,G,34,641,34,641,10.8,.474,.468,.824,.029,2.6,5.6,8.8,1.8,0.2,8.0,14.5,104,110,,0.9,-0.4,0.6,.036
Janel McCarville,NYL,F-C,31,816,31,816,24.6,.583,.535,.025,.366,7.6,12.5,17.8,2.9,2.6,15.5,24.3,110,95,,3.0,1.4,4.4,.216
Chasity Melvin,CHI,C-F,34,759,34,759,16.7,.498,.446,.014,.597,13.4,13.7,12.6,2.2,1.1,14.7,19.9,103,99,,1.5,0.9,2.4,.126
Coco Miller,WAS,G,34,710,34,710,7.0,.399,.389,.244,.074,7.7,7.3,12.3,1.9,0.6,20.6,17.7,80,103,,-1.0,0.3,-0.7,-0.040
Kelly Miller,PHO,G,34,945,34,945,12.2,.492,.447,.198,.221,5.9,8.5,21.3,1.1,0.3,22.6,16.2,98,110,,1.0,-0.6,0.4,.019
DeLisha Milton-Jones,LAS,F,31,1016,31,1016,16.0,.560,.522,.235,.270,7.6,11.2,13.8,1.7,1.4,20.5,21.0,100,95,,1.6,1.8,3.4,.134
Leilani Mitchell,NYL,G,34,518,34,518,14.0,.530,.462,.448,.400,3.2,6.7,32.0,1.8,0.5,24.0,14.4,107,101,,1.1,0.4,1.5,.116
Jessica Moore,LAS,F-C,28,309,28,309,3.2,.390,.326,.000,.372,6.7,8.5,8.6,0.7,1.3,25.4,9.6,81,99,,-0.2,0.3,0.1,.016
Loree Moore,NYL,G,29,809,29,809,10.4,.449,.416,.516,.149,4.4,8.4,27.5,2.9,0.4,31.0,14.1,89,98,,-0.2,1.0,0.8,.041
Navonda Moore,MIN,G,16,125,16,125,10.8,.408,.351,.191,.574,6.4,7.0,6.7,1.6,1.9,4.8,21.7,94,104,,0.1,0.1,0.1,.039
Bernice Mosby,WAS,F,24,183,24,183,9.9,.426,.392,.000,.235,11.0,17.8,2.0,0.6,3.3,17.6,16.7,85,99,,-0.1,0.2,0.1,.015
Chelsea Newton,SAC,G,26,393,26,393,11.8,.498,.411,.074,.537,3.9,5.5,12.9,4.0,0.2,17.6,15.9,99,97,,0.4,0.5,1.0,.099
Bernadette Ngoyisa,IND,C,31,226,31,226,10.2,.538,.476,.000,.508,10.4,14.2,6.2,1.4,2.5,28.7,21.8,86,95,,-0.2,0.4,0.2,.041
Chioma Nnamaka,ATL,G,12,84,12,84,3.0,.293,.269,.423,.115,8.1,8.3,4.1,3.0,0.0,12.8,16.1,68,106,,-0.2,0.0,-0.2,-0.110
Deanna Nolan,DET,G-F,34,1144,34,1144,20.0,.541,.511,.247,.157,2.7,6.9,25.2,1.9,0.8,12.8,22.0,111,99,,4.0,1.4,5.3,.186
Yuko Oga,PHO,G,23,180,23,180,6.4,.434,.351,.175,.298,3.1,5.1,11.6,1.9,0.0,25.4,19.8,78,110,,-0.3,-0.1,-0.5,-0.102
Nicole Ohlde,MIN,F-C,34,559,34,559,13.4,.520,.453,.000,.404,8.9,11.7,13.7,0.9,3.1,20.9,18.7,98,102,,0.6,0.4,1.0,.072
Kristen O'Neill,SEA,G-F,11,31,11,31,-6.7,.000,.000,.500,.000,0.0,5.8,4.9,0.0,0.0,20.0,7.4,12,102,,-0.1,0.0,-0.1,-0.138
Danielle Page,CON,F,3,12,3,12,15.4,.600,.600,.000,.000,18.9,28.1,0.0,0.0,0.0,28.6,25.8,86,92,,0.0,0.0,0.0,.053
Murriel Page,LAS,F,27,243,27,243,4.8,.387,.347,.163,.245,6.5,8.4,9.4,1.1,0.3,16.9,11.9,86,99,,-0.1,0.3,0.2,.031
Candace Parker,LAS,F-C,33,1109,33,1109,27.4,.582,.535,.059,.423,9.2,16.4,21.5,2.0,5.4,15.1,24.6,113,89,,4.7,3.0,7.7,.278
Florina Pascalau,SEA,C,3,9,3,9,-8.7,.000,.000,.000,.000,13.7,6.7,0.0,0.0,0.0,50.0,10.2,27,106,,-0.1,0.0,-0.1,-0.226
Ticha Penicheiro,SAC,G,33,856,33,856,17.3,.504,.392,.126,.613,2.6,7.2,36.4,4.1,0.4,23.6,18.9,101,96,,1.4,1.4,2.8,.132
Jia Perkins,CHI,G,34,1083,34,1083,23.0,.537,.486,.254,.245,5.0,7.7,19.0,3.1,0.7,10.2,25.6,110,99,,4.1,1.3,5.3,.197
Erin Perperoglou,SAS,F,34,907,34,907,12.0,.569,.506,.365,.466,4.7,7.3,11.1,2.1,1.8,19.2,13.8,104,95,,1.3,1.6,2.9,.126
Erin Phillips,CON,G,8,86,8,86,21.5,.624,.571,.429,.393,11.8,11.1,6.3,2.4,0.9,15.4,20.0,117,97,,0.4,0.1,0.5,.222
Plenette Pierson,DET,F,28,649,28,649,22.2,.521,.457,.007,.438,11.6,12.4,18.7,1.9,4.7,13.1,24.9,109,95,,2.4,1.1,3.5,.213
Cappie Pondexter,PHO,G,32,1002,32,1002,22.7,.518,.449,.231,.354,2.9,6.4,24.5,1.8,0.4,12.4,30.8,106,109,,3.8,-0.4,3.3,.133
Elaine Powell,DET,G,16,313,16,313,10.8,.534,.500,.041,.245,6.8,9.4,17.7,1.0,0.3,24.9,10.2,105,101,,0.4,0.3,0.7,.089
Nicole Powell,SAC,F,34,944,34,944,16.5,.493,.458,.435,.172,5.1,9.9,10.2,2.2,0.5,11.7,24.7,101,99,,1.8,1.1,2.9,.124
Armintie Herrington,CHI,G,34,763,34,763,13.6,.472,.438,.005,.651,9.1,10.0,14.2,2.6,1.3,16.6,17.9,96,99,,0.6,0.8,1.4,.073
LaToya Sanders,PHO,F-C,29,377,29,377,16.7,.540,.448,.000,.531,15.3,14.6,3.6,1.3,9.0,18.6,15.9,108,104,,0.9,0.1,1.0,.109
Brooke Queenan,CHI,F,8,36,8,36,-11.2,.125,.125,.250,.000,3.3,6.7,8.9,0.0,0.0,38.5,16.7,28,106,,-0.3,0.0,-0.3,-0.327
Allie Quigley,PHO,G,14,100,14,100,7.1,.364,.359,.282,.051,6.6,5.9,6.1,2.9,0.8,13.1,18.9,79,108,,-0.2,0.0,-0.2,-0.079
Noelle Quinn,MIN,G,32,533,32,533,10.3,.461,.441,.271,.153,2.6,7.6,24.1,2.0,0.3,26.8,14.1,88,102,,-0.2,0.3,0.2,.011
Kristen Rasmussen,MIN,F,31,393,31,393,10.5,.481,.431,.319,.319,9.2,12.7,10.6,1.6,1.2,18.8,11.3,102,101,,0.4,0.3,0.7,.075
Ruth Riley,SAS,C,30,580,30,580,8.7,.496,.466,.193,.145,3.1,11.1,9.7,1.3,5.4,25.2,16.7,81,91,,-0.7,1.4,0.6,.043
Ashley Robinson,SEA,C,33,329,33,329,3.3,.306,.302,.000,.233,10.9,13.2,5.9,2.0,5.1,37.1,10.5,62,93,,-0.9,0.7,-0.2,-0.020
Adrianne Ross,SAS,G,4,7,4,7,0.5,.347,.000,.000,1.000,0.0,8.5,0.0,0.0,0.0,0.0,19.4,83,98,,0.0,0.0,0.0,.016
Leah Rush,CHI,F,2,12,2,12,-11.5,.399,.000,.500,2.000,0.0,0.0,0.0,0.0,0.0,34.7,22.2,58,109,,-0.1,0.0,-0.1,-0.244
Sheri Sam,DET,G-F,32,478,32,478,8.1,.379,.336,.191,.236,7.2,11.2,12.5,2.1,0.6,20.3,14.1,84,97,,-0.4,0.7,0.3,.028
Nakia Sanford,WAS,C-F,34,795,34,795,8.3,.452,.452,.000,.618,11.5,14.9,9.4,1.4,1.2,24.7,18.9,81,100,,-1.1,0.7,-0.4,-0.019
Olayinka Sanni,DET,F-C,31,325,31,325,8.4,.539,.500,.012,.451,9.4,11.6,3.2,1.8,1.9,28.9,18.8,85,97,,-0.3,0.5,0.2,.024
Kelly Santos,SEA,F,22,134,22,134,10.1,.460,.390,.000,.561,9.2,12.6,6.9,1.6,1.2,16.4,21.0,91,96,,0.0,0.2,0.2,.072
Kelly Schumacher,DET,C,7,89,7,89,4.9,.415,.375,.125,.125,5.3,13.2,8.8,1.2,3.0,32.2,12.3,73,95,,-0.2,0.2,0.0,-0.002
Olympia Scott,PHO,C,6,69,6,69,3.0,.364,.364,.000,.000,3.2,14.9,6.5,0.7,6.7,21.4,16.7,69,101,,-0.2,0.1,-0.1,-0.078
K.B. Sharp,CHI,G,34,598,34,598,8.1,.525,.494,.311,.322,1.4,4.5,14.0,1.2,0.0,22.0,10.2,97,104,,0.3,0.2,0.5,.033
Brooke Smith,PHO,F-C,10,134,10,134,12.7,.608,.571,.000,.464,8.3,14.5,10.1,0.7,1.7,21.1,13.1,112,106,,0.3,0.0,0.3,.097
Katie Smith*,DET,G,34,1152,34,1152,16.1,.538,.476,.515,.302,1.0,4.8,20.8,1.5,0.2,14.7,20.8,109,101,,3.4,1.0,4.3,.151
Kim Smith,SAC,F,21,143,21,143,2.1,.316,.266,.255,.255,4.1,6.1,6.2,2.5,1.2,14.7,18.8,69,100,,-0.4,0.1,-0.3,-0.075
Tangela Smith,PHO,C,25,722,25,722,14.8,.485,.447,.173,.169,7.7,13.2,6.2,1.9,3.1,12.5,18.6,100,104,,1.0,0.3,1.3,.070
Wanisha Smith,DET,G,1,0,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,
Michelle Snow,HOU,C,34,856,34,856,17.9,.581,.534,.008,.502,10.7,16.4,9.4,1.1,3.0,17.6,18.2,109,98,,2.2,1.1,3.4,.157
Sidney Spencer,LAS,G,33,451,33,451,13.7,.534,.506,.523,.116,7.5,8.0,7.4,1.6,0.7,12.4,18.2,107,98,,1.0,0.6,1.5,.136
Ann Strother,ATL,G-F,21,160,21,160,9.5,.496,.456,.559,.353,3.5,4.7,7.5,1.6,1.5,7.1,11.4,109,110,,0.3,-0.1,0.2,.042
Tammy Sutton-Brown,IND,C,33,956,33,956,16.6,.546,.495,.003,.529,7.7,13.2,3.7,1.1,4.8,16.2,20.3,101,94,,1.5,1.9,3.4,.142
Ketia Swanier,CON,G,25,231,25,231,7.4,.399,.351,.638,.213,2.5,7.1,17.4,3.2,0.3,28.0,13.7,78,95,,-0.3,0.4,0.1,.013
Sheryl Swoopes*,SEA,F-G,29,706,29,706,15.4,.470,.427,.328,.307,4.6,10.8,15.3,3.3,1.1,12.5,16.2,101,92,,0.9,1.5,2.5,.139
Diana Taurasi,PHO,G,34,1083,34,1083,29.7,.596,.522,.427,.427,2.7,8.6,20.5,2.1,3.3,10.8,29.3,120,105,,7.2,0.2,7.4,.273
