Player,Team,Pos,G,GS,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Alana Beard,LAS,G-F,34,34,30.8,2.8,5.7,0.497,0.2,0.6,0.316,2.6,5.1,0.517,1.1,1.4,0.804,0.6,3.3,2.2,2.1,0.5,1.3,2.7,6.9
Alex Bentley,CON,G,31,9,23.7,3.2,8.5,0.38,0.7,2.5,0.278,2.5,5.9,0.424,1.2,1.5,0.809,0.1,1.5,2.9,0.8,0.1,0.9,2.2,8.4
Sue Bird,SEA,G,30,30,30.0,3.9,9.1,0.427,2.0,5.0,0.393,1.9,4.1,0.468,0.8,1.0,0.774,0.2,2.0,6.6,1.2,0.1,2.1,1.3,10.6
Brittany Boyd,NYL,G,2,2,16.0,4.5,7.5,0.6,0.0,0.5,0.0,4.5,7.0,0.643,4.0,5.5,0.727,1.5,4.0,2.5,1.5,0.0,1.0,2.5,13.0
Jessica Breland,CHI,F,34,33,24.5,4.1,8.6,0.476,0.2,0.6,0.381,3.9,8.0,0.483,1.1,1.4,0.787,1.6,6.3,1.6,0.6,1.7,1.8,2.1,9.5
Rebekkah Brunson,MIN,F,30,30,26.9,3.6,8.1,0.449,0.8,2.2,0.348,2.9,5.9,0.486,2.1,3.0,0.711,1.7,6.7,1.5,1.1,0.4,1.6,2.3,10.2
Adut Bulgak,CHI,C,5,0,12.2,1.8,4.4,0.409,0.2,0.6,0.333,1.6,3.8,0.421,0.6,1.0,0.6,0.8,4.0,0.0,1.0,0.4,0.6,2.2,4.4
Emma Cannon,PHO,F,34,0,12.9,1.6,3.4,0.491,0.0,0.1,0.0,1.6,3.3,0.5,1.1,1.9,0.587,1.3,3.6,0.3,0.1,0.1,0.9,2.1,4.4
Essence Carson,LAS,G,24,14,19.3,1.8,4.3,0.404,0.4,1.5,0.25,1.4,2.8,0.485,0.9,1.0,0.875,0.5,1.7,1.2,0.6,0.3,0.8,1.2,4.8
Tina Charles,NYL,C,34,34,32.2,7.7,17.4,0.442,0.7,2.0,0.348,7.0,15.4,0.454,3.6,4.5,0.804,2.0,9.4,2.6,0.8,0.7,2.4,2.2,19.7
Saniya Chong,DAL,G,33,0,11.0,0.8,2.4,0.359,0.3,1.2,0.237,0.6,1.2,0.475,0.8,0.9,0.862,0.3,0.9,1.0,0.7,0.1,0.8,0.6,2.7
Karima Christmas-Kelly,DAL,F-G,34,34,29.7,2.9,7.7,0.38,0.8,2.6,0.292,2.2,5.1,0.425,3.7,4.4,0.851,1.7,4.2,2.2,1.2,0.2,1.6,2.9,10.4
Layshia Clarendon,ATL,G,34,33,29.8,4.0,10.6,0.378,0.3,1.8,0.18,3.7,8.9,0.419,2.4,2.7,0.879,0.9,3.8,6.6,0.9,0.1,2.6,2.9,10.7
Alysha Clark,SEA,F,33,33,28.3,3.2,6.1,0.525,0.7,2.0,0.328,2.5,4.1,0.622,1.2,1.5,0.745,1.0,4.2,1.6,0.7,0.1,1.0,2.4,8.2
Natasha Cloud,WAS,G,24,0,18.7,1.5,4.9,0.314,0.5,2.1,0.235,1.0,2.8,0.373,0.8,1.1,0.741,0.3,2.5,2.9,0.7,0.1,1.0,1.6,4.4
Nia Coffey,SAS,F,27,1,7.8,0.6,2.2,0.271,0.0,0.1,0.0,0.6,2.0,0.291,0.6,0.8,0.727,0.6,1.9,0.2,0.2,0.2,0.6,1.3,1.8
Marissa Coleman,IND,G-F,34,23,18.7,1.6,4.9,0.327,0.8,2.6,0.322,0.8,2.4,0.333,0.9,1.1,0.833,0.2,2.0,1.0,0.3,0.1,1.1,1.2,4.9
Nadia Colhado,IND,C,5,0,2.6,0.2,0.2,1.0,0.0,0.0,,0.2,0.2,1.0,0.0,0.0,,0.2,0.4,0.0,0.0,0.2,0.2,1.0,0.4
Sydney Colson,SAS,G,28,4,11.6,1.0,3.1,0.33,0.1,0.4,0.2,1.0,2.8,0.346,0.8,1.1,0.688,0.1,0.5,2.0,0.5,0.1,1.0,1.3,2.9
Kahleah Copper,CHI,G-F,34,10,14.3,2.6,5.5,0.465,0.3,1.0,0.294,2.3,4.5,0.503,1.3,1.6,0.83,0.3,1.9,0.4,0.3,0.1,0.8,1.6,6.7
Damiris Dantas,ATL,F,34,2,18.1,3.0,7.6,0.392,0.8,2.9,0.265,2.2,4.8,0.469,1.0,1.3,0.767,1.0,3.6,0.7,0.5,0.6,0.8,2.3,7.7
Kaela Davis,DAL,F,33,0,15.5,2.1,5.3,0.389,0.5,1.1,0.429,1.6,4.2,0.379,1.5,2.0,0.754,0.3,1.4,1.0,0.5,0.1,1.5,1.7,6.1
Elena Delle Donne,WAS,F-G,25,25,30.3,6.4,12.9,0.494,1.3,3.4,0.388,5.0,9.5,0.532,5.7,6.0,0.953,1.6,6.8,1.6,0.8,1.4,1.5,2.0,19.7
Erika de Souza,SAS,F-C,27,21,12.5,1.7,3.5,0.479,0.0,0.0,,1.7,3.5,0.479,0.2,0.2,1.0,1.0,2.6,0.7,0.3,0.4,0.9,1.3,3.6
Maimouna Diarra,LAS,C,10,0,2.0,0.1,0.5,0.2,0.0,0.0,,0.1,0.5,0.2,0.1,0.2,0.5,0.4,1.1,0.1,0.2,0.0,0.3,0.5,0.3
Skylar Diggins-Smith,DAL,G,34,34,34.2,5.6,13.4,0.422,1.4,4.1,0.35,4.2,9.3,0.454,5.7,6.4,0.894,0.7,3.5,5.8,1.3,0.8,2.8,2.4,18.5
Stefanie Dolson,CHI,C,33,33,29.3,5.9,10.5,0.561,0.9,2.2,0.437,4.9,8.3,0.593,1.8,2.1,0.87,1.3,5.8,2.6,0.5,1.3,2.5,3.6,14.5
Candice Dupree,IND,F,33,33,31.8,6.5,13.1,0.494,0.0,0.1,0.0,6.5,13.1,0.497,2.0,2.3,0.882,1.1,5.8,1.6,0.9,0.5,1.4,1.9,15.0
Makayla Epps,CHI,G,17,0,3.8,0.2,1.1,0.167,0.0,0.3,0.0,0.2,0.8,0.231,0.3,0.5,0.556,0.1,0.2,0.4,0.1,0.0,0.3,0.4,0.6
Temi Fagbenle,MIN,C,21,0,4.2,0.4,0.9,0.5,0.0,0.0,,0.4,0.9,0.5,0.3,0.4,0.778,0.2,1.0,0.0,0.1,0.2,0.4,0.6,1.2
Feyonda Fitzgerald,CON,G,2,0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,0.5,0.0,0.0,0.5,0.0,0.0
Sylvia Fowles,MIN,C,34,34,30.8,7.5,11.4,0.655,0.0,0.0,,7.5,11.4,0.655,4.0,5.2,0.768,3.6,10.4,1.5,1.3,2.0,2.4,2.7,18.9
Cayla George,PHO,C-F,32,0,11.9,1.3,3.4,0.376,0.4,1.4,0.283,0.9,2.0,0.444,0.3,0.4,0.643,0.3,2.7,0.5,0.3,0.4,0.5,1.9,3.3
Bashaara Graves,CHI,F,10,0,9.2,1.1,2.2,0.5,0.0,0.0,,1.1,2.2,0.5,0.4,0.7,0.571,0.6,2.3,0.5,0.2,0.1,0.6,0.8,2.6
Allisha Gray,DAL,G,34,34,27.2,4.4,11.6,0.381,1.0,3.4,0.299,3.4,8.1,0.415,3.1,3.9,0.803,1.6,3.9,1.3,1.5,0.6,1.2,2.1,13.0
Chelsea Gray,LAS,G,34,34,33.1,5.4,10.7,0.507,1.6,3.2,0.482,3.9,7.4,0.518,2.4,2.9,0.827,0.6,3.3,4.4,1.1,0.2,1.9,2.2,14.8
Brittney Griner,PHO,C,26,26,31.5,8.0,13.8,0.577,0.0,0.0,,8.0,13.8,0.577,6.0,7.3,0.812,1.7,7.6,1.9,0.7,2.5,2.5,3.4,21.9
Sandrine Gruda,LAS,F-C,7,0,4.0,0.6,1.6,0.364,0.0,0.0,,0.6,1.6,0.364,0.0,0.0,,0.1,0.6,0.0,0.0,0.0,0.7,0.6,1.1
Jazmon Gwathmey,IND,G,28,7,17.1,2.2,6.1,0.36,0.5,2.0,0.236,1.8,4.2,0.419,1.3,1.7,0.75,0.6,2.0,0.8,0.5,0.8,1.3,2.8,6.2
Dearica Hamby,SAS,F,34,3,20.2,2.9,6.4,0.457,0.1,0.2,0.375,2.9,6.2,0.46,1.8,3.0,0.608,1.5,4.2,1.0,0.9,0.3,1.4,2.1,7.8
Keisha Hampton,CHI,F,19,1,7.8,1.3,3.1,0.414,0.8,1.9,0.417,0.5,1.2,0.409,0.3,0.3,1.0,0.3,0.6,0.3,0.3,0.2,0.3,1.2,3.6
Jennifer Hamson,IND,C,12,0,7.2,0.8,1.5,0.556,0.0,0.0,,0.8,1.5,0.556,0.5,0.6,0.857,0.5,2.1,0.2,0.1,0.9,0.4,1.1,2.2
Amber Harris,CHI,F,27,0,5.9,0.7,1.8,0.396,0.0,0.4,0.0,0.7,1.4,0.514,0.2,0.3,0.625,0.4,1.6,0.2,0.1,0.3,0.3,0.5,1.6
Isabelle Harrison,SAS,F,34,33,26.6,4.8,9.6,0.5,0.0,0.1,0.5,4.8,9.5,0.5,1.8,2.8,0.635,2.1,6.4,1.4,0.8,0.7,2.0,3.0,11.4
Bria Hartley,NYL,G,34,24,21.4,2.9,7.0,0.416,1.1,3.2,0.345,1.8,3.8,0.477,0.9,1.1,0.744,0.3,2.1,2.1,0.6,0.1,1.4,1.6,7.8
Tianna Hawkins,WAS,F,33,1,16.6,2.7,5.7,0.471,0.4,1.4,0.261,2.3,4.3,0.539,1.2,1.3,0.953,1.3,4.2,0.3,0.5,0.2,0.8,2.4,6.9
Tiffany Hayes,ATL,G,33,33,30.0,5.0,11.5,0.436,1.5,3.9,0.372,3.6,7.6,0.468,4.8,5.6,0.854,0.9,3.8,2.4,1.2,0.2,1.9,3.1,16.3
Aneika Henry-Morello,ATL,F-C,6,0,5.2,1.0,1.2,0.857,0.0,0.0,,1.0,1.2,0.857,0.0,0.0,,0.2,1.0,0.3,0.3,0.0,0.3,1.2,2.0
Allison Hightower,WAS,G,11,0,13.2,1.9,5.3,0.362,0.3,1.4,0.2,1.6,3.9,0.419,0.6,0.7,0.875,0.4,1.3,1.1,0.7,0.0,0.4,0.7,4.7
Tayler Hill,WAS,G,18,16,25.7,3.8,10.6,0.361,1.5,4.9,0.303,2.3,5.7,0.412,4.2,4.4,0.938,0.3,1.9,2.6,0.9,0.1,1.4,1.7,13.3
Rachel Hollivay,ATL,C,7,1,4.9,0.6,0.9,0.667,0.0,0.0,,0.6,0.9,0.667,0.1,0.3,0.5,0.4,1.3,0.0,0.0,0.3,0.1,1.0,1.3
Bria Holmes,ATL,G,32,13,22.2,2.8,7.5,0.378,0.3,1.7,0.189,2.5,5.9,0.431,1.8,2.8,0.64,1.0,2.9,1.8,0.7,0.2,1.1,1.4,7.8
Sequoia Holmes,SAS,G,27,3,11.3,1.2,3.6,0.344,0.5,1.8,0.292,0.7,1.8,0.396,0.3,0.5,0.615,0.5,0.9,0.9,0.5,0.2,0.4,0.9,3.3
Natasha Howard,MIN,F,34,0,11.7,1.8,3.7,0.484,0.1,0.4,0.214,1.7,3.3,0.518,0.6,0.9,0.733,0.9,2.4,0.7,0.5,0.6,0.8,1.6,4.3
Ify Ibekwe,LAS,F,6,0,3.8,0.2,1.5,0.111,0.0,0.3,0.0,0.2,1.2,0.143,0.7,1.0,0.667,0.3,0.8,0.0,0.2,0.0,0.3,0.8,1.0
Tiffany Jackson-Jones,LAS,F,26,1,5.7,0.5,1.0,0.462,0.0,0.0,0.0,0.5,1.0,0.48,0.2,0.3,0.625,0.3,1.2,0.1,0.1,0.1,0.5,0.8,1.1
Briann January,IND,G,25,24,26.3,3.2,8.2,0.395,0.7,2.3,0.316,2.5,5.9,0.426,2.3,2.8,0.817,0.5,1.5,3.9,0.9,0.2,2.1,2.8,9.5
Moriah Jefferson,SAS,G,21,9,24.5,3.9,7.4,0.523,0.4,1.0,0.45,3.4,6.4,0.533,1.0,1.3,0.741,0.3,1.8,4.4,1.6,0.1,2.0,1.7,9.1
Glory Johnson,DAL,F,33,33,31.0,5.7,12.2,0.464,0.6,2.0,0.313,5.0,10.2,0.494,3.0,3.9,0.766,2.4,9.1,1.6,1.2,0.4,2.2,2.9,14.9
Shenise Johnson,IND,G,14,13,24.9,3.9,9.1,0.433,0.7,2.1,0.333,3.2,6.9,0.464,2.7,2.9,0.95,0.9,3.4,2.5,1.5,0.3,1.3,1.9,11.3
Alexis Jones,MIN,G,29,0,7.3,0.9,2.6,0.342,0.4,1.0,0.379,0.5,1.6,0.319,0.4,0.5,0.857,0.1,0.8,0.8,0.3,0.0,0.7,0.8,2.6
Brionna Jones,CON,F,23,0,6.4,1.0,1.7,0.575,0.0,0.0,,1.0,1.7,0.575,0.9,1.0,0.833,0.7,1.7,0.1,0.4,0.1,0.4,1.2,2.9
Jonquel Jones,CON,C,34,34,28.5,5.3,10.0,0.534,0.7,1.6,0.446,4.6,8.3,0.551,4.0,4.9,0.818,3.6,11.9,1.5,0.9,1.5,1.7,3.4,15.4
Brianna Kiesel,ATL,G,9,0,8.3,0.3,1.7,0.2,0.1,1.0,0.111,0.2,0.7,0.333,0.8,1.1,0.7,0.0,0.4,1.0,0.3,0.1,0.1,1.0,1.6
Lynetta Kizer,CON,F,20,1,11.9,2.4,5.0,0.48,0.0,0.1,0.0,2.4,5.0,0.485,1.2,1.5,0.767,1.1,2.9,0.3,0.6,0.4,0.5,1.9,6.0
Crystal Langhorne,SEA,F-C,34,34,28.4,5.3,8.2,0.647,0.0,0.1,0.5,5.3,8.1,0.649,1.8,2.4,0.735,1.3,6.1,1.5,0.6,0.4,1.7,2.0,12.4
Erlana Larkins,IND,F,34,17,18.8,2.0,3.4,0.581,0.0,0.0,,2.0,3.4,0.581,0.9,1.0,0.912,1.9,4.2,1.1,0.5,0.3,1.2,2.1,4.9
Ivory Latta,WAS,G,34,1,17.0,2.6,7.3,0.349,1.3,3.9,0.328,1.3,3.4,0.374,1.6,1.8,0.871,0.2,0.8,1.7,0.4,0.0,0.9,1.2,8.0
Jantel Lavender,LAS,F,32,0,17.3,3.3,6.7,0.488,0.2,0.5,0.313,3.1,6.2,0.503,0.7,0.8,0.846,1.0,3.0,0.9,0.3,0.2,1.3,1.3,7.3
Breanna Lewis,DAL,C,13,0,4.0,0.2,0.9,0.167,0.0,0.0,,0.2,0.9,0.167,0.2,0.3,0.75,0.2,0.7,0.2,0.0,0.0,0.5,1.2,0.5
Camille Smith,PHO,F,34,34,25.4,2.9,6.9,0.419,0.4,1.7,0.224,2.5,5.2,0.483,1.0,1.6,0.607,1.3,3.8,1.4,0.9,0.4,1.6,2.9,7.1
Jewell Loyd,SEA,G,34,34,31.1,6.1,14.2,0.431,1.6,4.1,0.386,4.5,10.1,0.449,3.9,4.5,0.863,0.9,3.2,3.4,1.3,0.4,2.5,1.8,17.7
Sancho Lyttle,ATL,F,29,28,28.3,2.8,6.4,0.435,0.1,0.3,0.25,2.7,6.1,0.444,0.8,1.0,0.759,1.7,7.1,1.6,1.6,0.6,1.3,2.8,6.4
Kayla McBride,SAS,G,30,29,33.2,4.8,12.6,0.381,1.6,5.3,0.31,3.2,7.3,0.432,4.1,4.5,0.925,0.5,4.1,2.6,1.1,0.2,1.9,1.4,15.4
Erica McCall,IND,F,30,1,10.7,1.4,3.4,0.406,0.0,0.1,0.333,1.3,3.3,0.408,0.5,0.7,0.682,0.7,2.3,0.2,0.1,0.3,0.7,1.2,3.3
Emma Meesseman,WAS,F,23,21,28.4,5.9,12.2,0.482,0.6,1.9,0.318,5.3,10.3,0.513,1.7,2.0,0.87,1.7,5.7,2.8,1.0,1.5,1.7,3.1,14.1
Leilani Mitchell,PHO,G,34,7,21.4,2.4,6.1,0.389,1.1,2.9,0.36,1.3,3.2,0.417,2.2,2.7,0.824,0.4,2.4,3.6,0.9,0.3,1.6,1.4,8.0
Tiffany Mitchell,IND,G,27,9,24.9,3.1,8.8,0.349,0.6,2.6,0.246,2.4,6.3,0.391,3.5,3.8,0.922,0.6,3.2,1.4,1.1,0.2,1.5,2.2,10.3
Alex Montgomery,SAS,G-F,34,31,23.5,2.4,6.4,0.37,0.7,2.2,0.307,1.7,4.2,0.403,0.6,0.7,0.826,1.1,5.7,2.1,0.6,0.3,1.4,2.4,6.0
Lanay Montgomery,SEA,C,7,0,4.0,0.4,1.0,0.429,0.0,0.0,,0.4,1.0,0.429,0.0,0.0,,0.0,0.7,0.0,0.1,0.6,0.3,0.7,0.9
Renee Montgomery,MIN,G,34,12,21.9,2.7,6.4,0.424,1.1,3.2,0.358,1.6,3.2,0.491,1.4,1.7,0.842,0.4,1.6,3.4,0.7,0.1,1.7,1.4,8.0
Maya Moore,MIN,F,34,34,31.3,6.1,13.8,0.442,1.9,4.6,0.411,4.2,9.1,0.458,3.2,3.7,0.858,1.5,5.0,3.5,1.9,0.4,1.8,2.4,17.3
Darxia Morris,ATL,G,5,0,4.2,0.4,1.2,0.333,0.2,0.2,1.0,0.2,1.0,0.2,0.0,0.0,,0.0,0.6,0.2,0.0,0.0,1.2,0.4,1.0
Kaleena Mosqueda-Lewis,SEA,F,18,1,11.1,1.7,3.8,0.456,0.6,1.9,0.294,1.2,1.9,0.618,0.6,0.6,1.0,0.2,1.2,0.5,0.2,0.1,0.8,1.3,4.6
Nneka Ogwumike,LAS,F,34,34,30.9,7.2,12.8,0.561,0.5,1.6,0.34,6.6,11.2,0.592,3.9,4.5,0.87,1.8,7.7,2.1,1.9,0.5,1.5,2.9,18.8
Courtney Paris,DAL,C,20,8,13.7,1.9,3.4,0.559,0.0,0.0,,1.9,3.4,0.559,0.4,0.8,0.5,1.7,3.7,0.7,0.4,0.6,1.0,2.7,4.2
Candace Parker,LAS,F-C,33,33,30.5,6.3,13.2,0.478,1.4,3.8,0.354,4.9,9.3,0.529,2.9,3.8,0.756,1.2,8.4,4.3,1.5,1.7,2.7,2.3,16.9
Cheyenne Parker,CHI,F,23,0,12.4,1.4,3.0,0.464,0.0,0.1,0.0,1.4,2.9,0.485,1.0,1.6,0.639,1.3,3.4,0.6,0.3,0.7,0.9,1.7,3.8
Kayla Pedersen,CON,F,26,0,10.2,0.5,1.3,0.371,0.0,0.0,0.0,0.5,1.3,0.382,0.5,0.7,0.706,0.9,2.3,0.6,0.3,0.1,0.4,1.5,1.5
Jia Perkins,MIN,G,34,2,16.3,1.6,4.4,0.369,0.4,1.1,0.316,1.3,3.3,0.387,0.6,0.7,0.833,0.3,2.0,1.4,1.1,0.0,0.8,1.2,4.2
Alexis Peterson,SEA,G,17,0,7.1,0.8,2.6,0.295,0.2,0.7,0.25,0.6,1.9,0.313,0.4,0.4,1.0,0.2,1.2,0.8,0.3,0.0,0.8,1.1,2.1
Plenette Pierson,MIN,F,34,4,13.7,2.1,4.8,0.427,0.6,1.6,0.339,1.5,3.2,0.472,0.6,0.7,0.792,0.4,2.2,1.4,0.4,0.1,1.0,1.4,5.2
Theresa Plaisance,DAL,F,34,25,20.3,2.9,7.5,0.38,1.2,3.6,0.344,1.6,3.9,0.414,0.7,0.9,0.862,1.3,4.3,0.9,0.7,0.7,0.9,2.8,7.7
Kelsey Plum,SAS,G,31,23,22.9,2.7,7.9,0.346,1.1,3.1,0.365,1.6,4.8,0.333,1.9,2.2,0.87,0.4,1.9,3.4,0.5,0.1,2.5,1.8,8.5
Jeanette Pohlen-Mavunga,IND,G,29,0,12.9,1.1,2.7,0.405,0.5,1.3,0.385,0.6,1.4,0.425,0.7,0.8,0.826,0.1,1.0,0.7,0.2,0.0,0.6,0.8,3.4
Cappie Pondexter,CHI,G,29,15,27.2,3.7,10.0,0.367,0.3,1.2,0.257,3.3,8.8,0.382,2.0,2.5,0.795,0.4,2.9,4.3,0.7,0.2,2.3,2.3,9.6
Aerial Powers,DAL,G,12,1,20.3,3.3,9.8,0.339,1.1,3.5,0.31,2.3,6.3,0.355,3.0,3.7,0.818,1.4,4.2,1.5,0.4,0.5,1.5,1.7,10.8
Alexis Prince,PHO,F,18,0,7.2,0.8,2.3,0.341,0.3,0.9,0.313,0.5,1.4,0.36,0.1,0.1,1.0,0.1,1.0,0.4,0.2,0.2,0.2,0.4,1.9
Epiphanny Prince,NYL,G,28,25,26.8,4.1,10.3,0.401,1.2,3.4,0.344,3.0,6.9,0.43,2.6,2.9,0.878,1.1,3.6,2.9,1.3,0.3,1.3,1.8,12.0
Allie Quigley,CHI,G,31,31,32.3,6.2,12.2,0.505,2.5,5.8,0.43,3.7,6.4,0.573,1.6,1.8,0.893,0.3,3.3,3.6,0.8,0.5,2.4,2.0,16.4
Noelle Quinn,SEA,G,32,4,15.8,0.8,1.9,0.403,0.5,1.2,0.385,0.3,0.7,0.435,0.6,0.7,0.952,0.0,1.6,2.8,0.4,0.2,0.9,1.1,2.7
Nayo Raincock-Ekunwe,NYL,F,32,2,9.2,1.3,2.4,0.526,0.0,0.1,0.0,1.3,2.3,0.554,1.1,1.9,0.59,0.9,1.8,0.3,0.2,0.0,0.5,1.5,3.7
Angel Robinson,PHO,F-C,15,8,15.8,1.7,2.9,0.568,0.1,0.1,1.0,1.6,2.9,0.558,0.5,0.5,1.0,1.1,3.9,0.5,0.1,0.7,1.1,2.4,3.9
Danielle Robinson,PHO,G,32,29,23.5,2.6,6.0,0.432,0.0,0.2,0.0,2.6,5.8,0.449,1.7,2.0,0.846,0.4,2.9,3.4,1.1,0.2,1.9,2.0,6.9
Sugar Rodgers,NYL,G,33,15,25.6,3.6,10.7,0.339,1.9,5.6,0.342,1.7,5.2,0.335,1.3,1.6,0.815,0.7,3.8,2.3,0.9,0.5,1.6,2.3,10.5
Tierra Ruffin-Pratt,WAS,G,34,34,24.3,2.5,7.3,0.337,0.0,0.1,0.0,2.5,7.2,0.343,2.3,3.1,0.738,1.5,5.3,2.3,1.0,0.5,1.5,2.9,7.3
Meighan Simmons,ATL,G,11,0,3.8,0.5,2.2,0.25,0.2,1.3,0.143,0.4,0.9,0.4,0.5,0.6,0.714,0.1,0.5,0.1,0.0,0.1,0.3,0.4,1.7
Odyssey Sims,LAS,G,31,14,24.3,3.6,8.2,0.447,0.4,1.9,0.19,3.3,6.3,0.523,2.0,2.3,0.886,0.5,1.9,3.5,1.5,0.2,1.4,1.9,9.6
Breanna Stewart,SEA,F,33,33,32.9,6.7,14.2,0.475,1.5,4.0,0.371,5.2,10.2,0.516,4.9,6.3,0.787,1.5,8.7,2.7,1.2,1.6,2.4,3.2,19.9
Kiah Stokes,NYL,C,34,12,19.6,1.8,3.3,0.531,0.0,0.0,0.0,1.8,3.3,0.536,1.3,1.6,0.796,2.3,6.3,0.9,0.4,1.1,1.2,2.8,4.8
Shekinna Stricklen,CON,F,34,29,27.2,2.8,6.8,0.411,2.1,5.1,0.41,0.7,1.7,0.414,0.9,1.1,0.865,0.5,3.1,1.1,1.2,0.1,0.9,1.6,8.6
Carolyn Swords,SEA,C,30,0,8.7,1.0,1.8,0.545,0.0,0.0,,1.0,1.8,0.545,0.6,0.7,0.773,0.4,1.5,0.3,0.2,0.2,0.8,1.8,2.6
Brittney Sykes,ATL,G,34,23,25.4,5.0,12.3,0.408,1.1,3.2,0.336,3.9,9.0,0.433,2.8,3.8,0.729,0.8,4.1,1.9,0.6,0.5,1.7,2.5,13.9
Stephanie Talbot,PHO,F,34,24,17.9,1.5,3.6,0.415,0.5,1.2,0.381,1.0,2.4,0.432,0.9,1.4,0.652,0.9,2.7,1.6,0.7,0.3,0.9,1.9,4.4
Diana Taurasi,PHO,G,31,31,28.5,5.4,13.5,0.4,3.1,8.1,0.384,2.3,5.5,0.424,4.0,4.4,0.912,0.3,3.0,2.7,0.5,0.3,2.0,2.8,17.9
Asia Taylor,WAS,F,24,0,6.7,0.5,1.7,0.325,0.0,0.1,0.0,0.5,1.6,0.342,0.8,1.1,0.731,0.8,1.8,0.4,0.3,0.1,0.5,0.8,1.9
Alyssa Thomas,CON,F,33,33,29.8,5.7,11.2,0.509,0.0,0.1,0.0,5.7,11.1,0.514,3.5,6.1,0.567,1.4,6.8,4.5,1.6,0.4,3.0,3.2,14.8
Jasmine Thomas,CON,G,32,31,28.2,5.3,12.7,0.421,1.7,4.2,0.403,3.7,8.5,0.43,1.8,2.3,0.781,0.4,2.3,4.3,1.6,0.1,2.4,1.6,14.2
Krystal Thomas,WAS,C,34,30,26.1,2.9,5.3,0.544,0.0,0.0,,2.9,5.3,0.544,1.2,2.0,0.603,3.3,9.6,1.0,0.5,1.1,1.4,2.8,7.0
Kayla Thornton,DAL,F,34,1,17.2,2.1,5.2,0.412,0.5,1.8,0.279,1.6,3.4,0.483,2.0,2.5,0.8,1.2,3.3,0.9,0.7,0.2,0.7,2.2,6.8
Ramu Tokashiki,SEA,F,33,1,12.5,1.3,2.9,0.442,0.0,0.1,0.0,1.3,2.8,0.457,0.7,0.8,0.815,0.6,1.6,0.6,0.3,0.3,0.8,2.2,3.2
Kristi Toliver,WAS,G,34,34,29.1,4.1,10.0,0.407,2.2,6.6,0.338,1.8,3.4,0.544,1.5,1.8,0.867,0.3,2.0,3.4,0.7,0.2,1.8,1.9,11.9
Morgan Tuck,CON,F,22,5,16.6,2.0,5.8,0.354,0.5,1.7,0.289,1.5,4.0,0.382,0.8,1.0,0.81,0.5,2.2,0.9,0.4,0.0,1.0,1.6,5.4
Yvonne Turner,PHO,G,34,4,12.8,1.9,4.7,0.41,0.4,1.6,0.241,1.6,3.1,0.495,0.9,1.1,0.763,0.4,1.0,1.1,0.6,0.0,1.1,1.1,5.1
