Player,Team,Pos,G,GS,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Marta Fernandez,LAS,G,34,20,26.2,3.1,8.3,0.379,0.4,1.4,0.245,2.8,6.9,0.408,2.1,2.6,0.798,0.4,2.1,3.0,1.1,0.4,2.6,0.9,8.7
Cheryl Ford,DET,F,15,15,30.7,4.7,9.5,0.497,0.0,0.0,,4.7,9.5,0.497,3.5,5.5,0.639,3.2,11.2,1.5,1.9,0.7,2.8,3.6,13.0
Linda Frohlich,SAC,F-C,10,0,5.1,0.4,1.3,0.308,0.2,0.3,0.667,0.2,1.0,0.2,0.4,0.4,1.0,0.2,0.9,0.2,0.1,0.1,1.2,1.0,1.4
Katie Gearlds,SEA,G-F,33,0,13.2,1.3,3.5,0.386,0.7,1.9,0.344,0.7,1.5,0.44,0.7,0.8,0.88,0.5,1.6,0.7,0.4,0.2,0.6,0.7,4.0
Gillian Goring,WAS,C,21,0,7.4,0.9,2.1,0.422,0.0,0.0,0.0,0.9,2.1,0.432,0.8,1.0,0.762,0.8,2.0,0.1,0.2,0.6,0.2,1.3,2.6
Erin Grant,HOU,G,17,2,12.4,0.5,1.4,0.391,0.0,0.1,0.0,0.5,1.2,0.429,0.4,0.6,0.7,0.4,1.1,2.2,0.4,0.0,0.6,1.2,1.5
Yolanda Griffith*,SAC,C-F,32,32,23.1,3.3,6.7,0.502,0.0,0.0,,3.3,6.7,0.502,2.3,3.6,0.658,2.0,4.6,1.5,1.0,0.4,2.0,3.0,9.0
Kamesha Hairston,CON,F,17,0,8.7,0.6,2.4,0.244,0.2,0.7,0.25,0.4,1.7,0.241,0.5,0.7,0.75,0.8,1.8,0.4,0.4,0.0,0.5,1.5,1.9
Becky Hammon*,SAS,G,28,27,33.4,6.4,14.4,0.445,2.6,6.5,0.404,3.8,7.8,0.479,3.4,3.6,0.931,0.3,2.8,5.0,0.8,0.2,4.1,1.8,18.8
Lindsey Harding,MIN,G,20,20,30.1,4.3,12.2,0.354,0.4,1.8,0.229,3.9,10.4,0.375,2.7,3.9,0.679,0.8,4.4,3.9,1.0,0.3,2.4,2.2,11.7
Kristin Haynie,SAC,G,34,2,16.0,1.4,4.0,0.353,0.6,1.3,0.489,0.8,2.7,0.286,0.2,0.3,0.8,0.2,1.1,2.1,0.5,0.2,2.0,1.3,3.7
Doneeka Lewis,SEA,G,7,0,4.7,0.6,1.9,0.308,0.0,0.4,0.0,0.6,1.4,0.4,0.3,0.3,1.0,0.0,0.3,0.9,0.1,0.0,0.9,0.3,1.4
Roneeka Hodges,HOU,G,29,4,11.4,1.1,3.8,0.279,0.7,2.3,0.299,0.4,1.5,0.25,0.7,0.8,0.909,0.3,1.0,0.9,0.4,0.0,0.7,0.7,3.5
Ebony Hoffman,IND,F,34,10,17.1,1.7,3.8,0.445,0.1,0.1,0.4,1.6,3.6,0.447,0.8,1.0,0.824,1.2,4.0,0.8,0.6,0.5,1.2,2.0,4.2
Chamique Holdsclaw,LAS,F,5,5,30.0,6.2,12.6,0.492,0.4,0.6,0.667,5.8,12.0,0.483,3.0,3.6,0.833,1.8,5.6,3.0,1.2,0.6,5.2,2.8,15.8
Sandora Irvin,SAS,F,23,0,5.6,0.6,1.8,0.31,0.0,0.2,0.0,0.6,1.7,0.342,0.0,0.1,0.5,0.7,1.7,0.3,0.1,0.4,0.5,0.9,1.2
Lauren Jackson*,SEA,F-C,31,31,32.9,8.3,16.0,0.519,1.6,3.9,0.402,6.7,12.1,0.557,5.6,6.4,0.883,2.6,9.7,1.3,1.0,2.0,1.8,3.0,23.8
Tiffany Jackson-Jones,NYL,F,34,0,13.9,1.9,4.5,0.416,0.0,0.0,,1.9,4.5,0.416,1.3,2.3,0.57,0.9,3.1,0.6,0.7,0.4,1.4,1.9,5.1
Amber Jacobs,MIN,G,29,0,11.3,1.2,3.5,0.333,0.6,2.2,0.262,0.6,1.3,0.459,0.3,0.4,0.615,0.1,0.7,1.4,0.3,0.0,1.4,1.1,3.2
Tamara James,WAS,G-F,31,9,12.9,1.7,4.3,0.388,0.6,1.6,0.36,1.1,2.7,0.405,1.5,1.7,0.849,0.5,1.6,1.1,0.8,0.1,0.9,1.4,5.4
Cathy Joens,CHI,G-F,19,0,14.3,1.6,4.2,0.392,1.2,2.4,0.489,0.5,1.8,0.265,0.6,0.7,0.846,0.3,1.7,1.7,0.9,0.1,0.7,0.9,5.0
Shannon Johnson,DET,G,33,8,16.9,1.7,5.0,0.343,0.9,2.1,0.414,0.8,2.9,0.292,1.5,1.8,0.82,0.5,1.8,1.7,0.6,0.1,1.2,2.1,5.8
Temeka Johnson,LAS,G,11,11,18.7,2.6,8.0,0.33,0.1,0.3,0.333,2.5,7.7,0.329,1.0,1.5,0.688,0.4,2.6,2.7,0.7,0.1,2.8,1.5,6.4
Vickie Johnson,SAS,G-F,30,29,28.4,3.2,7.1,0.444,0.7,1.6,0.429,2.5,5.5,0.448,1.1,1.3,0.821,1.7,4.8,3.5,1.1,0.3,1.2,1.5,8.1
Asjha Jones,CON,F,30,30,31.4,6.4,14.3,0.449,0.0,0.4,0.083,6.4,13.9,0.459,2.4,3.1,0.766,2.2,6.1,2.5,0.8,0.8,3.0,3.0,15.3
Laurie Koehn,WAS,G,28,0,3.9,0.5,1.3,0.361,0.4,1.2,0.364,0.0,0.1,0.333,0.1,0.1,1.0,0.0,0.3,0.2,0.0,0.0,0.1,0.3,1.4
Cathrine Kraayeveld,NYL,F,34,34,28.4,3.8,8.8,0.433,1.6,3.8,0.411,2.2,5.0,0.45,1.6,2.1,0.786,1.1,4.5,1.5,0.9,0.6,2.5,2.5,10.8
Jennifer Lacy,PHO,F,20,0,4.7,0.6,1.5,0.414,0.1,0.2,0.333,0.6,1.3,0.423,0.5,0.9,0.556,0.5,1.0,0.1,0.2,0.0,0.5,1.3,1.8
Ivory Latta,DET,G,31,1,7.1,1.1,2.8,0.391,0.7,1.6,0.449,0.4,1.2,0.316,0.1,0.2,0.429,0.1,0.6,0.6,0.3,0.1,0.5,0.8,3.0
Kara Lawson,SAC,G,34,0,22.8,3.8,10.0,0.376,1.3,3.9,0.338,2.4,6.1,0.401,2.2,2.6,0.841,0.7,2.4,2.0,0.9,0.2,1.4,1.4,11.0
Betty Lennox,SEA,G,34,34,27.6,4.6,10.6,0.428,1.0,2.9,0.343,3.6,7.7,0.46,3.2,3.6,0.909,1.4,4.7,2.7,1.1,0.1,2.7,2.2,13.4
Yelena Leuchanka,WAS,C,6,0,4.8,0.2,1.0,0.167,0.0,0.0,,0.2,1.0,0.167,0.3,0.3,1.0,0.3,0.5,0.5,0.3,0.0,0.5,1.2,0.7
Camille Smith,SAS,F,34,7,20.9,1.6,3.9,0.412,0.1,0.3,0.273,1.5,3.5,0.425,0.6,1.2,0.525,1.7,4.5,0.7,0.9,0.3,1.2,2.1,3.9
Stacey Lovelace,WAS,C,9,0,11.7,1.0,2.3,0.429,0.2,0.8,0.286,0.8,1.6,0.5,0.4,0.9,0.5,0.7,1.4,0.2,0.4,0.0,0.8,1.4,2.7
Sancho Lyttle,HOU,F,31,25,16.3,2.5,5.0,0.494,0.0,0.0,,2.5,5.0,0.494,0.9,1.6,0.569,2.1,5.3,1.0,1.2,0.6,1.3,2.0,5.9
Mwadi Mabika,LAS,G,33,23,23.1,2.8,7.8,0.364,1.1,3.5,0.31,1.8,4.3,0.408,1.3,1.7,0.754,0.5,3.8,2.2,0.8,0.1,2.2,2.7,8.1
Megan Mahoney,CON,F,18,0,6.7,0.4,1.6,0.25,0.1,0.3,0.167,0.3,1.2,0.273,0.9,1.2,0.727,0.4,0.8,0.4,0.2,0.1,0.6,1.0,1.7
Hamchetou Maiga-Ba,HOU,F,34,34,29.6,3.6,7.9,0.454,0.0,0.1,0.2,3.6,7.8,0.458,1.9,2.3,0.833,1.1,4.0,2.3,1.7,0.1,2.1,3.3,9.1
Evanthia Maltsi,CON,G-F,26,7,18.5,2.0,5.4,0.379,1.2,3.0,0.416,0.8,2.4,0.333,0.3,0.5,0.75,0.6,2.5,1.5,0.8,0.1,1.0,1.5,5.7
Kristen Mann,MIN,F,34,17,25.9,2.8,7.5,0.375,1.1,3.1,0.349,1.7,4.4,0.393,0.9,1.1,0.784,1.1,3.6,1.3,0.9,0.2,0.8,2.4,7.6
Katie Mattera,DET,C,34,12,13.1,2.0,3.9,0.527,0.0,0.0,,2.0,3.9,0.527,1.1,1.6,0.736,1.6,4.9,0.2,0.2,0.7,1.2,2.3,5.2
Kelly Mazzante,PHO,G,34,3,14.4,1.9,4.9,0.388,1.1,3.4,0.342,0.7,1.5,0.49,0.4,0.4,1.0,0.3,1.6,1.1,0.8,0.1,0.6,0.8,5.4
Janel McCarville,NYL,F-C,32,21,21.2,4.3,7.8,0.546,0.0,0.0,0.0,4.3,7.8,0.548,1.9,2.3,0.833,1.4,4.8,1.1,1.2,0.6,2.5,2.3,10.4
Teana Miller,PHO,C,2,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
Taj McWilliams-Franklin,LAS,F-C,29,27,29.3,4.3,8.8,0.49,0.1,0.4,0.231,4.2,8.3,0.504,2.3,3.0,0.773,2.4,5.9,1.7,1.2,1.0,1.7,2.6,11.1
Coco Miller,WAS,G,30,2,15.2,1.6,3.9,0.405,0.3,0.8,0.4,1.2,3.0,0.407,0.5,0.5,1.0,0.7,1.6,0.8,0.6,0.1,1.0,1.5,4.0
Kelly Miller,PHO,G,34,34,30.6,3.4,7.1,0.479,0.8,2.1,0.386,2.6,5.0,0.518,1.9,2.4,0.78,1.4,4.9,4.6,1.2,0.1,2.5,2.8,9.4
Tausha Mills,DET,C,5,1,10.2,1.2,4.2,0.286,0.0,0.0,,1.2,4.2,0.286,0.6,0.8,0.75,2.0,3.6,0.4,0.0,0.0,1.2,2.2,3.0
DeLisha Milton-Jones,WAS,F,34,34,33.6,4.9,13.9,0.349,0.8,3.5,0.235,4.0,10.4,0.387,2.9,3.4,0.845,1.3,6.4,1.6,1.5,1.1,3.6,3.1,13.4
Liz Moeggenberg,CHI,F,23,0,9.0,0.7,1.8,0.415,0.0,0.3,0.167,0.7,1.5,0.457,0.1,0.2,0.4,1.1,1.3,0.3,0.1,0.1,0.4,0.7,1.6
Adriana Moises,PHO,G,4,0,7.8,0.5,1.3,0.4,0.3,0.3,1.0,0.3,1.0,0.25,0.5,0.5,1.0,0.8,1.8,0.8,0.8,0.0,2.5,0.5,1.8
Jessica Moore,LAS,F-C,28,17,15.7,1.7,4.3,0.4,0.0,0.0,,1.7,4.3,0.4,1.0,1.5,0.643,1.3,3.1,0.6,0.2,0.2,1.2,2.3,4.4
Loree Moore,NYL,G,34,33,34.2,3.5,8.5,0.412,1.6,4.0,0.407,1.9,4.5,0.416,1.0,1.7,0.586,1.2,4.1,4.8,2.2,0.1,2.9,2.7,9.6
Navonda Moore,MIN,G,19,0,4.6,0.4,1.4,0.269,0.1,0.4,0.125,0.3,0.9,0.333,0.3,0.4,0.75,0.2,0.8,0.2,0.2,0.0,0.4,1.1,1.1
Tamara Moore,HOU,G,15,9,19.3,1.4,3.8,0.368,0.3,1.0,0.267,1.1,2.8,0.405,0.8,0.8,1.0,0.5,1.7,2.9,1.1,0.1,2.1,2.5,3.9
Bernice Mosby,WAS,F,28,0,10.0,1.1,2.2,0.484,0.0,0.0,0.0,1.1,2.2,0.492,0.8,1.0,0.821,0.9,2.8,0.4,0.3,0.2,0.7,0.8,3.0
Shay Murphy,MIN,G,32,0,13.6,1.7,4.5,0.372,0.6,2.1,0.273,1.1,2.5,0.456,1.2,1.4,0.848,1.6,3.3,0.5,0.6,0.3,0.6,1.5,5.2
Astou Ndiaye-Diatta,SEA,F,4,0,14.5,1.3,3.5,0.357,0.0,0.3,0.0,1.3,3.3,0.385,0.0,0.0,,1.0,1.8,0.0,0.3,0.3,1.3,1.5,2.5
Chelsea Newton,SAC,G,34,34,20.5,2.2,5.8,0.376,0.3,1.0,0.333,1.9,4.8,0.384,1.8,2.3,0.769,0.8,1.8,1.4,0.9,0.2,1.2,2.8,6.4
Deanna Nolan,DET,G-F,34,34,34.6,6.5,14.1,0.46,1.4,3.4,0.393,5.1,10.7,0.482,1.9,2.3,0.823,1.0,4.4,3.9,1.4,0.4,2.4,2.0,16.3
Nicole Ohlde,MIN,F-C,34,34,27.1,3.8,10.1,0.374,0.0,0.0,,3.8,10.1,0.374,4.0,4.7,0.845,2.0,6.1,1.6,0.5,0.6,2.4,3.7,11.5
Murriel Page,LAS,F,34,8,18.4,2.1,5.0,0.418,0.1,0.3,0.2,2.0,4.7,0.431,0.6,0.7,0.792,1.0,3.3,1.3,0.4,0.3,0.7,2.0,4.8
Wendy Palmer,SEA,F,34,3,13.9,1.6,3.9,0.417,0.1,0.6,0.143,1.5,3.3,0.468,1.3,1.6,0.782,1.3,4.3,0.5,0.4,0.2,1.1,2.2,4.6
Ticha Penicheiro,SAC,G,32,32,23.7,1.8,5.9,0.314,0.1,0.4,0.214,1.8,5.4,0.322,1.9,2.3,0.822,0.6,2.6,4.5,1.5,0.0,1.9,1.8,5.7
Jia Perkins,CHI,G,33,5,23.1,4.6,10.0,0.464,1.2,2.7,0.433,3.5,7.3,0.475,1.2,1.6,0.774,0.9,3.3,2.3,1.5,0.2,1.5,2.0,11.7
Erin Perperoglou,SAS,F,18,11,27.7,3.7,7.9,0.462,0.5,1.9,0.265,3.2,6.1,0.523,3.4,4.2,0.816,1.8,6.1,2.2,1.9,0.7,2.4,3.3,11.3
Tari Phillips,HOU,F-C,6,0,5.8,0.5,1.7,0.3,0.0,0.0,,0.5,1.7,0.3,0.7,0.7,1.0,0.3,0.8,0.2,0.5,0.0,0.8,1.5,1.7
Plenette Pierson,DET,F,34,0,25.2,4.4,9.2,0.478,0.0,0.1,0.0,4.4,9.0,0.485,2.9,3.8,0.754,2.1,5.8,1.7,0.8,0.9,2.3,3.2,11.6
Cappie Pondexter,PHO,G,31,31,31.2,6.2,14.5,0.431,1.2,3.5,0.333,5.1,11.0,0.462,3.5,4.4,0.815,0.5,3.6,4.0,0.9,0.3,2.2,1.9,17.2
Elaine Powell,DET,G,32,12,10.1,0.7,1.7,0.407,0.0,0.0,,0.7,1.7,0.407,0.5,0.7,0.696,0.3,1.1,1.4,0.4,0.1,0.9,1.0,1.9
Nicole Powell,SAC,F,34,34,29.0,4.3,11.5,0.376,1.8,4.8,0.38,2.5,6.7,0.373,2.4,2.4,0.964,1.9,5.6,1.7,1.4,0.4,1.9,1.9,12.8
Armintie Herrington,CHI,G,34,34,26.3,2.8,6.8,0.409,0.0,0.1,0.333,2.8,6.7,0.41,2.3,4.4,0.517,2.4,6.0,2.9,1.2,0.2,1.7,2.0,7.9
Noelle Quinn,MIN,G,34,19,19.7,1.1,3.6,0.298,0.2,1.1,0.184,0.9,2.5,0.349,0.4,0.7,0.625,0.5,2.6,4.4,0.9,0.4,2.0,1.2,2.8
Kristen Rasmussen,CON,F,33,3,15.8,1.2,3.0,0.414,0.5,0.8,0.556,0.8,2.2,0.361,0.5,0.6,0.81,1.1,2.8,0.9,0.3,0.2,1.1,1.6,3.5
Stephanie Raymond,CHI,G,20,0,9.0,1.0,3.1,0.328,0.7,2.2,0.318,0.3,0.9,0.353,0.4,0.7,0.538,0.1,0.7,1.4,0.2,0.0,0.9,0.6,3.1
Kathrin Ress,MIN,F,28,1,12.4,1.1,2.8,0.397,0.1,0.1,0.5,1.0,2.6,0.392,0.8,1.0,0.724,1.4,2.5,0.6,0.3,0.1,1.3,2.5,3.0
Ruth Riley,SAS,C,30,29,25.8,2.4,6.5,0.371,0.2,0.9,0.185,2.2,5.6,0.401,0.9,1.0,0.931,1.1,4.9,1.2,0.9,2.0,2.3,3.8,5.9
Ashley Robinson,SEA,C,33,5,12.4,0.7,1.9,0.349,0.0,0.0,0.0,0.7,1.9,0.355,0.1,0.5,0.267,0.9,3.0,0.4,0.5,0.8,0.8,1.7,1.5
Crystal Robinson,WAS,F,2,2,22.0,0.5,3.0,0.167,0.0,1.0,0.0,0.5,2.0,0.25,0.0,0.0,,0.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0
Nykesha Sales,CON,F-G,26,25,29.3,4.7,12.1,0.392,0.9,2.7,0.324,3.8,9.3,0.412,2.8,3.2,0.878,1.3,4.0,3.2,1.4,0.4,2.2,2.3,13.1
Sheri Sam,IND,G-F,33,4,17.9,1.9,5.6,0.339,0.3,1.0,0.273,1.6,4.6,0.353,0.9,1.3,0.69,1.1,2.9,1.3,0.9,0.2,1.2,1.8,5.0
Amy Sanders,DET,G,6,0,1.5,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.3,0.7,0.5,0.0,0.3,0.0,0.0,0.0,0.3,0.5,0.3
Nakia Sanford,WAS,C-F,34,31,29.2,3.6,6.8,0.53,0.0,0.0,,3.6,6.8,0.53,3.8,5.7,0.665,2.9,7.1,0.7,0.8,0.8,2.6,4.1,11.0
Kelly Schumacher,PHO,C,34,0,16.0,1.7,3.7,0.456,0.1,0.2,0.429,1.6,3.5,0.458,1.0,1.4,0.739,0.9,4.3,0.4,0.5,0.7,1.0,1.9,4.4
Olympia Scott,PHO,C,8,0,4.0,0.1,0.9,0.143,0.0,0.0,,0.1,0.9,0.143,0.8,1.0,0.75,0.3,0.5,0.3,0.4,0.1,0.4,0.8,1.0
K.B. Sharp,IND,G,34,0,13.4,1.2,2.9,0.412,0.2,0.8,0.286,0.9,2.0,0.464,0.6,0.9,0.724,0.3,0.9,1.4,0.4,0.0,0.8,0.5,3.2
Ashley Shields,HOU,G,26,0,11.7,1.5,5.3,0.275,0.3,0.7,0.389,1.2,4.6,0.258,2.1,2.8,0.74,0.5,1.3,0.8,0.4,0.0,1.7,1.0,5.3
Crystal Smith,HOU,G,27,23,25.3,2.3,5.8,0.397,1.0,2.6,0.386,1.3,3.2,0.407,0.7,0.8,0.905,0.4,2.0,2.7,1.3,0.1,2.1,1.9,6.3
Katie Smith*,DET,G,34,34,34.3,3.8,10.4,0.361,1.8,5.8,0.311,2.0,4.7,0.421,3.9,4.6,0.847,0.5,3.8,3.6,1.2,0.1,1.7,2.4,13.2
Kim Smith,SAC,F,3,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.7,0.0,0.0,0.0,0.3,0.3,0.0
Tangela Smith,PHO,C,34,34,31.5,4.9,11.7,0.414,0.6,1.8,0.328,4.3,9.9,0.429,2.3,2.9,0.788,1.6,6.5,1.3,1.2,1.6,1.6,3.0,12.6
Tyresa Smith,DET,F,1,0,7.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,1.0,2.0,0.5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
