Player,Team,Pos,G,GS,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Jasmine Dickey,DAL,G,14,0,6.2,0.9,2.4,0.382,0.0,0.1,0.0,0.9,2.4,0.394,0.2,0.4,0.5,0.5,0.8,0.1,0.3,0.1,0.4,1.1,2.1
Ivana Dojkić,SEA,G,23,15,20.0,2.1,5.2,0.403,1.0,2.4,0.418,1.1,2.8,0.391,1.3,1.9,0.721,0.2,1.7,2.8,0.8,0.2,1.5,1.9,6.5
Stefanie Dolson,NYL,C,23,0,11.9,1.5,3.0,0.515,0.5,1.1,0.462,1.0,1.8,0.548,0.5,0.6,0.786,0.6,2.0,1.2,0.0,0.3,0.9,1.8,4.0
AD Durr,ATL,G,36,0,10.9,1.7,4.5,0.38,0.5,1.6,0.322,1.2,2.9,0.413,0.8,1.1,0.769,0.1,1.1,0.7,0.3,0.1,0.8,0.8,4.8
Emily Engstler,MIN,F,12,0,7.8,0.7,1.8,0.381,0.2,0.6,0.286,0.5,1.2,0.429,0.3,0.7,0.375,0.9,2.4,0.6,0.4,0.1,0.8,0.7,1.8
Dana Evans,CHI,G,39,1,21.5,3.0,8.3,0.36,1.1,3.7,0.294,1.9,4.6,0.413,1.9,2.3,0.854,0.2,1.2,3.0,0.7,0.1,1.6,1.2,9.0
Dulcy Fankam Mendjiadeu,SEA,F-C,34,21,13.8,1.6,3.1,0.523,0.0,0.0,0.0,1.6,3.1,0.528,0.6,1.2,0.55,1.7,4.4,0.4,0.4,0.3,0.9,2.1,3.9
Cayla George,LVA,C-F,32,0,8.5,0.9,3.3,0.288,0.5,2.0,0.234,0.5,1.3,0.375,0.0,0.1,0.0,0.5,1.8,0.4,0.3,0.2,0.8,1.1,2.3
Rebekah Gardner,CHI,G,3,0,19.7,2.0,4.7,0.429,1.0,1.7,0.6,1.0,3.0,0.333,2.0,2.0,1.0,0.3,3.7,2.3,2.0,0.3,1.7,2.7,7.0
Cyesha Goree,WAS,F,10,0,11.6,1.5,3.2,0.469,0.3,1.4,0.214,1.2,1.8,0.667,0.6,0.7,0.857,0.7,1.2,0.1,0.3,0.1,0.4,1.2,3.9
Allisha Gray,ATL,G,38,38,32.7,5.8,12.4,0.465,1.1,3.1,0.356,4.7,9.3,0.501,4.4,5.4,0.824,1.2,4.9,3.1,1.1,0.4,1.9,2.6,17.1
Chelsea Gray,LVA,G,40,40,32.2,5.6,11.5,0.49,1.6,3.8,0.421,4.0,7.7,0.524,2.4,2.7,0.897,0.3,4.0,7.3,1.4,0.6,2.5,1.8,15.3
Brittney Griner,PHO,C,31,31,27.6,7.1,12.6,0.56,0.0,0.3,0.111,7.0,12.3,0.571,3.4,4.4,0.772,1.2,6.3,2.2,0.5,1.6,2.1,2.1,17.5
Arella Guirantes,SEA,G,9,0,5.2,0.4,1.8,0.25,0.1,0.7,0.167,0.3,1.1,0.3,0.3,0.6,0.6,0.1,0.7,0.3,0.1,0.4,0.3,0.3,1.3
Megan Gustafson,PHO,C,34,4,15.1,3.0,5.7,0.526,0.4,1.3,0.349,2.6,4.4,0.576,1.5,1.8,0.806,1.4,3.9,0.7,0.4,0.4,1.1,1.9,7.9
Dearica Hamby,LAS,F,40,19,24.8,3.3,7.7,0.431,0.2,1.0,0.22,3.1,6.6,0.464,2.1,3.2,0.648,1.3,5.9,1.8,0.9,0.3,1.5,2.2,8.9
Linnae Harper,WAS,G,14,0,5.2,0.6,1.9,0.308,0.3,0.8,0.364,0.3,1.1,0.267,0.0,0.0,,0.2,0.6,0.3,0.1,0.0,0.3,0.8,1.4
Tyasha Harris,CON,G,40,0,16.7,2.2,5.2,0.416,1.0,2.1,0.464,1.2,3.1,0.384,0.4,0.6,0.68,0.1,0.9,1.7,0.7,0.1,1.0,1.1,5.8
Bernadett Hatar,CON,C,6,0,7.8,1.0,2.7,0.375,0.0,0.0,,1.0,2.7,0.375,0.0,0.0,,0.5,1.5,0.2,0.7,0.3,0.7,1.5,2.0
Tianna Hawkins,WAS,F,40,21,23.1,3.3,6.6,0.491,0.7,2.2,0.333,2.5,4.5,0.567,1.0,1.3,0.75,1.5,5.0,1.4,0.8,0.4,1.2,2.5,8.2
Tiffany Hayes,CON,G,40,40,27.1,4.2,8.8,0.476,1.2,3.3,0.366,3.0,5.6,0.541,2.5,3.2,0.778,1.0,3.0,2.6,0.9,0.1,1.4,2.9,12.1
Ruthy Hebard,CHI,F,19,0,9.2,1.6,2.8,0.585,0.0,0.0,,1.6,2.8,0.585,0.7,1.1,0.65,0.9,2.4,0.4,0.3,0.4,0.2,1.3,3.9
Natisha Hiedeman,CON,G,40,40,26.7,3.1,7.9,0.392,1.5,4.0,0.366,1.6,3.8,0.418,0.9,1.2,0.739,0.2,2.1,2.7,0.9,0.1,1.4,2.2,8.5
Naz Hillmon,ATL,F,40,3,13.5,1.5,2.9,0.509,0.0,0.0,0.0,1.5,2.9,0.513,1.2,1.4,0.852,1.3,3.4,0.7,0.2,0.1,1.0,1.5,4.1
Khaalia Hillsman,CHI,C,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myisha Hines-Allen,WAS,F,35,18,17.6,2.1,6.1,0.34,0.5,1.9,0.273,1.6,4.3,0.369,0.9,1.3,0.717,1.1,4.4,2.2,0.7,0.2,1.5,2.2,5.6
Jordan Horston,SEA,F,36,17,22.4,2.8,7.6,0.367,0.3,1.1,0.244,2.5,6.5,0.389,1.0,1.4,0.712,1.3,5.1,1.6,1.2,0.6,2.0,2.2,6.9
Natasha Howard,DAL,F,39,39,33.1,6.3,13.8,0.458,1.0,3.3,0.299,5.4,10.6,0.507,2.8,3.5,0.815,2.2,8.0,2.6,1.3,1.2,2.8,3.6,16.5
Rhyne Howard,ATL,G,39,39,32.9,5.8,15.1,0.385,2.5,7.2,0.352,3.3,7.8,0.415,3.3,4.2,0.788,0.7,4.9,3.5,1.3,0.6,1.9,2.8,17.5
Lexie Hull,IND,G,30,25,20.6,1.8,4.8,0.372,0.4,2.0,0.217,1.4,2.8,0.482,0.6,0.7,0.773,1.2,2.7,1.1,1.0,0.3,1.0,2.8,4.6
Sabrina Ionescu,NYL,G,36,36,31.5,5.4,12.8,0.423,3.6,7.9,0.448,1.9,4.9,0.383,2.6,3.0,0.872,0.8,5.6,5.4,1.0,0.3,2.6,1.7,17.0
Moriah Jefferson,PHO,G,39,36,24.9,4.2,9.8,0.433,1.0,2.7,0.355,3.3,7.0,0.464,1.1,1.3,0.82,0.2,2.0,3.6,1.1,0.2,1.6,2.2,10.5
Marine Johannes,NYL,G,35,5,18.9,2.5,6.1,0.414,1.6,4.3,0.368,0.9,1.8,0.524,0.4,0.6,0.75,0.2,1.4,1.7,0.7,0.1,1.3,1.6,7.1
Brionna Jones,CON,F,13,13,31.7,6.2,10.8,0.571,0.2,0.3,0.5,6.0,10.5,0.574,3.5,4.5,0.776,3.2,8.2,2.4,1.8,0.5,2.2,4.1,15.9
Haley Jones,ATL,F-G,40,6,14.6,1.4,4.2,0.337,0.2,0.7,0.214,1.3,3.5,0.362,0.8,1.0,0.756,0.4,2.4,2.3,0.4,0.3,1.4,1.7,3.7
Jonquel Jones,NYL,C,40,40,25.0,4.4,8.4,0.527,0.8,2.3,0.352,3.6,6.1,0.593,1.7,2.0,0.863,2.6,8.4,1.8,0.6,1.3,2.1,2.8,11.3
Dorka Juhász,MIN,F,38,27,24.2,2.5,5.2,0.472,0.3,1.3,0.271,2.1,4.0,0.536,0.7,1.3,0.54,1.7,6.5,2.6,0.9,0.6,1.2,1.8,6.0
Sika Koné,CHI,F,20,0,9.3,1.3,2.4,0.532,0.1,0.3,0.333,1.2,2.1,0.561,1.0,1.3,0.769,1.1,3.0,0.5,0.2,0.1,1.1,1.7,3.6
Awak Kuier,DAL,F,37,4,10.8,1.0,2.5,0.396,0.1,0.6,0.087,0.9,1.8,0.5,0.6,0.7,0.778,0.6,2.5,0.5,0.2,0.6,0.6,0.8,2.6
Betnijah Laney,NYL,G-F,40,40,30.0,5.0,10.0,0.499,1.5,3.8,0.392,3.5,6.2,0.565,1.3,1.7,0.791,0.8,3.3,2.4,0.9,0.1,1.9,2.2,12.8
Jewell Loyd,SEA,G,38,38,35.4,7.5,20.3,0.37,3.0,8.5,0.356,4.5,11.8,0.38,6.7,7.5,0.888,1.1,4.7,3.4,1.0,0.4,2.8,1.7,24.7
Marina Mabrey,CHI,G,39,39,30.0,5.2,12.6,0.411,2.3,5.8,0.39,2.9,6.7,0.43,2.4,2.8,0.836,0.9,3.7,3.6,0.7,0.5,2.2,2.4,15.0
Ezi Magbegor,SEA,F-C,40,40,32.6,5.4,10.6,0.513,0.8,2.0,0.385,4.7,8.6,0.542,2.2,3.1,0.699,1.6,8.1,2.6,1.1,1.9,2.4,3.2,13.8
Kayla McBride,MIN,G,38,38,31.8,4.9,11.6,0.424,2.2,6.4,0.342,2.7,5.2,0.525,2.2,2.6,0.867,0.4,3.2,2.2,1.2,0.2,1.7,1.7,14.3
Teaira McCowan,DAL,C,30,29,26.1,5.0,9.1,0.551,0.0,0.1,0.0,5.0,8.9,0.56,1.9,3.3,0.586,3.5,9.1,1.5,0.5,1.2,1.5,3.3,11.9
Aari McDonald,ATL,G,24,9,23.5,2.8,6.8,0.402,1.0,3.3,0.321,1.7,3.6,0.477,1.3,1.8,0.762,0.3,2.0,3.0,0.6,0.0,1.6,1.6,7.9
Jade Melbourne,SEA,G,29,0,10.6,0.9,2.2,0.391,0.1,0.7,0.15,0.8,1.5,0.5,0.8,1.0,0.793,0.2,1.2,1.2,0.4,0.0,0.9,1.6,2.6
Li Meng,WAS,G,34,1,15.9,1.8,4.8,0.378,1.3,3.6,0.364,0.5,1.3,0.419,0.6,0.8,0.846,0.2,1.1,1.0,0.3,0.0,0.8,1.1,5.6
Abby Meyers,WAS,G,9,0,4.0,0.6,1.4,0.385,0.0,0.4,0.0,0.6,1.0,0.556,0.3,0.3,1.0,0.1,0.4,0.0,0.1,0.2,0.1,0.6,1.4
Taylor Mikesell,ATL,G,6,0,4.8,0.8,1.7,0.5,0.5,1.2,0.429,0.3,0.5,0.667,0.7,0.7,1.0,0.0,0.3,0.3,0.0,0.0,0.2,0.0,2.8
Nikolina Milic,MIN,F,39,3,12.7,2.3,4.9,0.464,0.2,0.6,0.364,2.1,4.4,0.476,1.2,1.4,0.804,0.7,2.4,0.8,0.1,0.1,1.1,1.7,5.9
Diamond Miller,MIN,F,32,32,26.1,4.4,10.8,0.403,1.0,3.2,0.307,3.4,7.7,0.443,2.4,3.0,0.792,0.7,3.5,2.5,0.9,0.3,2.3,2.5,12.1
Kelsey Mitchell,IND,G,40,40,33.7,6.1,13.9,0.441,2.6,6.4,0.398,3.6,7.5,0.478,3.4,4.1,0.824,0.3,1.6,3.1,0.9,0.1,2.3,2.0,18.2
Tiffany Mitchell,MIN,G,33,21,23.1,2.6,6.5,0.404,0.4,1.4,0.289,2.2,5.1,0.435,1.7,2.0,0.833,0.5,2.3,2.3,0.5,0.1,2.1,2.7,7.3
Olivia Nelson-Ododa,CON,C,39,0,15.0,1.7,3.1,0.537,0.0,0.0,,1.7,3.1,0.537,1.2,1.7,0.708,1.3,3.7,0.6,0.5,0.8,0.8,2.2,4.5
Kia Nurse,SEA,G,40,20,19.7,2.0,5.8,0.343,1.3,3.6,0.35,0.8,2.3,0.333,0.6,0.7,0.889,0.3,2.3,1.3,0.6,0.1,0.7,1.9,5.9
Arike Ogunbowale,DAL,G,40,40,37.2,7.5,18.8,0.398,2.9,8.5,0.343,4.6,10.3,0.443,3.4,3.8,0.876,0.5,3.4,4.5,1.7,0.1,2.6,2.7,21.2
Chiney Ogwumike,LAS,F-C,10,4,21.2,3.4,7.9,0.43,0.1,1.3,0.077,3.3,6.6,0.5,1.5,2.1,0.714,1.4,4.3,1.3,1.3,0.3,1.2,3.7,8.4
Nneka Ogwumike,LAS,F,36,36,31.1,7.3,14.3,0.512,0.6,1.7,0.339,6.8,12.6,0.535,3.9,4.5,0.87,1.7,8.8,2.7,1.7,0.7,2.2,2.6,19.1
Michaela Onyenwere,PHO,F,40,27,23.8,3.3,8.1,0.404,0.9,2.8,0.315,2.4,5.3,0.45,1.5,2.0,0.759,1.2,3.7,1.3,0.8,0.5,2.0,2.9,8.9
Candace Parker,LVA,F-C,18,18,23.6,3.3,7.2,0.465,0.9,2.8,0.333,2.4,4.3,0.551,1.4,1.6,0.893,0.9,5.4,3.7,1.5,0.9,1.7,1.9,9.0
Cheyenne Parker,ATL,F,40,38,26.7,5.8,12.0,0.482,0.4,1.4,0.278,5.4,10.7,0.508,3.0,3.7,0.829,2.2,6.7,1.8,1.1,1.5,2.3,2.9,15.0
Robyn Parks,CHI,F,37,2,13.6,1.4,3.8,0.381,0.9,2.4,0.368,0.6,1.4,0.404,0.2,0.2,1.0,0.4,1.6,0.4,0.3,0.1,0.5,0.9,3.9
Shey Peddy,PHO,G,18,0,15.8,1.7,4.7,0.369,0.9,2.6,0.348,0.8,2.1,0.395,0.9,1.1,0.8,0.4,1.8,1.8,0.8,0.1,0.6,1.7,5.2
Kelsey Plum,LVA,G,39,39,32.4,6.4,13.4,0.475,2.4,6.3,0.389,3.9,7.2,0.55,3.5,3.8,0.912,0.2,2.4,4.5,1.1,0.0,2.1,2.4,18.7
Aerial Powers,MIN,G,20,0,9.8,1.9,4.6,0.413,0.3,1.0,0.316,1.6,3.7,0.438,1.1,1.2,0.917,0.3,1.8,0.8,0.2,0.1,0.9,0.3,5.2
Epiphanny Prince,NYL,G,10,0,7.1,0.6,1.5,0.4,0.3,1.0,0.3,0.3,0.5,0.6,0.3,0.3,1.0,0.1,0.6,0.8,0.2,0.1,0.7,0.6,1.8
Danielle Robinson,ATL,G,32,27,21.6,2.2,4.8,0.461,0.3,1.0,0.29,1.9,3.8,0.504,1.1,1.5,0.75,0.3,2.2,3.3,0.7,0.1,1.3,2.0,5.8
Iliana Rupert,ATL,C,20,0,7.9,0.6,1.7,0.353,0.3,1.1,0.273,0.3,0.6,0.5,0.3,0.4,0.625,0.4,2.0,0.5,0.4,0.4,0.5,1.1,1.8
Mercedes Russell,SEA,C,37,13,19.1,2.2,4.2,0.516,0.0,0.0,0.0,2.2,4.2,0.519,0.6,1.0,0.605,1.1,4.0,1.3,0.4,0.5,1.5,1.5,5.0
Nyara Sabally,NYL,C,33,0,7.9,0.8,1.8,0.424,0.1,0.3,0.222,0.7,1.5,0.46,0.7,1.0,0.75,0.6,2.1,0.2,0.1,0.2,0.5,1.2,2.3
Satou Sabally,DAL,F,38,38,33.1,6.2,14.3,0.435,1.7,4.8,0.361,4.5,9.5,0.472,4.4,5.0,0.874,2.3,8.1,4.4,1.8,0.4,2.9,3.6,18.6
Karlie Samuelson,LAS,G,34,23,26.1,2.4,5.2,0.463,1.4,3.4,0.426,1.0,1.8,0.532,1.4,1.5,0.941,0.3,3.0,2.0,0.6,0.1,0.9,2.4,7.7
Victaria Saxton,IND,F,15,0,3.6,0.4,1.2,0.333,0.1,0.1,0.5,0.3,1.1,0.313,0.4,0.5,0.857,0.1,0.7,0.0,0.1,0.0,0.4,0.6,1.3
Jessica Shepard,MIN,F,21,17,26.9,3.1,6.0,0.516,0.0,0.1,0.0,3.1,5.9,0.524,2.0,2.5,0.774,2.1,7.1,3.2,0.6,0.1,1.4,2.0,8.1
Maddy Siegrist,DAL,F,39,0,8.2,1.5,2.9,0.509,0.1,0.4,0.333,1.3,2.5,0.536,0.7,0.7,0.931,0.9,1.6,0.2,0.2,0.2,0.2,0.7,3.7
Jennie Simms,PHO,G,6,0,11.7,0.7,2.3,0.286,0.0,0.8,0.0,0.7,1.5,0.444,0.8,1.2,0.714,0.7,2.2,0.5,0.3,0.0,1.0,1.2,2.2
Odyssey Sims,DAL,G,28,0,12.0,0.8,2.5,0.304,0.1,0.5,0.133,0.7,1.9,0.352,0.4,0.7,0.55,0.3,1.3,2.2,0.4,0.0,0.6,1.1,2.0
Kadi Sissoko,PHO,F,40,0,8.4,0.6,1.6,0.371,0.1,0.5,0.167,0.5,1.1,0.455,0.3,0.4,0.625,0.4,1.6,0.2,0.1,0.1,0.7,1.1,1.5
Alanna Smith,CHI,F,38,35,26.5,3.5,7.0,0.498,0.8,2.7,0.294,2.7,4.3,0.626,1.4,2.1,0.679,1.8,6.6,1.8,1.3,1.3,1.5,3.1,9.2
NaLyssa Smith,IND,F,31,28,28.5,6.1,12.7,0.477,0.6,2.2,0.284,5.5,10.5,0.517,2.7,4.0,0.677,2.1,9.2,1.4,0.3,0.3,2.7,3.0,15.5
Taylor Soule,CHI,F,15,0,3.5,0.1,0.9,0.143,0.0,0.2,0.0,0.1,0.7,0.182,0.3,0.5,0.625,0.2,0.5,0.2,0.0,0.1,0.3,0.4,0.6
Azura Stevens,LAS,F-C,35,29,26.0,4.3,10.5,0.404,1.0,3.1,0.321,3.3,7.4,0.438,1.3,1.7,0.754,1.5,5.9,1.1,1.2,0.9,1.5,2.6,10.8
Breanna Stewart,NYL,F,40,40,34.1,7.9,17.0,0.465,2.1,5.8,0.355,5.9,11.2,0.521,5.1,6.0,0.851,1.6,9.3,3.8,1.5,1.6,1.5,1.9,23.0
Kiah Stokes,LVA,C,40,22,19.8,0.9,2.1,0.434,0.1,0.7,0.185,0.8,1.4,0.554,0.2,0.5,0.5,1.1,5.9,0.6,0.7,1.0,0.4,1.8,2.2
Sug Sutton,PHO,G,40,12,26.3,3.2,8.2,0.385,0.8,2.2,0.337,2.4,6.0,0.403,1.2,1.4,0.807,0.4,2.6,4.8,0.7,0.1,2.5,1.6,8.2
Brittney Sykes,WAS,G,40,40,31.3,5.7,13.1,0.439,1.4,4.0,0.35,4.3,9.1,0.478,3.1,3.8,0.797,1.0,5.0,3.8,2.1,0.3,2.4,2.9,15.9
Diana Taurasi,PHO,G,26,26,27.3,4.9,12.2,0.403,2.5,7.2,0.342,2.5,5.0,0.489,3.7,4.3,0.848,0.1,3.6,4.6,0.5,0.5,3.0,2.6,16.0
Alyssa Thomas,CON,F,40,40,36.2,6.1,12.8,0.474,0.0,0.1,0.0,6.1,12.8,0.476,3.3,4.7,0.715,2.0,9.9,7.9,1.8,0.5,3.4,2.7,15.5
Jasmine Thomas,LAS,G,32,7,12.8,0.9,3.4,0.273,0.5,1.9,0.242,0.5,1.5,0.313,0.3,0.3,0.909,0.3,1.1,1.3,0.3,0.2,0.7,0.9,2.7
Sam Thomas,PHO,G-F,1,0,11.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Kayla Thornton,NYL,F,40,0,17.3,1.6,3.8,0.433,0.6,2.0,0.313,1.0,1.8,0.571,0.6,0.8,0.767,1.2,3.5,0.7,0.7,0.3,0.5,1.7,4.5
Kristi Toliver,WAS,G,11,0,9.0,1.2,3.5,0.333,0.9,2.5,0.357,0.3,1.0,0.273,0.4,0.5,0.8,0.1,0.7,0.7,0.3,0.0,0.6,0.8,3.6
Kayana Traylor,MIN,G,8,0,4.4,0.4,1.3,0.3,0.0,0.1,0.0,0.4,1.1,0.333,0.3,0.3,1.0,0.1,0.1,0.4,0.3,0.0,0.4,0.6,1.0
Brianna Turner,PHO,F,40,33,26.3,1.7,2.6,0.65,0.0,0.0,,1.7,2.6,0.65,0.2,0.3,0.5,1.3,6.3,1.3,1.0,1.1,1.5,2.2,3.5
Yvonne Turner,SEA,G,21,7,9.2,0.9,2.0,0.463,0.0,0.1,0.333,0.9,1.8,0.474,0.7,0.9,0.778,0.1,1.1,0.9,0.4,0.1,0.7,0.7,2.5
Courtney Vandersloot,NYL,G,39,39,30.4,4.1,9.3,0.442,0.9,3.2,0.294,3.2,6.1,0.521,1.3,1.7,0.761,0.5,3.5,8.1,1.3,0.6,2.7,2.0,10.5
