Player,Team,Pos,G,GS,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Sandora Irvin,ATL,F,30,1,8.3,0.7,2.0,0.339,0.0,0.2,0.0,0.7,1.8,0.37,0.5,0.7,0.7,1.1,2.5,0.5,0.2,0.5,0.5,1.6,1.8
Lauren Jackson*,SEA,F-C,13,13,24.8,4.1,10.3,0.396,1.1,3.5,0.311,3.0,6.8,0.438,2.9,3.3,0.884,0.8,4.9,0.3,1.0,0.8,1.3,2.5,12.2
Tiffany Jackson-Jones,TUL,F,34,32,33.9,4.4,9.7,0.456,0.0,0.0,0.0,4.4,9.7,0.458,3.6,4.6,0.776,2.9,8.4,2.0,1.2,0.6,2.8,2.8,12.4
Briann January,IND,G,10,10,28.6,2.5,7.0,0.357,0.7,2.2,0.318,1.8,4.8,0.375,2.9,3.5,0.829,0.5,1.4,5.0,1.5,0.0,3.3,3.3,8.6
Temeka Johnson,PHO,G,30,30,23.9,2.5,5.7,0.435,0.8,2.2,0.385,1.6,3.5,0.467,0.6,0.7,0.864,0.3,2.0,4.4,0.8,0.2,1.9,1.8,6.4
Asjha Jones,CON,F,34,34,28.6,5.8,13.1,0.444,0.1,0.3,0.3,5.7,12.8,0.447,1.6,2.2,0.711,1.9,6.4,1.9,0.6,0.5,1.9,3.0,13.3
Marion Jones,TUL,G,14,0,6.5,0.3,1.5,0.19,0.0,0.3,0.0,0.3,1.2,0.235,0.1,0.3,0.5,0.3,0.4,0.2,0.5,0.1,0.4,0.8,0.7
Ewelina Kobryn,SEA,C,18,0,6.8,0.6,1.7,0.367,0.1,0.4,0.286,0.5,1.3,0.391,0.1,0.2,0.667,0.3,1.2,0.3,0.3,0.3,0.4,0.9,1.4
Cathrine Kraayeveld,CHI,F,33,15,20.6,2.0,5.1,0.395,1.6,3.8,0.409,0.4,1.2,0.35,0.3,0.5,0.733,0.7,2.6,1.2,0.6,0.2,1.2,1.2,5.9
Jennifer Lacy,TUL,F,34,18,19.2,2.4,6.0,0.402,0.8,2.4,0.35,1.6,3.6,0.435,0.6,0.9,0.7,0.9,2.6,1.0,0.6,0.5,1.5,2.5,6.3
Natasha Lacy,LAS,G,29,0,13.6,2.0,4.6,0.429,0.1,0.4,0.333,1.8,4.2,0.438,0.9,1.7,0.54,0.7,2.2,1.7,1.0,0.3,1.2,1.4,5.0
Crystal Langhorne,WAS,F-C,31,31,34.3,7.3,13.7,0.534,0.0,0.3,0.125,7.3,13.5,0.542,3.5,4.9,0.711,3.1,7.6,1.6,1.3,0.5,3.3,2.3,18.2
Ivory Latta,TUL,G,24,24,28.5,4.6,11.1,0.414,1.4,4.0,0.351,3.2,7.0,0.45,1.6,2.0,0.83,0.4,2.0,3.2,1.2,0.1,2.9,2.4,12.2
Jantel Lavender,LAS,F,33,3,14.8,2.8,5.6,0.5,0.0,0.0,,2.8,5.6,0.5,1.0,1.4,0.733,1.1,3.1,0.5,0.2,0.4,0.8,1.4,6.6
Kara Lawson,CON,G,33,8,25.2,3.4,7.5,0.449,1.7,3.9,0.43,1.7,3.6,0.471,2.0,2.2,0.89,0.4,2.6,2.9,0.7,0.0,1.4,1.1,10.4
Shalee Lehning,ATL,G,18,0,12.1,0.7,1.5,0.481,0.2,0.5,0.444,0.5,1.0,0.5,0.4,0.7,0.615,0.2,1.3,2.3,0.4,0.1,1.5,1.3,2.1
Betty Lennox,TUL,G,9,0,6.1,0.4,2.6,0.174,0.4,1.9,0.235,0.0,0.7,0.0,0.6,0.7,0.833,0.2,0.9,0.6,0.2,0.0,0.7,0.8,1.9
Camille Smith,SEA,F,33,33,26.9,3.9,8.4,0.464,0.2,0.7,0.227,3.8,7.8,0.484,1.7,2.5,0.663,1.4,5.2,1.6,1.4,0.7,2.3,3.3,9.6
Sancho Lyttle,ATL,F,22,19,26.2,4.1,9.1,0.448,0.1,0.3,0.286,4.0,8.8,0.454,1.8,2.5,0.709,1.9,6.3,2.1,2.4,0.5,2.0,2.1,10.0
Kelly Mazzante,ATL,G,6,0,5.7,0.2,2.0,0.083,0.2,2.0,0.083,0.0,0.0,,0.0,0.0,,0.0,0.3,0.0,0.2,0.0,0.2,0.3,0.5
Angel McCoughtry,ATL,F-G,33,30,27.9,7.1,16.8,0.424,0.6,2.2,0.264,6.5,14.6,0.448,6.8,8.7,0.777,1.6,5.2,2.5,2.2,1.0,3.2,3.0,21.6
Danielle McCray,CON,F,34,23,15.1,2.0,5.1,0.399,1.0,2.6,0.391,1.0,2.5,0.407,0.8,1.0,0.771,0.4,2.3,1.2,0.5,0.1,1.0,1.3,5.9
Taj McWilliams-Franklin,MIN,F-C,34,33,28.4,3.4,7.7,0.444,0.1,0.3,0.222,3.4,7.4,0.452,1.4,1.8,0.77,2.2,6.0,2.4,1.0,0.7,1.6,2.4,8.3
Coco Miller,ATL,G,31,5,17.4,3.1,7.2,0.432,0.5,1.5,0.333,2.6,5.7,0.458,0.6,1.2,0.541,0.7,1.9,1.4,0.6,0.0,1.0,2.1,7.3
Kelly Miller,WAS,G,34,29,27.7,2.5,6.6,0.382,1.4,3.3,0.441,1.1,3.4,0.325,0.9,1.1,0.789,0.6,2.3,2.8,0.7,0.2,1.8,2.1,7.4
DeLisha Milton-Jones,LAS,F,34,34,26.2,4.5,9.8,0.462,0.7,2.1,0.352,3.8,7.7,0.492,1.9,2.3,0.831,1.6,4.6,2.0,0.9,0.4,2.4,2.9,11.7
Leilani Mitchell,NYL,G,34,30,25.4,2.0,5.4,0.375,1.3,3.5,0.364,0.8,1.9,0.394,0.2,0.3,0.8,0.5,2.1,2.9,1.3,0.1,1.3,2.3,5.6
Jacinta Monroe,TUL,F,4,0,5.3,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.5,1.0,0.3,0.0,0.0,0.5,0.8,0.0
Alex Montgomery,NYL,G-F,30,0,9.0,0.9,2.8,0.329,0.3,0.6,0.444,0.7,2.2,0.299,0.4,0.6,0.647,0.5,1.8,0.7,0.3,0.2,0.6,1.1,2.5
Renee Montgomery,CON,G,34,34,29.1,4.5,11.3,0.4,1.8,4.7,0.384,2.7,6.6,0.412,3.7,4.5,0.829,0.4,2.1,4.9,1.4,0.1,2.6,1.4,14.6
Jessica Moore,CON,F-C,29,0,6.9,0.6,1.4,0.425,0.0,0.0,,0.6,1.4,0.425,0.5,0.6,0.778,0.3,0.8,0.2,0.2,0.1,0.5,0.7,1.7
Maya Moore,MIN,F,34,34,28.0,4.8,11.0,0.439,1.7,4.6,0.369,3.1,6.4,0.488,1.9,2.4,0.788,1.7,4.6,2.6,1.4,0.5,1.5,2.7,13.2
Shay Murphy,CHI,G,10,0,20.5,3.1,8.4,0.369,1.0,2.5,0.4,2.1,5.9,0.356,2.6,2.8,0.929,2.6,4.8,1.1,1.3,0.4,1.9,2.9,9.8
Jenna O'Hea,LAS,F,31,5,16.4,1.6,3.6,0.434,0.9,2.0,0.444,0.7,1.6,0.42,0.7,0.9,0.786,0.5,1.5,1.3,0.4,0.2,0.8,1.5,4.8
Abi Olajuwon,TUL,C,16,0,6.2,0.4,1.6,0.269,0.0,0.0,,0.4,1.6,0.269,0.1,0.1,1.0,0.2,0.8,0.1,0.0,0.1,0.3,0.6,1.0
Courtney Paris,ATL,C,28,0,9.6,1.4,2.8,0.519,0.0,0.0,0.0,1.4,2.7,0.526,0.6,1.1,0.516,1.4,3.1,0.4,0.3,0.4,0.3,1.6,3.4
Candace Parker,LAS,F-C,17,16,32.6,6.8,13.4,0.511,1.1,2.5,0.419,5.8,10.8,0.533,3.8,5.1,0.736,1.2,8.6,2.8,1.2,1.6,1.9,2.0,18.5
Kayla Pedersen,TUL,F,33,20,23.8,2.4,6.0,0.402,0.7,2.1,0.324,1.8,4.0,0.443,1.3,1.6,0.796,0.8,3.6,1.8,1.1,0.4,1.3,2.4,6.8
Ticha Penicheiro,LAS,G,34,23,23.7,2.1,4.4,0.486,0.4,1.1,0.417,1.7,3.3,0.509,1.4,1.6,0.868,0.2,2.8,4.8,0.8,0.1,2.1,1.4,6.0
Jia Perkins,SAS,G,34,8,25.1,4.5,10.8,0.418,1.2,3.8,0.313,3.4,7.1,0.475,1.8,2.1,0.845,0.6,3.5,1.4,1.3,0.3,1.0,1.4,12.0
Erin Phillips,IND,G,31,22,22.2,2.9,6.4,0.462,0.8,2.0,0.426,2.1,4.4,0.478,1.9,2.3,0.833,0.5,2.8,2.4,1.0,0.0,1.5,1.7,8.6
Porsha Phillips,SAS,F,31,1,8.3,0.7,1.9,0.39,0.0,0.0,,0.7,1.9,0.39,0.3,0.6,0.474,0.6,1.9,0.3,0.2,0.4,0.3,1.0,1.8
Plenette Pierson,NYL,F,33,33,28.6,5.2,11.0,0.478,0.1,0.3,0.2,5.2,10.7,0.486,2.4,3.0,0.806,1.9,5.2,1.4,1.2,0.9,1.9,2.7,12.9
Jeanette Pohlen-Mavunga,IND,G,34,2,15.9,1.4,3.0,0.471,0.9,1.8,0.468,0.6,1.2,0.475,0.4,0.4,0.867,0.3,1.4,1.0,0.4,0.1,0.6,0.9,4.1
Cappie Pondexter,NYL,G,34,34,33.9,6.2,15.5,0.402,1.7,4.9,0.345,4.5,10.6,0.428,3.2,3.9,0.813,0.6,4.1,4.7,1.3,0.3,2.7,2.0,17.4
Nicole Powell,NYL,F,33,33,28.3,3.6,8.7,0.41,1.6,4.6,0.353,1.9,4.1,0.474,0.9,1.0,0.906,1.0,4.2,2.3,1.4,0.3,2.0,2.2,9.7
Armintie Herrington,ATL,G,34,21,23.4,3.2,6.1,0.519,0.0,0.1,0.0,3.2,6.1,0.524,2.1,3.5,0.608,1.5,3.0,2.8,1.5,0.1,1.4,1.8,8.5
Epiphanny Prince,CHI,G,34,27,29.4,4.8,12.7,0.375,1.5,3.9,0.373,3.3,8.8,0.376,2.6,3.3,0.804,0.7,2.1,3.0,2.3,0.4,1.7,2.2,13.6
LaToya Sanders,LAS,F-C,20,0,11.1,1.3,2.8,0.473,0.1,0.1,1.0,1.3,2.7,0.463,1.2,1.4,0.889,0.9,2.4,0.3,0.3,0.7,0.6,1.4,3.9
Allie Quigley,SEA,G,7,0,2.0,0.1,0.7,0.2,0.0,0.1,0.0,0.1,0.6,0.25,0.3,0.3,1.0,0.1,0.6,0.1,0.1,0.1,0.1,0.1,0.6
Noelle Quinn,LAS,G,33,23,20.6,1.9,5.0,0.39,0.7,1.8,0.397,1.2,3.2,0.387,0.5,0.7,0.818,0.3,1.8,2.0,0.6,0.1,0.7,0.8,5.1
Chastity Reed,TUL,F,11,1,13.2,1.5,4.2,0.37,0.0,0.1,0.0,1.5,4.1,0.378,0.4,0.5,0.667,0.2,1.9,0.7,0.3,0.1,1.1,2.4,3.5
Andrea Riley,TUL,G,33,10,19.0,1.9,6.2,0.314,0.7,3.4,0.214,1.2,2.8,0.435,1.4,1.7,0.855,0.2,1.2,1.8,1.0,0.1,2.0,2.3,6.0
Ruth Riley,SAS,C,34,34,19.0,2.4,4.9,0.485,0.2,0.4,0.571,2.1,4.5,0.477,0.6,0.8,0.769,0.8,3.8,1.2,0.4,0.9,0.9,2.6,5.6
Ashley Robinson,SEA,C,34,13,17.1,1.7,3.6,0.484,0.0,0.0,0.0,1.7,3.6,0.488,0.3,0.6,0.5,1.2,3.9,0.7,0.6,1.0,1.3,2.7,3.8
Danielle Robinson,SAS,G,34,9,23.1,2.9,6.3,0.46,0.0,0.0,0.0,2.9,6.2,0.462,2.5,2.7,0.903,0.7,2.3,3.9,0.8,0.1,1.8,2.2,8.2
Nakia Sanford,PHO,C-F,33,16,14.4,1.4,2.9,0.484,0.0,0.0,,1.4,2.9,0.484,1.4,1.8,0.75,1.5,4.2,0.4,0.2,0.2,0.9,2.2,4.2
Olayinka Sanni,PHO,F-C,14,0,5.2,0.7,1.1,0.667,0.0,0.0,,0.7,1.1,0.667,0.1,0.4,0.333,0.3,0.7,0.0,0.2,0.1,0.9,1.6,1.6
Katie Smith*,SEA,G,34,3,25.1,2.6,6.6,0.395,1.4,3.6,0.395,1.1,2.9,0.394,0.9,1.0,0.857,0.5,2.3,2.0,0.7,0.1,1.3,1.9,7.5
Tangela Smith,IND,C,33,32,21.5,2.7,7.2,0.371,1.0,2.8,0.34,1.7,4.3,0.392,0.9,1.0,0.882,0.8,3.1,1.5,0.7,0.5,1.3,2.4,7.2
Belinda Snell,SEA,G,21,0,6.4,0.5,1.3,0.393,0.4,1.0,0.381,0.1,0.3,0.429,0.5,0.6,0.846,0.1,0.7,0.3,0.1,0.1,0.4,0.9,2.0
Michelle Snow,CHI,C,34,30,24.1,2.4,5.3,0.456,0.0,0.1,0.0,2.4,5.2,0.461,1.1,1.5,0.76,1.1,6.3,1.9,0.5,1.3,2.1,2.5,5.9
Tammy Sutton-Brown,IND,C,34,26,19.0,2.0,4.1,0.489,0.0,0.1,0.0,2.0,4.0,0.5,1.5,2.1,0.743,1.2,3.1,0.6,1.1,1.2,1.0,1.9,5.5
Ketia Swanier,PHO,G,29,4,14.8,0.9,2.7,0.342,0.4,1.4,0.286,0.5,1.3,0.405,0.4,0.6,0.688,0.2,1.9,2.3,0.8,0.0,1.7,1.7,2.7
Sheryl Swoopes*,TUL,F-G,33,28,26.6,3.1,7.7,0.398,0.9,2.8,0.319,2.2,4.9,0.442,1.2,1.4,0.87,0.6,4.1,2.3,0.8,0.3,1.4,1.4,8.2
Carolyn Swords,CHI,C,29,4,7.5,1.0,1.8,0.528,0.0,0.0,,1.0,1.8,0.528,0.7,0.8,0.875,0.6,1.8,0.3,0.2,0.2,0.6,0.9,2.7
Diana Taurasi,PHO,G,32,32,30.2,6.5,14.5,0.449,2.5,6.4,0.395,4.0,8.1,0.492,6.1,6.8,0.903,0.4,3.2,3.6,0.8,0.6,3.0,3.5,21.6
Penny Taylor,PHO,F,29,29,29.8,5.7,11.1,0.511,1.6,3.9,0.402,4.1,7.2,0.569,3.8,4.4,0.874,1.0,4.9,4.7,1.7,0.4,2.2,2.3,16.7
Jasmine Thomas,WAS,G,34,6,19.3,2.5,7.1,0.353,0.7,2.3,0.312,1.8,4.8,0.372,0.7,1.1,0.667,0.4,2.1,1.9,0.7,0.3,1.6,1.8,6.4
Tina Thompson*,LAS,F,34,33,25.0,3.5,9.1,0.386,1.3,3.7,0.339,2.3,5.4,0.418,1.6,1.9,0.833,1.5,4.6,1.1,1.1,0.7,2.0,2.2,9.9
Erin Thorn,CHI,G,34,7,16.8,1.9,4.8,0.405,0.9,2.4,0.395,1.0,2.4,0.415,0.5,0.6,0.947,0.3,1.7,2.4,0.3,0.1,1.7,0.4,5.4
Kristi Toliver,LAS,G,32,17,23.6,3.9,9.3,0.423,1.8,4.1,0.427,2.2,5.2,0.419,1.5,1.7,0.907,0.6,1.9,2.9,0.7,0.0,2.1,1.8,11.2
Courtney Vandersloot,CHI,G,34,26,22.9,2.5,6.3,0.391,0.5,1.7,0.271,2.0,4.6,0.436,1.1,1.4,0.766,0.1,2.0,3.7,0.7,0.4,2.7,2.5,6.5
Kia Vaughn,NYL,C,34,34,28.1,4.4,8.8,0.497,0.0,0.0,,4.4,8.8,0.497,1.3,1.6,0.786,2.8,6.7,1.1,1.2,0.7,1.8,2.9,10.1
Lindsay Whalen*,MIN,G,34,34,28.1,5.3,10.3,0.511,0.5,1.2,0.405,4.8,9.1,0.526,2.6,3.6,0.73,0.9,3.5,5.9,1.1,0.1,2.2,1.9,13.6
Tan White,CON,G,34,0,22.0,2.0,5.6,0.354,0.7,2.4,0.28,1.3,3.2,0.409,1.2,1.5,0.84,0.5,2.9,1.9,1.2,0.2,1.2,1.9,5.9
Candice Wiggins,MIN,G,34,0,17.1,2.0,5.2,0.386,1.4,3.6,0.395,0.6,1.5,0.365,0.4,0.7,0.625,0.2,1.9,1.5,0.5,0.2,0.9,1.7,5.9
Le'coe Willingham,SEA,F,34,8,19.1,2.6,5.4,0.473,0.3,1.2,0.275,2.2,4.2,0.528,1.0,1.6,0.642,1.6,4.2,1.1,0.5,0.2,1.3,1.8,6.4
Lindsay Wisdom-Hylton,CHI,F,29,0,8.1,0.8,1.8,0.415,0.0,0.0,0.0,0.8,1.8,0.423,0.1,0.3,0.5,0.6,1.9,0.6,0.4,0.5,0.7,1.3,1.7
Monica Wright,MIN,G,29,0,13.6,1.8,4.8,0.379,0.2,0.9,0.259,1.6,3.9,0.407,1.2,1.7,0.75,0.2,1.6,1.1,0.8,0.2,1.0,1.6,5.1
Tanisha Wright,SEA,G,33,32,28.9,3.6,7.3,0.492,0.5,1.5,0.367,3.0,5.8,0.524,2.4,2.6,0.897,0.8,3.2,2.9,1.2,0.0,2.7,2.9,10.1
Sophia Young-Malcolm,SAS,F,33,33,31.6,5.2,12.1,0.429,0.0,0.2,0.0,5.2,11.9,0.435,2.8,4.8,0.592,1.5,6.4,2.3,2.0,0.5,1.5,2.4,13.2
Tamera Young,CHI,F,33,19,24.0,3.1,7.3,0.425,0.0,0.2,0.143,3.1,7.1,0.433,1.7,2.3,0.724,1.2,3.8,1.3,1.1,0.3,1.9,3.0,7.9
