Player,Team,Pos,G,GS,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
LaToya Bond,CHA,G,34,5,17.9,1.9,4.6,0.399,0.3,1.4,0.217,1.6,3.3,0.473,1.7,2.3,0.74,0.2,1.4,2.1,1.0,0.2,2.4,2.4,5.7
Kara Braxton,DET,C-F,34,1,10.6,1.7,4.2,0.406,0.0,0.1,0.0,1.7,4.1,0.411,0.9,1.4,0.625,1.2,3.4,0.8,0.3,0.3,1.6,2.4,4.3
Coretta Brown,CHI,G,15,2,16.8,1.1,3.9,0.271,0.8,2.9,0.273,0.3,1.0,0.267,0.3,0.5,0.5,0.3,1.5,1.7,0.7,0.0,1.2,0.8,3.2
Edwina Brown,HOU,G-F,4,0,7.0,0.3,1.3,0.2,0.0,0.0,,0.3,1.3,0.2,0.5,0.5,1.0,0.3,1.0,0.3,0.3,0.0,0.5,0.5,1.0
Kiesha Brown,NYL,G,16,0,3.6,0.4,1.3,0.3,0.1,0.3,0.25,0.3,1.0,0.313,0.4,0.5,0.875,0.1,0.5,0.6,0.1,0.0,0.2,0.4,1.3
Jessica Brungo,CON,F,4,0,1.8,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
Rebekkah Brunson,SAC,F,34,14,17.7,2.8,6.0,0.461,0.0,0.0,,2.8,6.0,0.461,1.3,2.2,0.587,2.3,5.6,0.5,0.6,0.4,1.2,1.9,6.8
Janell Burse,SEA,C,27,27,27.4,4.2,8.2,0.511,0.0,0.0,1.0,4.1,8.1,0.509,2.7,4.0,0.67,2.3,6.6,0.8,0.6,0.9,2.0,3.4,11.1
Latasha Byears,WAS,G-F,26,0,12.8,1.8,4.1,0.449,0.0,0.0,,1.8,4.1,0.449,0.6,0.8,0.8,1.4,3.3,0.4,0.5,0.1,1.3,2.2,4.3
Dominique Canty,HOU,G,15,15,28.7,3.6,7.0,0.514,0.0,0.2,0.0,3.6,6.8,0.529,3.7,5.1,0.727,0.8,3.5,2.9,1.1,0.0,2.3,2.4,10.9
Jamie Carey,CON,G,24,0,11.9,0.9,2.4,0.379,0.6,1.7,0.35,0.3,0.8,0.444,0.2,0.2,1.0,0.0,0.7,1.3,0.3,0.0,0.7,1.0,2.6
Swin Cash*,DET,F,34,34,29.1,3.6,9.5,0.384,0.0,0.4,0.077,3.6,9.1,0.397,3.2,4.2,0.762,1.9,4.9,3.1,0.6,0.3,2.6,2.5,10.5
Iziane Castro Marques,SEA,F-G,34,26,19.3,2.7,5.7,0.469,0.7,1.9,0.385,1.9,3.8,0.512,1.1,1.7,0.661,0.5,2.1,1.4,0.7,0.1,1.4,1.7,7.2
Tamika Catchings*,IND,F,32,32,33.5,5.1,12.4,0.407,1.0,3.3,0.299,4.1,9.1,0.447,5.2,6.4,0.809,2.1,7.5,3.7,2.9,1.1,2.5,2.8,16.3
Kaayla Chones,SEA,C,3,0,4.7,0.0,0.7,0.0,0.0,0.0,,0.0,0.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.3,1.3,0.0
Shameka Christon,NYL,G,34,34,29.0,4.0,10.2,0.391,1.5,4.6,0.333,2.5,5.6,0.438,2.9,3.5,0.825,0.9,3.5,1.3,0.6,1.2,2.4,3.1,12.4
Katie Cronin,CHI,G-F,11,0,12.1,0.8,2.7,0.3,0.4,1.2,0.308,0.5,1.5,0.294,0.2,0.6,0.286,0.3,1.1,0.2,0.5,0.2,1.0,1.6,2.2
Monique Currie,CHA,F,34,33,25.0,2.6,7.7,0.332,0.5,1.6,0.291,2.1,6.1,0.343,4.4,5.4,0.81,1.5,3.9,2.6,1.0,0.1,1.8,2.9,10.0
Stacey Dales,CHI,F,23,16,19.7,2.3,6.4,0.354,1.1,3.5,0.309,1.2,2.9,0.409,1.4,2.0,0.696,0.3,1.2,1.7,0.4,0.0,1.4,1.7,7.0
Helen Darling,CHA,G,29,29,21.2,1.8,4.8,0.37,0.6,1.6,0.383,1.1,3.1,0.363,1.3,1.9,0.691,0.4,2.0,2.8,1.2,0.1,2.5,2.6,5.4
Brandi Davis,LAS,G,14,0,8.4,1.0,3.8,0.264,0.5,2.4,0.212,0.5,1.4,0.35,0.4,0.7,0.6,0.1,0.9,0.6,0.4,0.1,0.4,0.8,2.9
Anna DeForge,IND,G,34,34,29.3,3.6,9.2,0.393,1.4,3.7,0.378,2.2,5.5,0.403,1.6,1.9,0.818,1.2,4.3,2.2,1.1,0.3,1.6,1.7,10.2
Jennifer Derevjanik,PHO,G,31,8,15.1,1.2,2.4,0.507,0.1,0.5,0.267,1.1,1.9,0.567,0.5,0.8,0.615,0.4,1.8,2.2,0.7,0.2,0.8,1.4,3.1
Tamecka Dixon,HOU,G,23,14,25.7,3.0,7.4,0.404,0.0,0.4,0.111,3.0,7.0,0.42,1.0,1.2,0.821,0.8,2.6,2.3,0.6,0.1,2.5,2.7,7.0
Scholanda Dorrell,SAC,G,33,21,15.1,1.9,5.2,0.372,0.8,2.6,0.294,1.2,2.6,0.448,0.5,0.7,0.818,0.3,1.1,0.5,0.9,0.1,1.2,1.3,5.2
Katie Douglas,CON,G-F,32,32,31.3,5.6,12.6,0.443,2.3,5.4,0.422,3.3,7.2,0.459,2.9,3.5,0.839,1.2,3.8,2.5,1.9,0.1,2.3,1.5,16.4
Megan Duffy,MIN,G,31,0,12.5,1.1,3.0,0.359,0.4,1.2,0.324,0.7,1.8,0.382,0.9,1.3,0.692,0.3,0.9,1.2,0.3,0.0,0.8,1.2,3.4
Candice Dupree,CHI,F,34,31,30.4,5.5,12.0,0.457,0.0,0.1,0.0,5.5,11.8,0.463,2.8,3.6,0.779,1.6,5.5,1.8,1.3,0.7,1.8,2.1,13.7
Margo Dydek,CON,C,34,34,21.9,3.7,7.4,0.494,0.0,0.1,0.25,3.6,7.3,0.498,2.0,2.5,0.821,1.0,6.1,1.2,0.6,2.5,1.5,2.1,9.4
Shyra Ely-Gash,SAS,F,12,1,11.3,1.0,3.7,0.273,0.2,0.8,0.222,0.8,2.9,0.286,1.3,2.2,0.577,0.4,2.6,0.8,0.2,0.0,1.1,1.4,3.4
Barbara Farris,NYL,F-C,34,34,27.8,2.8,6.5,0.43,0.0,0.1,0.0,2.8,6.4,0.436,2.1,2.9,0.724,1.6,5.2,1.5,0.6,0.1,1.9,3.1,7.7
Allison Feaster,CHA,F,32,1,9.7,0.6,2.5,0.235,0.5,2.0,0.25,0.1,0.5,0.176,0.0,0.1,0.5,0.1,0.6,0.7,0.4,0.1,0.4,0.6,1.7
Tye'sha Fluker,CHA,C,31,1,10.3,1.0,2.9,0.337,0.0,0.1,0.0,1.0,2.8,0.345,0.5,0.7,0.727,0.8,2.1,0.3,0.1,0.5,0.7,1.5,2.5
Cheryl Ford,DET,F,32,32,28.7,4.9,9.8,0.498,0.0,0.0,,4.9,9.8,0.498,4.0,6.2,0.648,4.1,11.3,1.4,1.2,0.8,1.8,3.6,13.8
Linda Frohlich,IND,F-C,20,0,8.5,1.3,3.4,0.382,0.4,1.1,0.364,0.9,2.3,0.391,0.3,0.4,0.75,0.7,1.8,0.5,0.3,0.0,0.7,1.4,3.3
Emilie Gomis,NYL,G,2,0,7.5,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.5,2.0,0.75,0.0,0.0,0.0,0.5,0.0,0.5,1.5,1.5
Shaunzinski Gortman,SEA,G,20,0,13.2,1.0,2.8,0.364,0.1,0.6,0.167,0.9,2.2,0.419,0.7,0.9,0.778,0.5,2.4,0.9,0.6,0.1,1.3,1.6,2.8
Cisti Greenwalt,SEA,C,5,0,4.8,0.0,1.4,0.0,0.0,0.0,,0.0,1.4,0.0,0.4,0.8,0.5,0.4,1.6,0.0,0.0,0.0,0.0,1.8,0.4
Yolanda Griffith*,SAC,C-F,34,34,25.1,3.9,8.6,0.457,0.0,0.0,0.0,3.9,8.6,0.459,4.1,5.4,0.751,2.6,6.4,1.6,1.3,0.5,1.9,2.2,12.0
Becky Hammon*,NYL,G,22,20,30.6,4.9,11.5,0.425,1.7,4.9,0.343,3.2,6.5,0.486,3.3,3.4,0.96,0.3,3.0,3.7,1.3,0.1,3.0,2.1,14.7
Vanessa Hayden,MIN,C,33,3,12.8,2.1,5.1,0.402,0.0,0.0,,2.1,5.1,0.402,1.2,2.0,0.621,1.2,3.5,0.6,0.2,1.3,1.3,3.6,5.4
Kristin Haynie,SAC,G,34,0,13.9,1.6,4.4,0.364,0.3,0.9,0.3,1.4,3.6,0.38,0.6,0.7,0.84,0.6,2.0,2.0,0.8,0.1,1.4,1.5,4.1
Doneeka Lewis,LAS,G,34,3,13.4,1.4,4.2,0.319,0.5,1.8,0.295,0.8,2.4,0.337,0.6,0.7,0.913,0.3,1.2,1.9,0.4,0.1,1.3,0.8,3.9
Roneeka Hodges,HOU,G,33,8,21.2,2.6,6.6,0.401,1.3,3.6,0.367,1.3,2.9,0.443,0.9,1.2,0.744,0.3,2.0,1.0,0.5,0.1,1.1,1.2,7.5
Ebony Hoffman,IND,F,34,33,25.1,2.4,6.1,0.394,0.0,0.2,0.0,2.4,5.9,0.41,1.6,2.1,0.771,2.1,5.7,1.4,1.1,0.5,2.1,3.1,6.4
Chamique Holdsclaw,LAS,F,25,0,29.5,5.9,12.6,0.47,0.1,0.6,0.2,5.8,12.0,0.483,3.0,3.4,0.884,2.3,6.1,2.2,1.4,0.4,2.3,2.3,15.0
Kedra Holland-Corn,DET,G,34,0,11.8,1.5,4.2,0.359,0.8,2.5,0.333,0.7,1.7,0.397,0.3,0.5,0.625,0.4,1.2,1.3,0.7,0.1,1.2,0.9,4.1
Sandora Irvin,PHO,F,7,0,5.4,0.3,1.9,0.154,0.0,0.4,0.0,0.3,1.4,0.2,0.4,0.7,0.6,0.3,1.4,0.1,0.3,1.1,0.4,0.7,1.0
Dalma Ivanyi,SAS,G,31,1,10.4,0.5,1.8,0.268,0.3,1.2,0.216,0.2,0.6,0.368,0.1,0.2,0.667,0.2,1.3,1.6,0.4,0.0,0.6,1.2,1.4
Deanna Jackson,CHI,F,22,1,15.0,2.2,5.6,0.395,0.0,0.1,0.333,2.2,5.5,0.397,1.5,2.3,0.647,1.5,3.0,0.6,0.4,0.1,1.0,1.7,6.0
Lauren Jackson*,SEA,F-C,30,30,28.4,6.4,12.0,0.535,1.0,2.6,0.377,5.4,9.4,0.578,5.7,6.3,0.899,2.3,7.6,1.6,0.8,1.7,1.3,3.0,19.4
Tamicha Jackson,PHO,G,3,2,18.0,3.3,9.3,0.357,0.0,1.0,0.0,3.3,8.3,0.4,1.3,2.0,0.667,0.3,1.3,2.3,2.0,0.3,1.3,2.3,8.0
Amber Jacobs,MIN,G,34,34,25.3,2.8,6.3,0.449,1.2,3.0,0.392,1.6,3.3,0.5,1.4,1.7,0.825,0.5,2.6,3.4,0.8,0.1,2.6,2.1,8.2
Tamara James,WAS,G-F,21,0,7.4,0.9,2.3,0.388,0.1,0.6,0.25,0.8,1.8,0.432,0.8,0.9,0.889,0.4,0.8,0.1,0.2,0.1,0.5,0.6,2.7
Shannon Johnson,SAS,G,32,32,27.3,3.3,8.0,0.406,1.0,2.8,0.352,2.3,5.2,0.436,2.4,3.0,0.804,1.0,3.0,3.7,1.9,0.2,2.3,2.4,9.9
Temeka Johnson,LAS,G,32,30,25.3,3.2,7.9,0.402,0.1,0.8,0.115,3.1,7.1,0.434,1.5,1.9,0.8,0.5,3.0,5.0,1.5,0.0,2.2,1.8,8.0
Tiffani Johnson,SEA,C,32,8,19.9,1.9,4.6,0.415,0.0,0.0,,1.9,4.6,0.415,0.9,1.2,0.757,1.0,3.9,0.5,0.3,0.5,1.0,2.1,4.7
Vickie Johnson,SAS,G-F,34,34,29.5,3.5,9.3,0.375,0.7,2.0,0.333,2.8,7.3,0.387,2.2,2.6,0.844,1.6,4.9,3.6,0.8,0.1,1.7,1.8,9.9
Asjha Jones,CON,F,34,2,22.9,4.6,9.8,0.464,0.1,0.6,0.263,4.4,9.3,0.476,1.8,2.3,0.785,1.7,5.4,1.4,0.7,0.6,1.8,2.2,11.1
Chandi Jones,MIN,G,6,0,6.3,0.8,1.5,0.556,0.5,0.7,0.75,0.3,0.8,0.4,0.7,0.7,1.0,0.3,0.8,0.5,0.2,0.0,0.3,0.5,2.8
Jae Kingi-Cross,SAS,G,18,1,6.4,0.4,1.0,0.444,0.1,0.3,0.333,0.3,0.7,0.5,0.4,0.5,0.778,0.2,0.6,0.6,0.3,0.0,0.3,0.4,1.4
Laurie Koehn,WAS,G,32,0,4.7,0.7,1.4,0.5,0.7,1.3,0.524,0.0,0.1,0.25,0.1,0.1,0.75,0.0,0.4,0.3,0.1,0.1,0.2,0.5,2.2
Anastasia Kostaki,HOU,G,32,0,8.2,0.6,1.8,0.316,0.2,0.9,0.2,0.4,0.8,0.444,0.8,1.1,0.714,0.1,0.8,0.6,0.2,0.0,1.3,1.3,2.1
Cathrine Kraayeveld,NYL,F,34,13,26.6,3.1,7.0,0.444,0.9,2.7,0.333,2.2,4.3,0.514,1.6,2.1,0.764,1.4,4.6,0.9,0.5,0.4,1.8,2.1,8.8
Jennifer Lacy,PHO,F,33,3,15.3,1.8,3.9,0.477,0.0,0.1,0.0,1.8,3.8,0.492,1.2,1.8,0.69,1.3,3.1,0.4,0.4,0.4,1.4,3.1,4.9
Amanda Lassiter,CHI,F,32,29,24.4,2.9,7.9,0.366,1.5,4.7,0.329,1.4,3.3,0.419,0.7,1.0,0.71,0.8,2.8,2.0,1.3,0.5,1.8,2.8,8.0
Edwige Lawson-Wade,SEA,G,26,0,8.1,0.7,1.7,0.378,0.2,0.7,0.263,0.5,1.0,0.462,0.2,0.2,0.667,0.1,0.8,1.1,0.6,0.0,0.7,0.8,1.7
Kara Lawson,SAC,G,34,6,22.1,2.8,7.1,0.397,1.4,3.6,0.398,1.4,3.5,0.395,1.1,1.1,0.923,0.3,1.9,1.6,0.6,0.1,1.3,1.1,8.1
Betty Lennox,SEA,G,34,34,26.1,5.6,12.4,0.452,0.9,2.6,0.322,4.8,9.8,0.486,1.6,2.1,0.761,1.0,4.0,2.1,1.1,0.1,2.9,2.7,13.7
Lisa Leslie*,LAS,C,34,34,30.8,7.6,14.8,0.511,0.2,0.6,0.4,7.3,14.2,0.516,4.6,7.1,0.65,2.4,9.5,3.2,1.5,1.7,3.7,3.4,20.0
Yelena Leuchanka,CHA,C,4,0,9.5,1.3,2.5,0.5,0.0,0.0,,1.3,2.5,0.5,0.5,1.0,0.5,0.5,1.3,0.8,0.0,0.3,0.3,1.3,3.0
Tynesha Lewis,MIN,G,19,0,10.6,1.0,2.9,0.345,0.1,0.6,0.091,0.9,2.3,0.409,0.4,0.5,0.7,0.5,1.4,0.9,0.6,0.3,0.8,0.8,2.4
Stacey Lovelace,CHI,C,34,6,18.5,2.8,6.7,0.415,0.6,1.9,0.302,2.2,4.9,0.458,1.3,1.6,0.786,1.4,4.0,0.6,0.6,0.6,1.6,2.0,7.4
Sancho Lyttle,HOU,F,29,2,13.1,1.4,3.0,0.46,0.0,0.0,,1.4,3.0,0.46,0.9,1.4,0.619,1.4,3.9,0.3,0.9,0.1,0.6,2.1,3.7
Mwadi Mabika,LAS,G,32,32,21.2,2.9,7.6,0.377,1.0,3.0,0.333,1.9,4.6,0.405,1.8,2.0,0.889,0.5,2.0,1.5,0.6,0.2,1.2,2.4,8.5
Megan Mahoney,CON,F,31,1,11.3,0.8,2.7,0.306,0.2,0.9,0.241,0.6,1.8,0.339,0.5,0.6,0.895,0.5,2.1,0.8,0.2,0.0,0.8,1.2,2.5
Hamchetou Maiga-Ba,SAC,F,34,7,15.7,2.2,4.6,0.475,0.0,0.0,0.0,2.2,4.6,0.478,0.8,1.4,0.563,1.0,2.1,0.9,0.9,0.3,1.3,2.4,5.2
Kristen Mann,MIN,F,33,33,27.1,2.8,7.2,0.387,1.1,2.9,0.375,1.7,4.3,0.394,0.8,1.0,0.735,0.7,3.4,2.8,0.6,0.2,1.5,2.2,7.4
Katie Mattera,SAS,C,34,14,18.6,2.9,6.3,0.467,0.0,0.0,,2.9,6.3,0.467,1.9,3.1,0.619,2.2,6.1,0.4,0.4,0.8,2.0,3.1,7.8
Kelly Mazzante,CHA,G,34,0,21.2,3.1,8.1,0.379,1.9,4.9,0.383,1.2,3.2,0.373,0.8,1.0,0.848,0.7,2.9,1.9,1.4,0.2,1.4,1.1,8.9
Janel McCarville,CHA,F-C,30,3,14.1,1.8,3.9,0.458,0.0,0.0,,1.8,3.9,0.458,0.9,1.5,0.636,1.3,3.5,0.8,0.6,0.7,0.9,1.7,4.5
Nikki McCray,CHI,G,11,2,7.5,0.7,2.0,0.364,0.1,0.5,0.2,0.6,1.5,0.412,0.5,0.6,0.714,0.2,0.5,0.5,0.6,0.1,0.9,0.7,2.0
Taj McWilliams-Franklin,CON,F-C,32,32,31.1,5.1,10.3,0.498,0.0,0.3,0.125,5.1,10.0,0.508,2.5,3.4,0.736,3.3,9.6,2.5,1.1,1.0,2.4,2.3,12.8
Chasity Melvin,WAS,C-F,34,34,29.5,4.5,8.6,0.52,0.0,0.1,0.0,4.5,8.6,0.524,2.9,4.4,0.656,2.5,6.6,1.3,1.0,0.8,1.8,3.2,11.9
Coco Miller,WAS,G,34,4,19.4,2.5,5.0,0.491,0.4,0.9,0.4,2.1,4.1,0.511,0.8,0.9,0.897,1.1,2.7,1.7,1.0,0.1,1.4,2.1,6.1
Kelly Miller,PHO,G,27,24,30.1,4.0,9.6,0.421,1.1,2.9,0.38,2.9,6.7,0.439,1.8,2.3,0.774,1.5,5.3,3.5,1.0,0.2,2.7,2.7,11.0
DeLisha Milton-Jones,WAS,F,23,20,29.3,5.4,11.5,0.472,1.5,3.4,0.43,4.0,8.1,0.489,2.2,2.7,0.81,1.0,4.9,2.1,1.5,0.7,2.9,3.8,14.6
Liz Moeggenberg,CHI,F,27,1,10.1,0.7,2.3,0.317,0.1,0.4,0.333,0.6,1.9,0.314,0.5,1.1,0.467,1.0,1.7,0.6,0.4,0.2,0.6,0.5,2.1
Jessica Moore,LAS,F-C,34,33,19.3,1.7,4.0,0.434,0.0,0.1,0.0,1.7,3.9,0.44,0.9,1.1,0.763,1.0,2.9,0.7,0.6,0.3,0.8,2.3,4.3
Loree Moore,NYL,G,34,29,28.0,2.0,5.9,0.338,1.0,2.8,0.365,1.0,3.1,0.314,1.1,1.5,0.725,0.9,4.2,3.6,1.8,0.3,1.9,2.6,6.1
Tamara Moore,LAS,G,34,33,18.7,2.0,4.3,0.469,0.5,1.4,0.347,1.5,2.8,0.531,1.6,1.9,0.803,0.5,2.1,1.9,1.0,0.2,1.1,1.7,6.1
Astou Ndiaye-Diatta,HOU,F,11,3,11.5,1.5,3.2,0.457,0.0,0.0,,1.5,3.2,0.457,0.3,0.5,0.5,0.9,2.7,0.7,0.1,0.1,0.9,1.3,3.2
Emmeline Ndongue,LAS,C,17,0,6.5,0.4,1.6,0.259,0.0,0.0,,0.4,1.6,0.259,0.4,0.8,0.462,0.9,1.5,0.2,0.4,0.5,0.4,1.4,1.2
Chelsea Newton,CHI,G,27,11,24.0,1.9,5.7,0.335,0.5,1.8,0.265,1.4,3.9,0.368,2.2,3.0,0.738,0.7,2.6,2.1,1.3,0.3,1.5,2.6,6.5
Christelle N'Garsanet,NYL,C,15,0,6.1,0.5,1.9,0.276,0.0,0.1,0.0,0.5,1.8,0.296,0.7,1.7,0.44,0.7,1.2,0.3,0.3,0.1,0.5,0.7,1.8
Bernadette Ngoyisa,CHI,C,30,23,20.9,4.1,7.7,0.528,0.0,0.0,,4.1,7.7,0.528,1.9,3.3,0.592,2.2,5.7,0.9,0.5,0.2,2.0,3.0,10.1
Deanna Nolan,DET,G-F,34,34,32.1,5.1,12.5,0.405,1.1,3.3,0.345,3.9,9.2,0.426,2.5,2.9,0.85,0.9,4.5,3.6,1.4,0.3,2.5,2.3,13.8
Nicole Ohlde,MIN,F-C,34,34,25.6,3.5,7.8,0.453,0.0,0.0,0.0,3.5,7.8,0.455,2.6,3.9,0.664,1.8,5.6,1.6,0.6,0.7,2.2,2.9,9.6
Irina Osipova,DET,C,2,0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0
Murriel Page,LAS,F,34,4,20.3,1.9,4.1,0.471,0.0,0.1,0.0,1.9,4.0,0.482,1.0,1.4,0.761,1.2,3.6,1.0,0.5,0.3,0.9,1.9,4.9
Sabrina Palie,DET,G,11,0,4.6,0.5,2.3,0.2,0.2,0.5,0.4,0.3,1.8,0.15,0.0,0.0,,0.4,0.4,0.5,0.1,0.1,0.9,0.8,1.1
Wendy Palmer,SEA,F,5,2,24.0,3.2,6.6,0.485,0.2,0.6,0.333,3.0,6.0,0.5,2.8,3.8,0.737,2.6,7.6,0.6,1.0,0.6,2.0,3.4,9.4
Ticha Penicheiro,SAC,G,34,34,24.9,1.7,5.0,0.339,0.2,0.9,0.194,1.5,4.1,0.371,1.8,2.3,0.792,0.3,2.7,3.4,1.7,0.1,2.0,1.6,5.4
Jia Perkins,CHI,G,30,27,28.0,3.5,10.0,0.351,0.6,2.2,0.277,2.9,7.8,0.372,1.8,2.2,0.806,1.1,3.6,3.2,1.4,0.4,1.9,2.4,9.4
Erin Perperoglou,SAC,F,34,12,19.6,3.4,6.4,0.537,0.0,0.1,0.0,3.4,6.4,0.542,2.8,3.8,0.75,2.3,3.9,1.0,1.0,0.4,1.6,2.7,9.7
Bridget Pettis,PHO,G,11,0,6.1,0.5,1.7,0.263,0.1,0.7,0.125,0.4,1.0,0.364,0.3,0.5,0.5,0.5,0.8,0.9,0.3,0.0,0.2,1.0,1.3
Erin Phillips,CON,G,34,13,18.1,1.7,4.3,0.393,0.7,2.1,0.343,1.0,2.2,0.44,1.3,1.5,0.88,0.6,2.1,2.4,0.9,0.1,1.1,1.1,5.4
Tari Phillips,HOU,F-C,21,2,10.6,1.0,2.5,0.385,0.0,0.0,,1.0,2.5,0.385,0.9,1.4,0.655,0.6,2.2,0.2,0.4,0.2,1.1,1.8,2.8
Plenette Pierson,DET,F,34,0,16.6,2.4,5.3,0.456,0.0,0.1,0.0,2.4,5.2,0.463,1.6,2.4,0.7,1.3,3.9,0.7,0.5,0.4,1.1,2.5,6.5
Cappie Pondexter,PHO,G,32,32,33.3,6.8,15.5,0.442,1.5,3.9,0.373,5.4,11.5,0.466,4.3,5.1,0.853,1.2,3.3,3.1,1.2,0.1,1.4,2.6,19.5
Nicole Powell,SAC,F,34,34,26.2,3.4,9.1,0.375,1.6,4.6,0.353,1.8,4.5,0.399,1.2,1.4,0.816,0.7,3.9,1.8,1.2,0.4,1.4,2.4,9.6
Brooke Queenan,CON,F,4,0,2.5,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.5
Kristen Rasmussen,PHO,F,34,32,26.7,1.9,3.7,0.512,0.2,0.4,0.429,1.7,3.3,0.523,0.4,0.6,0.6,2.1,6.1,2.1,0.8,0.8,1.0,2.9,4.3
Ruth Riley,DET,C,34,34,25.8,3.4,7.4,0.456,0.1,0.3,0.333,3.3,7.1,0.461,0.5,0.5,0.889,1.1,4.9,1.5,0.5,1.4,1.6,3.2,7.3
Crystal Robinson,WAS,F,27,27,26.8,2.7,6.8,0.402,1.0,3.4,0.283,1.8,3.4,0.522,0.9,1.1,0.806,0.7,2.6,1.8,1.2,0.0,1.0,3.1,7.4
Nykesha Sales,CON,F-G,22,20,27.7,5.0,11.5,0.429,1.5,3.6,0.4,3.5,7.9,0.443,1.6,2.3,0.72,1.0,3.7,2.7,1.2,0.3,1.3,2.0,13.0
Sheri Sam,CHA,G-F,34,34,29.1,4.0,10.1,0.399,0.6,2.3,0.269,3.4,7.8,0.438,1.9,3.0,0.627,1.6,5.1,2.6,1.6,0.1,2.1,2.3,10.6
Nakia Sanford,WAS,C-F,34,19,26.1,3.3,6.4,0.519,0.0,0.0,,3.3,6.4,0.519,2.3,3.7,0.616,2.0,6.0,1.1,0.8,0.6,2.1,3.5,8.9
Kelly Schumacher,NYL,C,21,21,25.7,2.8,6.7,0.411,0.1,0.4,0.25,2.7,6.3,0.421,2.1,3.0,0.714,1.8,5.5,1.1,0.1,1.2,1.7,3.2,7.8
Olympia Scott,IND,C,21,0,7.4,1.1,2.5,0.434,0.0,0.0,0.0,1.1,2.5,0.442,0.2,0.4,0.5,0.4,1.6,0.3,0.3,0.1,0.7,1.4,2.4
K.B. Sharp,IND,G,23,0,6.7,0.3,1.5,0.229,0.1,0.7,0.2,0.2,0.9,0.25,0.1,0.1,1.0,0.1,0.4,1.0,0.3,0.0,0.3,0.1,1.0
