Player,Team,Pos,G,GS,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Kaila Charles,CON,G-F,30,4,16.3,1.6,4.4,0.368,0.3,1.1,0.303,1.3,3.3,0.39,0.7,0.8,0.875,1.1,2.8,1.1,0.5,0.4,0.9,2.0,4.3
Tina Charles,WAS,C,27,27,33.3,8.8,19.6,0.449,1.9,5.1,0.365,7.0,14.6,0.478,3.9,4.7,0.82,2.7,9.6,2.1,0.9,0.9,2.2,2.3,23.4
Natasha Cloud,WAS,G,27,27,31.6,3.0,7.7,0.389,1.0,3.5,0.274,2.0,4.2,0.487,1.7,2.0,0.836,0.4,3.6,6.4,1.4,0.1,2.2,2.3,8.7
Nia Coffey,LAS,F,32,17,25.2,2.9,6.9,0.421,1.6,3.8,0.417,1.3,3.2,0.426,0.9,1.1,0.778,0.6,3.8,0.9,0.8,1.2,1.4,2.7,8.3
Charli Collier,DAL,C,28,18,12.3,1.4,3.1,0.465,0.0,0.0,,1.4,3.1,0.465,0.6,0.8,0.696,1.1,3.6,0.2,0.1,0.2,0.5,1.8,3.4
Napheesa Collier,MIN,F,29,29,34.6,6.0,13.7,0.441,0.7,2.9,0.253,5.3,10.8,0.49,3.4,3.9,0.86,1.7,6.6,3.2,1.3,1.3,2.3,2.8,16.2
Te'a Cooper,LAS,G,31,13,22.0,3.1,8.3,0.379,0.8,2.4,0.324,2.4,5.9,0.401,2.0,2.7,0.75,0.1,1.7,1.4,0.9,0.2,1.8,2.2,9.1
Kahleah Copper,CHI,G-F,32,32,30.8,5.4,11.8,0.459,0.8,2.7,0.306,4.6,9.1,0.503,2.8,3.4,0.818,1.2,4.2,1.8,0.8,0.3,1.9,3.0,14.4
Sophie Cunningham,PHO,G,30,4,17.5,2.0,4.5,0.437,1.1,2.6,0.41,0.9,1.9,0.474,0.6,0.9,0.704,0.3,2.0,1.1,0.5,0.2,0.5,1.9,5.6
Crystal Dangerfield,MIN,G,31,10,20.1,2.8,7.2,0.388,0.9,2.5,0.359,1.9,4.7,0.404,1.2,1.4,0.857,0.3,2.0,2.8,0.7,0.1,1.4,1.9,7.7
Damiris Dantas,MIN,F,24,20,23.8,2.8,7.3,0.377,1.4,4.3,0.333,1.3,3.0,0.438,0.8,1.0,0.75,0.6,4.0,2.3,0.4,0.3,1.8,2.0,7.7
Elena Delle Donne,WAS,F-G,3,3,17.3,4.3,9.0,0.481,1.0,1.7,0.6,3.3,7.3,0.455,4.0,4.0,1.0,1.0,4.3,0.7,0.0,0.3,0.7,0.7,13.7
Diamond DeShields,CHI,G,32,22,26.9,3.8,9.8,0.393,0.8,2.5,0.3,3.1,7.3,0.425,2.8,3.5,0.82,0.4,3.5,2.3,1.2,0.4,1.9,3.2,11.3
Blake Dietrick,ATL,G,9,0,15.7,0.9,3.0,0.296,0.6,1.8,0.313,0.3,1.2,0.273,0.0,0.0,,0.3,1.6,1.2,0.6,0.1,0.6,2.2,2.3
Skylar Diggins-Smith,PHO,G,32,32,32.5,5.5,12.3,0.45,1.6,4.2,0.37,4.0,8.1,0.492,5.1,6.2,0.818,0.5,3.2,5.3,1.1,0.8,2.6,2.2,17.7
Stefanie Dolson,CHI,C,24,15,20.0,3.0,6.1,0.486,0.8,2.0,0.404,2.2,4.1,0.525,0.8,0.8,0.947,0.7,3.5,1.3,0.3,0.8,1.3,2.7,7.5
Chelsea Dungee,DAL,G,14,0,4.6,0.2,1.2,0.176,0.1,0.7,0.2,0.1,0.5,0.143,0.0,0.0,,0.1,0.2,0.1,0.0,0.1,0.1,0.5,0.6
Sylvia Fowles,MIN,C,31,31,30.1,6.7,10.5,0.64,0.0,0.0,,6.7,10.5,0.64,2.6,3.4,0.755,2.1,10.1,1.4,1.8,1.8,2.3,2.5,16.0
Kysre Gondrezick,IND,G,19,0,9.1,0.7,2.4,0.283,0.4,1.5,0.286,0.3,0.9,0.278,0.1,0.2,0.5,0.2,1.0,0.9,0.4,0.0,0.9,0.7,1.9
Aleah Goodman,CON,G,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Haley Gorecki,PHO,G,3,0,2.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,,0.0,0.7,0.0,0.0,0.0,0.3,0.0,0.0
Allisha Gray,DAL,G,25,16,27.8,4.2,9.7,0.438,1.2,3.3,0.366,3.0,6.4,0.475,2.2,2.6,0.862,1.3,5.2,1.7,1.0,0.8,1.4,2.1,11.9
Chelsea Gray,LVA,G,32,32,28.9,4.6,10.2,0.454,0.8,2.2,0.38,3.8,8.0,0.475,1.0,1.1,0.889,0.5,2.9,5.9,1.2,0.3,2.8,1.3,11.1
Reshanda Gray,NYL,F,15,0,14.0,2.3,4.3,0.531,0.1,0.6,0.222,2.1,3.7,0.582,1.2,1.7,0.692,0.9,3.5,0.3,0.3,0.3,1.4,3.1,5.9
Brittney Griner,PHO,C,30,30,32.8,8.3,14.4,0.575,0.1,0.3,0.444,8.1,14.1,0.578,3.8,4.5,0.846,2.4,9.5,2.7,0.4,1.9,2.2,2.4,20.5
Arella Guirantes,LAS,G,25,2,11.6,1.0,3.8,0.274,0.2,1.1,0.222,0.8,2.7,0.294,0.8,1.0,0.808,0.2,1.3,0.6,0.3,0.2,0.5,1.0,3.2
Megan Gustafson,WAS,C,11,1,9.9,1.7,2.9,0.594,0.0,0.2,0.0,1.7,2.7,0.633,0.5,0.8,0.667,1.0,3.6,0.0,0.2,0.1,0.8,0.9,4.0
Dearica Hamby,LVA,F,29,0,24.5,4.4,8.0,0.545,0.3,1.2,0.25,4.1,6.8,0.599,2.6,3.9,0.655,1.1,6.7,1.7,1.1,0.1,1.5,2.0,11.6
Linnae Harper,MIN,G,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
Isabelle Harrison,DAL,F,28,5,23.8,4.6,8.6,0.538,0.0,0.0,0.0,4.6,8.5,0.54,1.7,2.1,0.783,1.6,5.9,1.1,1.1,0.7,1.5,2.5,10.9
Mikiah Herbert Harrigan,SEA,F,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyasha Harris,DAL,G,32,3,16.3,1.5,4.5,0.336,0.6,1.8,0.339,0.9,2.6,0.333,0.8,0.9,0.833,0.3,1.6,2.7,0.4,0.3,1.0,1.3,4.4
Bria Hartley,PHO,G,6,0,8.5,1.5,2.7,0.563,0.7,1.2,0.571,0.8,1.5,0.556,0.0,0.0,,0.3,0.7,0.8,0.2,0.0,0.8,0.2,3.7
Bernadett Hatar,IND,C,7,2,15.1,2.0,4.1,0.483,0.0,0.0,,2.0,4.1,0.483,0.9,1.0,0.857,1.0,2.6,0.3,0.4,0.4,1.6,2.6,4.9
Tianna Hawkins,ATL,F,28,8,15.5,1.8,4.5,0.397,0.6,2.4,0.242,1.2,2.1,0.567,0.8,0.8,0.913,0.5,3.1,0.6,0.4,0.5,1.1,2.2,4.9
Tiffany Hayes,ATL,G,21,19,28.3,5.0,11.4,0.438,1.6,4.0,0.405,3.4,7.4,0.455,3.0,3.6,0.853,0.7,3.2,3.0,1.6,0.2,1.5,3.1,14.7
Shyla Heal,CHI,G,4,0,7.8,0.3,2.0,0.125,0.0,0.8,0.0,0.3,1.3,0.2,1.5,1.5,1.0,0.3,0.8,0.8,0.0,0.0,2.5,1.5,2.0
Ruthy Hebard,CHI,F,30,6,16.8,2.4,4.6,0.529,0.0,0.1,0.0,2.4,4.5,0.537,0.9,1.1,0.794,1.4,4.4,0.8,0.7,0.7,0.6,2.0,5.8
Natisha Hiedeman,CON,G,32,5,20.1,2.4,6.1,0.4,1.6,4.0,0.398,0.8,2.1,0.403,1.1,1.6,0.7,0.2,1.9,1.9,0.8,0.2,0.9,1.9,7.6
Myisha Hines-Allen,WAS,F,18,17,25.7,4.9,11.9,0.414,0.7,2.3,0.317,4.2,9.7,0.437,2.3,3.1,0.732,1.8,7.0,2.5,1.3,0.6,1.8,2.5,12.9
Natasha Howard,NYL,F,13,13,27.5,6.7,13.5,0.494,0.9,2.8,0.333,5.8,10.8,0.536,1.8,2.4,0.774,2.2,7.2,1.7,1.3,0.5,3.8,2.9,16.2
Sabrina Ionescu,NYL,G,30,26,30.0,3.8,9.9,0.379,1.8,5.5,0.325,2.0,4.4,0.447,2.4,2.6,0.911,0.7,5.7,6.1,0.6,0.5,3.2,1.8,11.7
Briann January,CON,G,29,29,30.2,2.4,5.8,0.425,0.9,2.4,0.38,1.5,3.3,0.458,1.1,1.3,0.868,0.3,1.4,3.1,0.9,0.1,1.8,2.0,7.0
Moriah Jefferson,DAL,G,29,28,17.2,2.3,5.1,0.449,0.8,1.7,0.46,1.5,3.3,0.443,0.1,0.2,0.6,0.4,2.0,2.5,0.8,0.2,1.4,1.4,5.4
Stella Johnson,WAS,G,6,0,5.2,0.5,1.3,0.375,0.3,0.8,0.4,0.2,0.5,0.333,0.7,0.7,1.0,0.5,0.5,0.3,0.0,0.2,0.8,1.2,2.0
Brionna Jones,CON,F,32,32,30.6,6.1,10.6,0.571,0.0,0.1,0.0,6.1,10.5,0.576,2.6,3.2,0.796,3.2,7.3,1.8,1.4,0.5,2.2,3.0,14.7
Jazmine Jones,NYL,G,27,0,16.6,2.0,5.5,0.356,0.7,1.7,0.383,1.3,3.8,0.343,1.3,1.7,0.761,0.4,2.4,1.1,0.5,0.4,1.6,2.4,5.9
Jonquel Jones,CON,C,27,27,31.7,7.1,13.8,0.515,1.6,4.3,0.362,5.6,9.5,0.584,3.6,4.5,0.802,2.5,11.2,2.8,1.3,1.3,2.9,3.1,19.4
Stephanie Jones,CON,F,18,0,5.5,0.7,1.6,0.414,0.0,0.1,0.0,0.7,1.5,0.444,0.1,0.1,0.5,0.6,1.2,0.2,0.1,0.1,0.2,0.5,1.4
Awak Kuier,DAL,F,16,0,8.9,0.8,2.4,0.308,0.2,1.1,0.167,0.6,1.3,0.429,0.7,0.9,0.786,0.6,2.4,0.6,0.3,0.8,1.0,0.6,2.4
Betnijah Laney,NYL,G-F,32,32,33.4,6.3,14.1,0.451,1.1,3.4,0.312,5.3,10.7,0.496,3.0,3.8,0.787,0.8,4.1,5.2,0.7,0.1,3.7,2.2,16.8
Jantel Lavender,IND,F,27,14,20.0,2.8,7.0,0.404,0.1,0.7,0.2,2.7,6.2,0.429,0.7,0.7,0.9,1.7,3.9,1.5,0.0,0.1,1.4,1.8,6.4
Kiara Leslie,WAS,G,9,0,9.6,0.9,2.7,0.333,0.2,0.8,0.286,0.7,1.9,0.353,0.8,0.9,0.875,0.2,2.2,0.2,0.4,0.0,0.4,1.2,2.8
Jewell Loyd,SEA,G,31,31,31.0,6.2,14.8,0.42,2.1,5.6,0.376,4.1,9.2,0.448,3.4,3.8,0.889,0.8,4.0,3.8,1.5,0.2,2.3,2.1,17.9
Marina Mabrey,DAL,G,32,8,24.2,4.9,12.2,0.405,2.0,5.8,0.342,3.0,6.4,0.461,1.4,1.6,0.882,0.7,3.9,2.9,1.0,0.3,2.1,2.5,13.3
Ezi Magbegor,SEA,F-C,30,3,15.2,2.7,5.3,0.506,0.2,0.3,0.556,2.5,5.0,0.503,1.1,1.3,0.846,1.5,3.9,0.8,0.6,1.0,0.9,2.2,6.7
Kayla McBride,MIN,G,32,32,31.6,4.5,10.3,0.433,1.9,5.0,0.379,2.6,5.3,0.485,2.8,3.1,0.91,0.3,3.6,2.3,0.8,0.2,1.1,1.8,13.7
Erica McCall,WAS,F,23,6,15.5,1.6,3.2,0.5,0.0,0.0,0.0,1.6,3.2,0.507,0.9,1.4,0.625,1.4,4.3,0.6,0.3,0.4,0.9,2.0,4.1
Angel McCoughtry,LVA,F-G,1,0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teaira McCowan,IND,C,32,23,26.5,4.3,8.0,0.537,0.0,0.0,,4.3,8.0,0.537,2.7,4.1,0.644,3.4,9.6,1.1,0.6,1.6,1.7,3.3,11.3
Aari McDonald,ATL,G,30,4,16.4,1.9,5.8,0.322,1.1,3.5,0.308,0.8,2.3,0.343,1.5,1.7,0.882,0.3,1.6,2.0,0.8,0.2,1.2,1.8,6.3
Kelsey Mitchell,IND,G,32,32,33.1,6.6,15.4,0.431,2.2,6.5,0.335,4.4,8.8,0.502,2.3,2.7,0.882,0.7,2.6,2.5,1.1,0.2,2.0,2.3,17.8
Leilani Mitchell,WAS,G,31,12,23.4,2.1,5.7,0.36,1.6,4.5,0.357,0.5,1.2,0.368,0.6,0.7,0.826,0.4,2.0,2.5,0.5,0.1,1.1,1.5,6.4
Tiffany Mitchell,IND,G,28,25,27.3,3.8,9.1,0.421,0.4,1.7,0.255,3.4,7.4,0.459,3.9,4.5,0.88,0.9,2.9,2.0,0.6,0.0,1.9,1.9,12.0
Beatrice Mompremier,CON,F,32,0,8.6,0.8,1.7,0.491,0.0,0.0,,0.8,1.7,0.491,0.2,0.4,0.417,0.9,2.4,0.2,0.4,0.3,0.6,1.4,1.8
Astou Ndour-Fall,CHI,C-F,20,8,17.1,2.3,5.8,0.397,0.4,1.7,0.235,1.9,4.1,0.463,1.6,1.7,0.941,1.6,4.8,0.4,0.4,0.8,0.9,2.2,6.6
Kia Nurse,PHO,G,32,32,26.1,3.1,8.5,0.359,1.8,5.2,0.353,1.2,3.3,0.368,1.5,1.9,0.79,0.4,3.5,1.8,0.5,0.1,1.5,2.3,9.5
Leaonna Odom,NYL,F,18,0,12.1,1.2,2.5,0.467,0.3,0.9,0.294,0.9,1.6,0.571,0.5,0.7,0.75,0.6,1.2,0.4,0.3,0.3,0.6,1.4,3.1
Arike Ogunbowale,DAL,G,32,32,31.3,6.2,16.3,0.383,2.5,6.7,0.376,3.7,9.6,0.388,3.8,4.4,0.864,0.7,3.2,3.3,1.1,0.0,2.1,2.3,18.7
Chiney Ogwumike,LAS,F-C,7,3,19.1,2.9,7.0,0.408,0.4,0.6,0.75,2.4,6.4,0.378,0.9,1.1,0.75,1.6,4.1,1.3,0.9,0.4,0.9,3.3,7.0
Nneka Ogwumike,LAS,F,18,18,31.7,6.1,11.4,0.532,0.6,1.7,0.367,5.4,9.7,0.56,1.8,2.2,0.8,1.4,6.5,2.7,1.4,0.3,2.2,1.8,14.5
Michaela Onyenwere,NYL,F,32,29,22.2,2.8,7.1,0.401,1.2,3.5,0.327,1.7,3.6,0.474,1.8,2.1,0.836,0.7,2.9,0.6,0.4,0.3,1.1,2.5,8.6
Candace Parker,CHI,F-C,23,23,26.7,5.0,11.0,0.458,1.0,3.2,0.329,4.0,7.8,0.511,2.2,2.7,0.794,1.4,8.4,4.0,0.8,1.2,2.4,1.6,13.3
Cheyenne Parker,ATL,F,13,11,20.8,3.8,8.5,0.455,0.8,2.3,0.333,3.1,6.2,0.5,1.7,2.2,0.786,1.0,4.5,1.2,1.2,0.9,1.3,2.2,10.2
JiSu Park,LVA,C,25,0,8.9,0.7,2.1,0.327,0.0,0.2,0.0,0.7,1.9,0.354,0.6,0.7,0.833,0.6,1.8,0.8,0.1,0.6,0.8,1.1,2.0
Shey Peddy,PHO,G,32,5,17.5,1.9,4.6,0.412,0.8,2.5,0.333,1.1,2.1,0.507,0.7,0.8,0.92,0.8,2.3,2.5,0.9,0.1,1.0,1.0,5.4
Chelsey Perry,IND,F,6,0,6.7,0.8,3.0,0.278,0.3,1.5,0.222,0.5,1.5,0.333,0.2,0.3,0.5,0.0,1.0,0.3,0.5,0.0,0.3,1.2,2.2
Theresa Plaisance,WAS,F,31,11,18.0,2.3,6.5,0.351,1.1,3.7,0.302,1.2,2.8,0.419,0.7,0.9,0.815,0.7,4.4,1.4,0.8,0.7,1.2,2.2,6.4
Kelsey Plum,LVA,G,26,0,25.6,4.9,11.3,0.437,1.7,4.4,0.386,3.2,6.9,0.469,3.3,3.5,0.944,0.4,2.5,3.6,1.0,0.0,1.7,2.2,14.8
Aerial Powers,MIN,G,14,7,22.1,4.4,10.2,0.427,0.8,2.5,0.314,3.6,7.7,0.463,3.9,4.3,0.917,0.9,3.6,2.1,0.4,0.4,2.9,2.1,13.4
Epiphanny Prince,SEA,G,29,2,14.3,2.0,4.6,0.439,0.9,1.7,0.5,1.1,2.8,0.402,0.9,1.0,0.897,0.3,1.6,1.7,0.7,0.2,0.9,1.1,5.8
Allie Quigley,CHI,G,26,11,24.4,4.7,10.4,0.448,2.1,4.6,0.454,2.6,5.8,0.444,1.8,1.9,0.959,0.7,2.7,2.3,0.5,0.3,1.2,1.4,13.2
DiDi Richards,NYL,G-F,31,0,11.2,0.9,2.1,0.422,0.3,0.7,0.455,0.5,1.4,0.405,0.2,0.3,0.6,0.3,1.1,0.8,0.5,0.2,0.5,0.8,2.3
Danielle Robinson,IND,G,24,24,27.5,3.7,8.8,0.417,0.2,1.0,0.2,3.5,7.8,0.446,2.3,2.6,0.889,0.3,3.5,3.7,1.6,0.1,1.8,2.1,9.9
Mercedes Russell,SEA,C,30,28,24.7,3.1,5.0,0.617,0.0,0.0,,3.1,5.0,0.617,1.2,1.6,0.766,1.7,6.1,1.6,0.9,0.4,1.3,2.6,7.3
Satou Sabally,DAL,F,17,14,24.9,4.1,9.7,0.418,1.1,3.2,0.327,3.0,6.5,0.464,2.8,3.6,0.77,1.6,5.9,2.8,0.2,0.8,2.3,3.2,11.9
Katie Lou Samuelson,SEA,F,27,24,21.0,2.7,5.9,0.456,1.0,2.7,0.351,1.7,3.1,0.548,0.7,1.0,0.731,0.4,3.5,1.7,0.7,0.3,1.1,1.7,7.0
Jessica Shepard,MIN,F,22,0,10.5,0.7,2.0,0.364,0.0,0.5,0.083,0.7,1.5,0.469,0.5,0.7,0.75,1.1,3.2,1.7,0.1,0.2,0.8,0.9,2.0
Kylee Shook,NYL,C,30,19,18.9,2.4,5.1,0.467,0.8,2.0,0.393,1.6,3.0,0.516,0.1,0.2,0.8,0.7,4.0,1.4,0.3,0.5,1.3,1.6,5.7
Odyssey Sims,ATL,G,30,21,25.1,3.5,9.5,0.37,0.5,2.3,0.232,3.0,7.2,0.414,1.2,1.6,0.729,0.5,2.5,3.6,1.2,0.1,1.6,1.5,8.7
Destiny Slocum,LVA,G,21,0,6.3,0.3,1.0,0.318,0.2,0.7,0.333,0.1,0.3,0.286,0.1,0.2,0.6,0.1,0.9,0.6,0.1,0.0,0.3,0.9,1.0
Alanna Smith,PHO,F,18,0,6.5,0.4,1.9,0.235,0.2,1.2,0.19,0.2,0.7,0.308,0.1,0.2,0.25,0.3,1.3,0.6,0.4,0.3,0.3,0.6,1.2
Azura Stevens,CHI,F-C,30,11,19.6,3.0,6.0,0.5,0.5,1.5,0.333,2.5,4.5,0.556,0.9,1.1,0.813,1.6,4.6,0.8,0.8,0.7,0.9,1.8,7.4
Breanna Stewart,SEA,F,28,28,33.4,6.9,15.8,0.439,1.7,5.1,0.336,5.2,10.7,0.488,4.8,5.6,0.847,1.2,9.6,2.7,1.2,1.7,1.6,1.8,20.3
Shekinna Stricklen,ATL,F,24,0,9.8,0.9,3.5,0.259,0.6,2.8,0.212,0.3,0.8,0.421,0.1,0.2,0.4,0.1,0.9,0.3,0.4,0.2,0.1,1.1,2.5
Brittney Sykes,LAS,G,32,20,29.3,3.6,8.9,0.405,0.3,1.3,0.262,3.3,7.6,0.43,1.9,2.5,0.772,1.2,4.6,2.2,1.8,0.5,1.4,2.5,9.4
Stephanie Talbot,SEA,F,30,9,17.9,2.3,4.8,0.483,0.9,2.2,0.415,1.4,2.6,0.538,0.2,0.3,0.75,0.4,2.9,1.6,0.5,0.4,1.6,1.9,5.7
Diana Taurasi,PHO,G,16,16,28.4,4.4,11.9,0.366,2.6,7.6,0.339,1.8,4.4,0.414,3.9,4.5,0.861,0.2,4.4,4.9,0.2,0.6,2.9,2.4,15.2
Alyssa Thomas,CON,F,3,0,12.3,1.3,5.0,0.267,0.0,0.0,,1.3,5.0,0.267,1.0,1.3,0.75,0.3,3.3,1.3,0.3,0.0,1.0,1.3,3.7
Jasmine Thomas,CON,G,30,30,29.6,3.8,9.8,0.386,1.4,3.5,0.4,2.4,6.3,0.378,1.6,1.9,0.875,0.4,2.4,4.1,1.3,0.2,2.2,1.8,10.6
Kayla Thornton,DAL,F,31,25,27.6,2.7,6.4,0.421,0.7,2.0,0.349,2.0,4.3,0.455,1.5,1.7,0.849,2.1,5.6,1.5,0.8,0.2,1.0,2.0,7.5
Kristi Toliver,LAS,G,19,19,27.6,3.5,8.5,0.414,1.5,4.4,0.337,2.1,4.2,0.494,0.8,1.0,0.842,0.5,1.5,2.8,0.7,0.0,1.7,1.9,9.4
Brianna Turner,PHO,F,32,32,31.1,3.4,6.1,0.554,0.0,0.0,0.0,3.4,6.1,0.557,1.0,1.4,0.717,2.4,9.4,1.8,0.8,1.3,1.5,2.2,7.8
Courtney Vandersloot,CHI,G,32,32,30.5,4.0,9.3,0.433,1.1,3.3,0.346,2.9,6.1,0.479,1.3,1.5,0.857,0.5,3.4,8.6,1.7,0.4,3.0,2.1,10.5
Kia Vaughn,PHO,C,28,2,15.8,2.1,4.8,0.444,0.0,0.0,0.0,2.1,4.7,0.447,0.4,0.7,0.6,0.8,2.7,1.3,0.2,0.2,1.3,1.6,4.6
Victoria Vivians,IND,G-F,31,8,21.3,2.5,7.5,0.333,1.0,4.1,0.252,1.5,3.4,0.433,0.8,1.0,0.833,0.5,3.1,1.3,1.1,0.1,1.3,1.8,6.8
Jasmine Walker,LAS,F,2,0,10.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.0
Megan Walker,PHO,F,29,7,14.7,1.6,5.1,0.311,0.7,2.6,0.267,0.9,2.5,0.356,0.7,1.0,0.633,0.2,1.3,0.9,0.2,0.3,0.8,1.8,4.5
Stephanie Watts,CHI,G,6,0,14.0,0.7,3.2,0.211,0.2,1.7,0.1,0.5,1.5,0.333,1.0,1.3,0.75,1.3,3.7,0.5,0.5,0.3,1.3,2.2,2.5
Erica Wheeler,LAS,G,32,32,30.2,5.0,12.0,0.417,1.0,2.9,0.359,4.0,9.1,0.435,2.5,3.1,0.827,0.5,3.1,4.8,1.3,0.3,2.7,2.7,13.6
Sami Whitcomb,NYL,G,30,28,28.1,4.1,8.7,0.473,2.5,6.0,0.425,1.6,2.8,0.578,0.9,1.1,0.818,0.3,5.0,2.7,1.0,0.3,2.1,1.8,11.7
Sydney Wiese,WAS,G,27,8,21.4,1.5,4.7,0.323,0.9,2.9,0.291,0.7,1.8,0.375,0.5,0.7,0.778,0.2,1.3,1.6,0.4,0.0,1.0,0.7,4.4
Courtney Williams,ATL,G,32,32,34.4,7.1,17.1,0.418,1.2,3.2,0.382,5.9,13.9,0.426,1.1,1.7,0.642,1.4,6.8,4.0,1.1,0.5,1.8,1.7,16.5
